Dataset,Link,RestrictedModel,ObservedLRT,BootstrapPValue,BootstrapRepsRequested,BootstrapRepsSucceeded,BootstrapMeanLRT,BootstrapQ95,ElapsedSec
C3,log,ZINB,7.471025780966556,0.26,99,99,5.612092611506608,11.142019949771019,162.2126660346985
