Scenario,Dataset,Model,mean_fit_elapsed_sec,sd_fit_elapsed_sec,n_fit_elapsed_sec
D3,Dataset 3,Poisson,0.8768036365509033,0.20575428357578518,12
D3,Dataset 3,NB,4.200362881024678,0.7251495869103046,12
D3,Dataset 3,ZIP,4.378647327423096,0.8444092934810289,12
D3,Dataset 3,ZINB,7.481336891651154,1.6129058303078347,12
D3,Dataset 3,P+NB,20.531975150108337,8.867928330999804,12
D3,Dataset 3,Z+P+NB,20.77651019891103,1.6609064127475919,12
D3,Dataset 3,ZIP--ZINB,38.35458461443583,4.727219475519681,12
