Dataset,Model,Link,Log-Likelihood,AIC,BIC,nobs,n_params,success,nit,grad_norm_inf,cov_status,min_info_eig,info_rank,message
H2AX4H100,Poisson,log,-1305.4081337130851,2614.8162674261703,2623.596748760301,596,2,True,9,3.7050807170757594e-05,not_computed,nan,0,Optimization terminated successfully
H2AX4H100,NB,log,-1302.5439248473122,2611.0878496946243,2624.25857169582,596,3,True,13,7.762160236701732e-05,not_computed,nan,0,Optimization terminated successfully
H2AX4H100,ZIP,log,-1224.5668501209627,2457.1337002419255,2474.6946629101867,596,4,True,13,0.0009587249756535243,not_computed,nan,0,Optimization terminated successfully
H2AX4H100,ZINB,log,-1224.566849025342,2459.133698050684,2481.0849013860106,596,5,True,30,0.00446345219689448,not_computed,nan,0,Optimization terminated successfully
H2AX4H100,P+NB,log,-1225.7942659529906,2463.588531905981,2489.9299759083733,596,6,True,88,1.0979630022944775e-06,not_computed,nan,0,Optimization terminated successfully
H2AX4H100,Z+P+NB,log,-1224.5668501288292,2465.1337002576583,2500.2556255941813,596,8,True,73,0.0004364906638087973,not_computed,nan,0,Optimization terminated successfully
H2AX4H100,ZIP--ZINB,log,-1222.4616653299322,2464.9233306598644,2508.8257373305178,596,10,True,45,0.12845585505930934,not_computed,nan,0,Optimization terminated successfully
