Scenario,Dataset,Rep,RestrictedModel,FullModel,RestrictedLogLik,FullLogLik,LRT,df,boundary_dim,p_value,reject,method
D1,Dataset 1,61,Z+P+NB,ZIP--ZINB,-44290.703996436045,-44239.07164178803,103.2647092960251,2,0,3.7701036364269195e-23,True,chi²(df=2)
D1,Dataset 1,57,Poisson,ZIP--ZINB,-99587.09365595489,-44609.794748367814,109954.59781517414,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,57,NB,ZIP--ZINB,-46662.43837001353,-44609.794748367814,4105.28724329143,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,57,P+NB,ZIP--ZINB,-45228.33915757566,-44609.794748367814,1237.0888184156938,nan,2,6.120277959959563e-270,True,chi-bar² heuristic; k=2
D1,Dataset 1,57,ZIP,ZIP--ZINB,-72001.86900176693,-44609.794748367814,54784.14850679823,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,57,ZINB,ZIP--ZINB,-45918.08540881066,-44609.794748367814,2616.5813208856853,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,57,Z+P+NB,ZIP--ZINB,-44676.699403507475,-44609.794748367814,133.80931027932093,2,0,8.783699288365944e-30,True,chi²(df=2)
D1,Dataset 1,59,Poisson,ZIP--ZINB,-96754.39860020338,-44572.26286512922,104364.27147014832,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,59,NB,ZIP--ZINB,-46474.01439264027,-44572.26286512922,3803.503055022098,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,59,P+NB,ZIP--ZINB,-45208.51073200516,-44572.26286512922,1272.4957337518863,nan,2,1.2531227907343144e-277,True,chi-bar² heuristic; k=2
D1,Dataset 1,59,ZIP,ZIP--ZINB,-69715.02311996845,-44572.26286512922,50285.52050967846,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,59,ZINB,ZIP--ZINB,-45714.4011179112,-44572.26286512922,2284.276505563961,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,59,Z+P+NB,ZIP--ZINB,-44637.424096879884,-44572.26286512922,130.3224635013321,2,0,5.021536417606833e-29,True,chi²(df=2)
D1,Dataset 1,60,Poisson,ZIP--ZINB,-97357.64586077468,-44601.2563280614,105512.77906542656,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,60,NB,ZIP--ZINB,-46466.152029373596,-44601.2563280614,3729.791402624396,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,60,P+NB,ZIP--ZINB,-45190.998672449234,-44601.2563280614,1179.484688775672,nan,2,1.976070366634225e-257,True,chi-bar² heuristic; k=2
D1,Dataset 1,60,ZIP,ZIP--ZINB,-70213.7668335907,-44601.2563280614,51225.02101105859,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,60,ZINB,ZIP--ZINB,-45742.7521224923,-44601.2563280614,2282.991588861798,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,60,Z+P+NB,ZIP--ZINB,-44665.19434258069,-44601.2563280614,127.87602903858351,2,0,1.7063696201502704e-28,True,chi²(df=2)
D1,Dataset 1,63,Poisson,ZIP--ZINB,-99506.22231765334,-44595.91990622847,109820.60482284975,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,63,NB,ZIP--ZINB,-46545.3071835859,-44595.91990622847,3898.774554714866,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,63,P+NB,ZIP--ZINB,-45185.00128244325,-44595.91990622847,1178.1627524295618,nan,2,3.827084258175975e-257,True,chi-bar² heuristic; k=2
D1,Dataset 1,63,ZIP,ZIP--ZINB,-71509.6505542111,-44595.91990622847,53827.46129596526,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,63,ZINB,ZIP--ZINB,-45813.92663749344,-44595.91990622847,2436.0134625299397,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,63,Z+P+NB,ZIP--ZINB,-44648.235755838235,-44595.91990622847,104.63169921953522,2,0,1.9033348447626185e-23,True,chi²(df=2)
D1,Dataset 1,62,Poisson,ZIP--ZINB,-99148.72855391173,-44543.30933257328,109210.8384426769,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,62,NB,ZIP--ZINB,-46583.06492694435,-44543.30933257328,4079.5111887421517,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,62,P+NB,ZIP--ZINB,-45234.25939014242,-44543.30933257328,1381.9001151382836,nan,2,2.1896958126409074e-301,True,chi-bar² heuristic; k=2
D1,Dataset 1,62,ZIP,ZIP--ZINB,-71052.27418965343,-44543.30933257328,53017.9297141603,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,62,ZINB,ZIP--ZINB,-45765.52035620689,-44543.30933257328,2444.4220472672314,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,62,Z+P+NB,ZIP--ZINB,-44614.26702052991,-44543.30933257328,141.9153759132605,2,0,1.525694820330741e-31,True,chi²(df=2)
D1,Dataset 1,64,Poisson,ZIP--ZINB,-97725.70119229701,-44473.15734057376,106505.08770344651,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,64,NB,ZIP--ZINB,-46465.41228119162,-44473.15734057376,3984.5098812357173,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,64,P+NB,ZIP--ZINB,-45088.010121494684,-44473.15734057376,1229.7055618418526,nan,2,2.455168494970307e-268,True,chi-bar² heuristic; k=2
D1,Dataset 1,64,ZIP,ZIP--ZINB,-70484.35277009654,-44473.15734057376,52022.390859045554,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,64,ZINB,ZIP--ZINB,-45725.08139278264,-44473.15734057376,2503.8481044177606,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,64,Z+P+NB,ZIP--ZINB,-44543.86316646823,-44473.15734057376,141.4116517889488,2,0,1.9626821631245392e-31,True,chi²(df=2)
D1,Dataset 1,65,Poisson,ZIP--ZINB,-98349.65697544285,-44420.7118157259,107857.8903194339,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,65,NB,ZIP--ZINB,-46366.55651432484,-44420.7118157259,3891.6893971978716,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,65,P+NB,ZIP--ZINB,-45054.23145098407,-44420.7118157259,1267.0392705163395,nan,2,1.918180490542925e-276,True,chi-bar² heuristic; k=2
D1,Dataset 1,65,ZIP,ZIP--ZINB,-70535.8127190732,-44420.7118157259,52230.201806694604,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,65,ZINB,ZIP--ZINB,-45631.5268096212,-44420.7118157259,2421.6299877905985,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,65,Z+P+NB,ZIP--ZINB,-44486.41190868174,-44420.7118157259,131.4001859116688,2,0,2.929625915516785e-29,True,chi²(df=2)
D1,Dataset 1,68,Poisson,ZIP--ZINB,-100065.46221789026,-44621.16024173745,110888.60395230562,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,68,NB,ZIP--ZINB,-46595.5987642498,-44621.16024173745,3948.8770450246957,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,68,P+NB,ZIP--ZINB,-45253.56990400326,-44621.16024173745,1264.8193245316215,nan,2,5.820508431471507e-276,True,chi-bar² heuristic; k=2
D1,Dataset 1,68,ZIP,ZIP--ZINB,-71269.54810807761,-44621.16024173745,53296.77573268031,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,68,ZINB,ZIP--ZINB,-45848.338415415594,-44621.16024173745,2454.3563473562826,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,68,Z+P+NB,ZIP--ZINB,-44695.52587170522,-44621.16024173745,148.7312599355355,2,0,5.051463993794612e-33,True,chi²(df=2)
D1,Dataset 1,69,Poisson,ZIP--ZINB,-95651.25062575578,-44696.70112429001,101909.09900293154,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,69,NB,ZIP--ZINB,-46639.17448444109,-44696.70112429001,3884.946720302163,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,69,P+NB,ZIP--ZINB,-45350.204205681,-44696.70112429001,1307.0061627819814,nan,2,4.01700642404304e-285,True,chi-bar² heuristic; k=2
D1,Dataset 1,69,ZIP,ZIP--ZINB,-69245.03702513978,-44696.70112429001,49096.671801699544,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,69,ZINB,ZIP--ZINB,-45855.101303781645,-44696.70112429001,2316.800358983266,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,69,Z+P+NB,ZIP--ZINB,-44759.84987721359,-44696.70112429001,126.29750584716385,2,0,3.7570334887680923e-28,True,chi²(df=2)
D1,Dataset 1,67,Poisson,ZIP--ZINB,-97467.50328509172,-44293.38859332218,106348.22938353907,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,67,NB,ZIP--ZINB,-46348.70934724069,-44293.38859332218,4110.641507837019,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,67,P+NB,ZIP--ZINB,-44960.45423904343,-44293.38859332218,1334.1312914424925,nan,2,5.170927621885448e-291,True,chi-bar² heuristic; k=2
D1,Dataset 1,67,ZIP,ZIP--ZINB,-70088.40480456557,-44293.38859332218,51590.032422486765,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,67,ZINB,ZIP--ZINB,-45547.05469762998,-44293.38859332218,2507.3322086155968,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,67,Z+P+NB,ZIP--ZINB,-44356.20907281189,-44293.38859332218,125.64095897942025,2,0,5.216898739445221e-28,True,chi²(df=2)
D1,Dataset 1,66,Poisson,ZIP--ZINB,-100421.77530513579,-44698.78256514622,111445.98547997914,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,66,NB,ZIP--ZINB,-46726.7092707275,-44698.78256514622,4055.853411162563,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,66,P+NB,ZIP--ZINB,-45345.399753616795,-44698.78256514622,1293.2343769411527,nan,2,3.9310185122232216e-282,True,chi-bar² heuristic; k=2
D1,Dataset 1,66,ZIP,ZIP--ZINB,-71954.69491700288,-44698.78256514622,54511.824703713326,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,66,ZINB,ZIP--ZINB,-45971.00312602721,-44698.78256514622,2544.441121761978,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,66,Z+P+NB,ZIP--ZINB,-44758.21563076289,-44698.78256514622,118.86613123334246,2,0,1.5436454604498367e-26,True,chi²(df=2)
D1,Dataset 1,70,Poisson,ZIP--ZINB,-98703.28841284834,-44331.48225490572,108743.61231588524,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,70,NB,ZIP--ZINB,-46346.79026503427,-44331.48225490572,4030.6160202571045,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,70,P+NB,ZIP--ZINB,-44947.95764156729,-44331.48225490572,1232.950773323144,nan,2,4.845825251441313e-269,True,chi-bar² heuristic; k=2
D1,Dataset 1,70,ZIP,ZIP--ZINB,-70998.65941430417,-44331.48225490572,53334.354318796904,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,70,ZINB,ZIP--ZINB,-45589.81259252007,-44331.48225490572,2516.6606752287043,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,70,Z+P+NB,ZIP--ZINB,-44389.652013667735,-44331.48225490572,116.33951752402936,2,0,5.460026568827022e-26,True,chi²(df=2)
D1,Dataset 1,71,Poisson,ZIP--ZINB,-99222.81096907853,-44527.01734594165,109391.58724627378,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,71,NB,ZIP--ZINB,-46437.86615940447,-44527.01734594165,3821.697626925641,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,71,P+NB,ZIP--ZINB,-45141.3116990741,-44527.01734594165,1228.588706264898,nan,2,4.291528281179131e-268,True,chi-bar² heuristic; k=2
D1,Dataset 1,71,ZIP,ZIP--ZINB,-71161.80593719431,-44527.01734594165,53269.57718250532,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,71,ZINB,ZIP--ZINB,-45704.67206062932,-44527.01734594165,2355.3094293753384,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,71,Z+P+NB,ZIP--ZINB,-44592.5194182993,-44527.01734594165,131.0041447153053,2,0,3.571177377983395e-29,True,chi²(df=2)
D1,Dataset 1,73,Poisson,ZIP--ZINB,-97915.50927428842,-44527.1861059549,106776.64633666704,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,73,NB,ZIP--ZINB,-46495.99491834087,-44527.1861059549,3937.6176247719413,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,73,P+NB,ZIP--ZINB,-45158.31283225647,-44527.1861059549,1262.2534526031523,nan,2,2.0996738234160642e-275,True,chi-bar² heuristic; k=2
D1,Dataset 1,73,ZIP,ZIP--ZINB,-70122.77574334545,-44527.1861059549,51191.17927478111,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,73,ZINB,ZIP--ZINB,-45727.843618037834,-44527.1861059549,2401.315024165873,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,73,Z+P+NB,ZIP--ZINB,-44591.37237827387,-44527.1861059549,128.37254463793943,2,0,1.3312392626972785e-28,True,chi²(df=2)
D1,Dataset 1,72,Poisson,ZIP--ZINB,-98421.1887591918,-44407.36792929987,108027.64165978387,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,72,NB,ZIP--ZINB,-46337.3266094999,-44407.36792929987,3859.9173604000534,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,72,P+NB,ZIP--ZINB,-44973.0829769673,-44407.36792929987,1131.4300953348575,nan,2,5.3842945934502375e-247,True,chi-bar² heuristic; k=2
D1,Dataset 1,72,ZIP,ZIP--ZINB,-71337.5716298773,-44407.36792929987,53860.407401154866,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,72,ZINB,ZIP--ZINB,-45666.48172068147,-44407.36792929987,2518.2275827631966,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,72,Z+P+NB,ZIP--ZINB,-44474.60215095405,-44407.36792929987,134.4684433083603,2,0,6.317547857524469e-30,True,chi²(df=2)
D1,Dataset 1,74,Poisson,ZIP--ZINB,-98909.05838341241,-44558.80085132537,108700.51506417408,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,74,NB,ZIP--ZINB,-46444.52152507077,-44558.80085132537,3771.4413474907924,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,74,P+NB,ZIP--ZINB,-45189.69593837744,-44558.80085132537,1261.7901741041278,nan,2,2.6470058465275354e-275,True,chi-bar² heuristic; k=2
D1,Dataset 1,74,ZIP,ZIP--ZINB,-71499.90525733383,-44558.80085132537,53882.20881201691,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,74,ZINB,ZIP--ZINB,-45726.683499443425,-44558.80085132537,2335.7652962361026,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,74,Z+P+NB,ZIP--ZINB,-44613.91533770223,-44558.80085132537,110.2289727537136,2,0,1.1589980188565555e-24,True,chi²(df=2)
D1,Dataset 1,75,Poisson,ZIP--ZINB,-100919.14141900132,-44891.51551783744,112055.25180232775,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,75,NB,ZIP--ZINB,-46937.94174616941,-44891.51551783744,4092.852456663939,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,75,P+NB,ZIP--ZINB,-45528.946711027114,-44891.51551783744,1274.8623863793473,nan,2,3.83764069704112e-278,True,chi-bar² heuristic; k=2
D1,Dataset 1,75,ZIP,ZIP--ZINB,-72888.4810273018,-44891.51551783744,55993.931018928706,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,75,ZINB,ZIP--ZINB,-46156.33524267454,-44891.51551783744,2529.6394496741996,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,75,Z+P+NB,ZIP--ZINB,-44951.87988672725,-44891.51551783744,120.7287377796165,2,0,6.082578010724744e-27,True,chi²(df=2)
D1,Dataset 1,77,Poisson,ZIP--ZINB,-97180.8129577355,-44726.778553869764,104908.06880773147,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,77,NB,ZIP--ZINB,-46694.45423684125,-44726.778553869764,3935.3513659429736,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,77,P+NB,ZIP--ZINB,-45334.24735971026,-44726.778553869764,1214.9376116809872,nan,2,3.953804410532419e-265,True,chi-bar² heuristic; k=2
D1,Dataset 1,77,ZIP,ZIP--ZINB,-70458.16306958899,-44726.778553869764,51462.76903143845,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,77,ZINB,ZIP--ZINB,-45950.40590582355,-44726.778553869764,2447.2547039075725,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,77,Z+P+NB,ZIP--ZINB,-44794.49442529861,-44726.778553869764,135.43174285769055,2,0,3.9027497194760335e-30,True,chi²(df=2)
D1,Dataset 1,76,Poisson,ZIP--ZINB,-100940.65939850135,-45056.20442374321,111768.90994951627,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,76,NB,ZIP--ZINB,-46999.281260338495,-45056.20442374321,3886.1536731905653,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,76,P+NB,ZIP--ZINB,-45698.61583629722,-45056.20442374321,1284.8228251080145,nan,2,2.637002397997558e-280,True,chi-bar² heuristic; k=2
D1,Dataset 1,76,ZIP,ZIP--ZINB,-72528.85919114327,-45056.20442374321,54945.30953480012,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,76,ZINB,ZIP--ZINB,-46277.47475731374,-45056.20442374321,2442.54066714106,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,76,Z+P+NB,ZIP--ZINB,-45136.781775184165,-45056.20442374321,161.1547028819041,2,0,1.0132133486880746e-35,True,chi²(df=2)
D1,Dataset 1,78,Poisson,ZIP--ZINB,-97221.14095378068,-44342.36792775939,105757.54605204257,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,78,NB,ZIP--ZINB,-46354.52053451385,-44342.36792775939,4024.3052135089238,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,78,P+NB,ZIP--ZINB,-44991.46625250844,-44342.36792775939,1298.1966494981025,nan,2,3.287956570187378e-283,True,chi-bar² heuristic; k=2
D1,Dataset 1,78,ZIP,ZIP--ZINB,-70084.9719868887,-44342.36792775939,51485.208118258626,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,78,ZINB,ZIP--ZINB,-45568.893607777165,-44342.36792775939,2453.051360035548,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,78,Z+P+NB,ZIP--ZINB,-44416.964050415234,-44342.36792775939,149.19224531168584,2,0,4.0115809398452464e-33,True,chi²(df=2)
D1,Dataset 1,79,Poisson,ZIP--ZINB,-99985.39366788379,-44474.39629339573,111021.99474897613,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,79,NB,ZIP--ZINB,-46567.2124630757,-44474.39629339573,4185.632339359945,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,79,P+NB,ZIP--ZINB,-45084.15238426847,-44474.39629339573,1219.5121817454783,nan,2,4.0144338478288226e-266,True,chi-bar² heuristic; k=2
D1,Dataset 1,79,ZIP,ZIP--ZINB,-72004.24000528405,-44474.39629339573,55059.687423776646,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,79,ZINB,ZIP--ZINB,-45835.42030596502,-44474.39629339573,2722.0480251385743,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,79,Z+P+NB,ZIP--ZINB,-44553.38275301959,-44474.39629339573,157.97291924772435,2,0,4.972976881555544e-35,True,chi²(df=2)
D1,Dataset 1,80,Poisson,ZIP--ZINB,-100435.09387982187,-44875.31850935522,111119.55074093331,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,80,NB,ZIP--ZINB,-46893.13235505199,-44875.31850935522,4035.6276913935435,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,80,P+NB,ZIP--ZINB,-45511.12567525411,-44875.31850935522,1271.614331797784,nan,2,1.9471260174436038e-277,True,chi-bar² heuristic; k=2
D1,Dataset 1,80,ZIP,ZIP--ZINB,-72421.98327251559,-44875.31850935522,55093.32952632074,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,80,ZINB,ZIP--ZINB,-46160.24682959514,-44875.31850935522,2569.8566404798476,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,80,Z+P+NB,ZIP--ZINB,-44948.518340974086,-44875.31850935522,146.39966323773842,2,0,1.6207538117933857e-32,True,chi²(df=2)
D1,Dataset 1,82,Poisson,ZIP--ZINB,-95679.53699804124,-44222.609962578324,102913.85407092582,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,82,NB,ZIP--ZINB,-46222.452263094325,-44222.609962578324,3999.6846010320005,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,82,P+NB,ZIP--ZINB,-44883.83612820552,-44222.609962578324,1322.4523312543897,nan,2,1.777061074644661e-288,True,chi-bar² heuristic; k=2
D1,Dataset 1,82,ZIP,ZIP--ZINB,-68875.9063286571,-44222.609962578324,49306.59273215756,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,82,ZINB,ZIP--ZINB,-45424.092680936046,-44222.609962578324,2402.9654367154435,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,82,Z+P+NB,ZIP--ZINB,-44298.88044631272,-44222.609962578324,152.54096746879804,2,0,7.518821628898597e-34,True,chi²(df=2)
D1,Dataset 1,83,Poisson,ZIP--ZINB,-96379.50278863365,-44569.55458491209,103619.89640744311,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,83,NB,ZIP--ZINB,-46577.85794058582,-44569.55458491209,4016.6067113474564,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,83,P+NB,ZIP--ZINB,-45269.169169956906,-44569.55458491209,1399.2291700896312,nan,2,3.7784745452289647e-305,True,chi-bar² heuristic; k=2
D1,Dataset 1,83,ZIP,ZIP--ZINB,-69523.01692498161,-44569.55458491209,49906.92468013904,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,83,ZINB,ZIP--ZINB,-45730.15222608103,-44569.55458491209,2321.1952823378815,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,83,Z+P+NB,ZIP--ZINB,-44626.320751218664,-44569.55458491209,113.53233261314745,2,0,2.222118495886766e-25,True,chi²(df=2)
D1,Dataset 1,81,Poisson,ZIP--ZINB,-97561.92455488467,-44515.00898764405,106093.83113448124,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,81,NB,ZIP--ZINB,-46389.51777172448,-44515.00898764405,3749.017568160867,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,81,P+NB,ZIP--ZINB,-45113.59351415468,-44515.00898764405,1197.1690530212654,nan,2,2.8546237640709045e-261,True,chi-bar² heuristic; k=2
D1,Dataset 1,81,ZIP,ZIP--ZINB,-70373.34388451061,-44515.00898764405,51716.669793733134,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,81,ZINB,ZIP--ZINB,-45657.104324954984,-44515.00898764405,2284.1906746218738,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,81,Z+P+NB,ZIP--ZINB,-44571.82620815818,-44515.00898764405,113.63444102826179,2,0,2.1115173467371363e-25,True,chi²(df=2)
D1,Dataset 1,86,Poisson,ZIP--ZINB,-98559.11369596129,-44728.81857664014,107660.59023864231,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,86,NB,ZIP--ZINB,-46763.238178675645,-44728.81857664014,4068.839204071017,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,86,P+NB,ZIP--ZINB,-45385.05388495121,-44728.81857664014,1312.470616622144,nan,2,2.613805555361342e-286,True,chi-bar² heuristic; k=2
D1,Dataset 1,86,ZIP,ZIP--ZINB,-71094.80160051884,-44728.81857664014,52731.96604775741,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,86,ZINB,ZIP--ZINB,-45993.45827217851,-44728.81857664014,2529.2793910767505,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,86,Z+P+NB,ZIP--ZINB,-44794.35113396625,-44728.81857664014,131.06511465222866,2,0,3.4639528206856593e-29,True,chi²(df=2)
D1,Dataset 1,84,Poisson,ZIP--ZINB,-97706.92395066409,-44346.503605132144,106720.84069106389,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,84,NB,ZIP--ZINB,-46380.16702301916,-44346.503605132144,4067.3268357740308,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,84,P+NB,ZIP--ZINB,-45060.75323625823,-44346.503605132144,1428.4992622521677,nan,2,1.596858775089e-311,True,chi-bar² heuristic; k=2
D1,Dataset 1,84,ZIP,ZIP--ZINB,-70030.55205509672,-44346.503605132144,51368.09689992915,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,84,ZINB,ZIP--ZINB,-45567.11989093998,-44346.503605132144,2441.2325716156774,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,84,Z+P+NB,ZIP--ZINB,-44449.19319333976,-44346.503605132144,205.37917641522654,2,0,2.5262625994079458e-45,True,chi²(df=2)
D1,Dataset 1,85,Poisson,ZIP--ZINB,-97073.46225173215,-44036.38645428223,106074.15159489986,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,85,NB,ZIP--ZINB,-46106.84828638469,-44036.38645428223,4140.923664204922,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,85,P+NB,ZIP--ZINB,-44666.129202618315,-44036.38645428223,1259.485496672176,nan,2,8.37965774955928e-275,True,chi-bar² heuristic; k=2
D1,Dataset 1,85,ZIP,ZIP--ZINB,-70015.3292875048,-44036.38645428223,51957.88566644516,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,85,ZINB,ZIP--ZINB,-45331.680721073055,-44036.38645428223,2590.5885335816565,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,85,Z+P+NB,ZIP--ZINB,-44100.41936931528,-44036.38645428223,128.06583006610163,2,0,1.5518807318642732e-28,True,chi²(df=2)
D1,Dataset 1,87,Poisson,ZIP--ZINB,-96717.21102762857,-44326.390716848815,104781.6406215595,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,87,NB,ZIP--ZINB,-46245.999231897906,-44326.390716848815,3839.2170300981816,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,87,P+NB,ZIP--ZINB,-44965.07577586187,-44326.390716848815,1277.3701180261123,nan,2,1.095214280811271e-278,True,chi-bar² heuristic; k=2
