Scenario,Dataset,Rep,Coefficient,CoefficientLatex,true,estimate
D3,Dataset 3,41,gamma_z[1],$\gamma_{11}$,2.0,1.905390705162112
D3,Dataset 3,41,beta_nb[0],$\beta_{20}$,8.0,8.462486236801544
D3,Dataset 3,41,beta_nb[1],$\beta_{21}$,2.5,2.1363744582979414
D3,Dataset 3,41,gamma_nb[0],$\gamma_{20}$,-2.5,-2.7735239358716175
D3,Dataset 3,41,gamma_nb[1],$\gamma_{21}$,2.5,2.5654582627252314
D3,Dataset 3,35,beta_z[0],$\beta_{10}$,6.6,6.539870017849131
D3,Dataset 3,35,beta_z[1],$\beta_{11}$,-2.1,-2.0719198967978154
D3,Dataset 3,35,gamma_z[0],$\gamma_{10}$,-2.5,-2.4052284560558617
D3,Dataset 3,35,gamma_z[1],$\gamma_{11}$,2.0,1.9713384650721297
D3,Dataset 3,35,beta_nb[0],$\beta_{20}$,8.0,8.017217730806934
D3,Dataset 3,35,beta_nb[1],$\beta_{21}$,2.5,2.6849901832538867
D3,Dataset 3,35,gamma_nb[0],$\gamma_{20}$,-2.5,-2.4390316836889188
D3,Dataset 3,35,gamma_nb[1],$\gamma_{21}$,2.5,2.468971152436096
D3,Dataset 3,37,beta_z[0],$\beta_{10}$,6.6,6.614731276676226
D3,Dataset 3,37,beta_z[1],$\beta_{11}$,-2.1,-2.1211925584744713
D3,Dataset 3,37,gamma_z[0],$\gamma_{10}$,-2.5,-2.4985404656749717
D3,Dataset 3,37,gamma_z[1],$\gamma_{11}$,2.0,2.0031433989672194
D3,Dataset 3,37,beta_nb[0],$\beta_{20}$,8.0,8.106561014046344
D3,Dataset 3,37,beta_nb[1],$\beta_{21}$,2.5,2.175764790422885
D3,Dataset 3,37,gamma_nb[0],$\gamma_{20}$,-2.5,-2.5657914872750593
D3,Dataset 3,37,gamma_nb[1],$\gamma_{21}$,2.5,2.519483928902978
D3,Dataset 3,44,beta_z[0],$\beta_{10}$,6.6,6.652674868502575
D3,Dataset 3,44,beta_z[1],$\beta_{11}$,-2.1,-2.177097508454356
D3,Dataset 3,44,gamma_z[0],$\gamma_{10}$,-2.5,-2.268697869414171
D3,Dataset 3,44,gamma_z[1],$\gamma_{11}$,2.0,1.9253756979772347
D3,Dataset 3,44,beta_nb[0],$\beta_{20}$,8.0,8.212386748796021
D3,Dataset 3,44,beta_nb[1],$\beta_{21}$,2.5,2.102241256983027
D3,Dataset 3,44,gamma_nb[0],$\gamma_{20}$,-2.5,-2.618232650833827
D3,Dataset 3,44,gamma_nb[1],$\gamma_{21}$,2.5,2.5181323958090953
D3,Dataset 3,42,beta_z[0],$\beta_{10}$,6.6,6.754635879688742
D3,Dataset 3,42,beta_z[1],$\beta_{11}$,-2.1,-2.1691958538041622
D3,Dataset 3,42,gamma_z[0],$\gamma_{10}$,-2.5,-2.5199304347232228
D3,Dataset 3,42,gamma_z[1],$\gamma_{11}$,2.0,2.0196880586601504
D3,Dataset 3,42,beta_nb[0],$\beta_{20}$,8.0,7.848555508913211
D3,Dataset 3,42,beta_nb[1],$\beta_{21}$,2.5,2.3326504494524074
D3,Dataset 3,42,gamma_nb[0],$\gamma_{20}$,-2.5,-2.6353112300595245
D3,Dataset 3,42,gamma_nb[1],$\gamma_{21}$,2.5,2.5644830718475577
D3,Dataset 3,43,beta_z[0],$\beta_{10}$,6.6,6.522769461880648
D3,Dataset 3,43,beta_z[1],$\beta_{11}$,-2.1,-2.0938159079728957
D3,Dataset 3,43,gamma_z[0],$\gamma_{10}$,-2.5,-2.09814922347906
D3,Dataset 3,43,gamma_z[1],$\gamma_{11}$,2.0,1.8201561716582626
D3,Dataset 3,43,beta_nb[0],$\beta_{20}$,8.0,8.109848435812008
D3,Dataset 3,43,beta_nb[1],$\beta_{21}$,2.5,2.2817208364518144
D3,Dataset 3,43,gamma_nb[0],$\gamma_{20}$,-2.5,-2.9054505072676493
D3,Dataset 3,43,gamma_nb[1],$\gamma_{21}$,2.5,2.6914737880596022
D3,Dataset 3,45,beta_z[0],$\beta_{10}$,6.6,6.583067687420488
D3,Dataset 3,45,beta_z[1],$\beta_{11}$,-2.1,-2.0519222720336603
D3,Dataset 3,45,gamma_z[0],$\gamma_{10}$,-2.5,-2.1792284113240052
D3,Dataset 3,45,gamma_z[1],$\gamma_{11}$,2.0,1.8675091759277527
D3,Dataset 3,45,beta_nb[0],$\beta_{20}$,8.0,7.854502855090502
D3,Dataset 3,45,beta_nb[1],$\beta_{21}$,2.5,2.8334403274202433
D3,Dataset 3,45,gamma_nb[0],$\gamma_{20}$,-2.5,-2.691602061550814
D3,Dataset 3,45,gamma_nb[1],$\gamma_{21}$,2.5,2.61672590924179
D3,Dataset 3,46,beta_z[0],$\beta_{10}$,6.6,6.2529292842033675
D3,Dataset 3,46,beta_z[1],$\beta_{11}$,-2.1,-1.951074734215207
D3,Dataset 3,46,gamma_z[0],$\gamma_{10}$,-2.5,-2.153974655953415
D3,Dataset 3,46,gamma_z[1],$\gamma_{11}$,2.0,1.82400997887107
D3,Dataset 3,46,beta_nb[0],$\beta_{20}$,8.0,8.515278127492868
D3,Dataset 3,46,beta_nb[1],$\beta_{21}$,2.5,2.1774660012777325
D3,Dataset 3,46,gamma_nb[0],$\gamma_{20}$,-2.5,-2.6204755199511216
D3,Dataset 3,46,gamma_nb[1],$\gamma_{21}$,2.5,2.561646782176768
D3,Dataset 3,52,beta_z[0],$\beta_{10}$,6.6,6.621612560907145
D3,Dataset 3,52,beta_z[1],$\beta_{11}$,-2.1,-2.1001313014536924
D3,Dataset 3,52,gamma_z[0],$\gamma_{10}$,-2.5,-2.7870756891505932
D3,Dataset 3,52,gamma_z[1],$\gamma_{11}$,2.0,2.1279944990947928
D3,Dataset 3,52,beta_nb[0],$\beta_{20}$,8.0,7.883843061058682
D3,Dataset 3,52,beta_nb[1],$\beta_{21}$,2.5,2.5574276807452656
D3,Dataset 3,52,gamma_nb[0],$\gamma_{20}$,-2.5,-2.4071060361572463
D3,Dataset 3,52,gamma_nb[1],$\gamma_{21}$,2.5,2.474467321058902
D3,Dataset 3,48,beta_z[0],$\beta_{10}$,6.6,6.556717859347872
D3,Dataset 3,48,beta_z[1],$\beta_{11}$,-2.1,-2.10573657976563
D3,Dataset 3,48,gamma_z[0],$\gamma_{10}$,-2.5,-2.5812895833316625
D3,Dataset 3,48,gamma_z[1],$\gamma_{11}$,2.0,1.9977861532481795
D3,Dataset 3,48,beta_nb[0],$\beta_{20}$,8.0,7.981989113951487
D3,Dataset 3,48,beta_nb[1],$\beta_{21}$,2.5,2.5305209427517625
D3,Dataset 3,48,gamma_nb[0],$\gamma_{20}$,-2.5,-2.392946241908535
D3,Dataset 3,48,gamma_nb[1],$\gamma_{21}$,2.5,2.4695235608707016
D3,Dataset 3,47,beta_z[0],$\beta_{10}$,6.6,6.645169823267676
D3,Dataset 3,47,beta_z[1],$\beta_{11}$,-2.1,-2.057711451870263
D3,Dataset 3,47,gamma_z[0],$\gamma_{10}$,-2.5,-2.728754359114017
D3,Dataset 3,47,gamma_z[1],$\gamma_{11}$,2.0,2.07055608422527
D3,Dataset 3,47,beta_nb[0],$\beta_{20}$,8.0,7.648538309463611
D3,Dataset 3,47,beta_nb[1],$\beta_{21}$,2.5,3.3083498889506515
D3,Dataset 3,47,gamma_nb[0],$\gamma_{20}$,-2.5,-2.3628229507436345
D3,Dataset 3,47,gamma_nb[1],$\gamma_{21}$,2.5,2.4697307474896264
D3,Dataset 3,49,beta_z[0],$\beta_{10}$,6.6,6.734781463522275
D3,Dataset 3,49,beta_z[1],$\beta_{11}$,-2.1,-2.1660674597787786
D3,Dataset 3,49,gamma_z[0],$\gamma_{10}$,-2.5,-2.1102083143606634
D3,Dataset 3,49,gamma_z[1],$\gamma_{11}$,2.0,1.856010802995118
D3,Dataset 3,49,beta_nb[0],$\beta_{20}$,8.0,8.014819107405565
D3,Dataset 3,49,beta_nb[1],$\beta_{21}$,2.5,2.2283435130274665
D3,Dataset 3,49,gamma_nb[0],$\gamma_{20}$,-2.5,-2.780221412074378
D3,Dataset 3,49,gamma_nb[1],$\gamma_{21}$,2.5,2.5844406461996092
D3,Dataset 3,50,beta_z[0],$\beta_{10}$,6.6,6.635634162902484
D3,Dataset 3,50,beta_z[1],$\beta_{11}$,-2.1,-2.180150048817608
D3,Dataset 3,50,gamma_z[0],$\gamma_{10}$,-2.5,-2.5885501232434174
D3,Dataset 3,50,gamma_z[1],$\gamma_{11}$,2.0,2.003783331393654
D3,Dataset 3,50,beta_nb[0],$\beta_{20}$,8.0,7.5432821130700916
D3,Dataset 3,50,beta_nb[1],$\beta_{21}$,2.5,2.9380170722901866
D3,Dataset 3,50,gamma_nb[0],$\gamma_{20}$,-2.5,-2.4785218092840693
D3,Dataset 3,50,gamma_nb[1],$\gamma_{21}$,2.5,2.5295825765517006
D3,Dataset 3,56,beta_z[0],$\beta_{10}$,6.6,6.816486633751138
D3,Dataset 3,56,beta_z[1],$\beta_{11}$,-2.1,-2.1831474592673037
D3,Dataset 3,56,gamma_z[0],$\gamma_{10}$,-2.5,-2.991056701487316
D3,Dataset 3,56,gamma_z[1],$\gamma_{11}$,2.0,2.1792300945309746
D3,Dataset 3,56,beta_nb[0],$\beta_{20}$,8.0,8.157885400154141
D3,Dataset 3,56,beta_nb[1],$\beta_{21}$,2.5,2.323975589653568
D3,Dataset 3,56,gamma_nb[0],$\gamma_{20}$,-2.5,-2.3740259403038326
D3,Dataset 3,56,gamma_nb[1],$\gamma_{21}$,2.5,2.4879392635629016
D3,Dataset 3,54,beta_z[0],$\beta_{10}$,6.6,6.605820088048548
D3,Dataset 3,54,beta_z[1],$\beta_{11}$,-2.1,-2.1490420581066
D3,Dataset 3,54,gamma_z[0],$\gamma_{10}$,-2.5,-3.2708346878053214
D3,Dataset 3,54,gamma_z[1],$\gamma_{11}$,2.0,2.3417461806748032
D3,Dataset 3,54,beta_nb[0],$\beta_{20}$,8.0,7.835688547696745
D3,Dataset 3,54,beta_nb[1],$\beta_{21}$,2.5,2.7194831179317323
D3,Dataset 3,54,gamma_nb[0],$\gamma_{20}$,-2.5,-2.3084354024437244
D3,Dataset 3,54,gamma_nb[1],$\gamma_{21}$,2.5,2.450796573768563
D3,Dataset 3,58,beta_z[0],$\beta_{10}$,6.6,6.758089892413351
D3,Dataset 3,58,beta_z[1],$\beta_{11}$,-2.1,-2.1914916610489037
D3,Dataset 3,58,gamma_z[0],$\gamma_{10}$,-2.5,-2.4936835649880678
D3,Dataset 3,58,gamma_z[1],$\gamma_{11}$,2.0,2.0901078646537736
D3,Dataset 3,58,beta_nb[0],$\beta_{20}$,8.0,8.288387588954805
D3,Dataset 3,58,beta_nb[1],$\beta_{21}$,2.5,1.4898962807093976
D3,Dataset 3,58,gamma_nb[0],$\gamma_{20}$,-2.5,-2.546962054946586
D3,Dataset 3,58,gamma_nb[1],$\gamma_{21}$,2.5,2.4315525952282453
D3,Dataset 3,57,beta_z[0],$\beta_{10}$,6.6,6.656827357733799
D3,Dataset 3,57,beta_z[1],$\beta_{11}$,-2.1,-2.106490726497676
D3,Dataset 3,57,gamma_z[0],$\gamma_{10}$,-2.5,-2.6418492580932367
D3,Dataset 3,57,gamma_z[1],$\gamma_{11}$,2.0,2.075157164855151
D3,Dataset 3,57,beta_nb[0],$\beta_{20}$,8.0,7.820216368981852
D3,Dataset 3,57,beta_nb[1],$\beta_{21}$,2.5,3.2462334103456896
D3,Dataset 3,57,gamma_nb[0],$\gamma_{20}$,-2.5,-2.3708737904692456
D3,Dataset 3,57,gamma_nb[1],$\gamma_{21}$,2.5,2.4535665715372907
D3,Dataset 3,53,beta_z[0],$\beta_{10}$,6.6,6.775329756517284
D3,Dataset 3,53,beta_z[1],$\beta_{11}$,-2.1,-2.2232059151796206
D3,Dataset 3,53,gamma_z[0],$\gamma_{10}$,-2.5,-2.628304042195204
D3,Dataset 3,53,gamma_z[1],$\gamma_{11}$,2.0,2.0851462376628978
D3,Dataset 3,53,beta_nb[0],$\beta_{20}$,8.0,7.950186309267252
D3,Dataset 3,53,beta_nb[1],$\beta_{21}$,2.5,2.9742837485661666
D3,Dataset 3,53,gamma_nb[0],$\gamma_{20}$,-2.5,-2.4261775497801024
D3,Dataset 3,53,gamma_nb[1],$\gamma_{21}$,2.5,2.4745882674786506
D3,Dataset 3,55,beta_z[0],$\beta_{10}$,6.6,6.31382657346597
D3,Dataset 3,55,beta_z[1],$\beta_{11}$,-2.1,-1.8699712912852766
D3,Dataset 3,55,gamma_z[0],$\gamma_{10}$,-2.5,-2.0734173190437404
D3,Dataset 3,55,gamma_z[1],$\gamma_{11}$,2.0,1.867534239374802
D3,Dataset 3,55,beta_nb[0],$\beta_{20}$,8.0,9.062964130074363
D3,Dataset 3,55,beta_nb[1],$\beta_{21}$,2.5,1.183405031513333
D3,Dataset 3,55,gamma_nb[0],$\gamma_{20}$,-2.5,-2.8792257820284033
D3,Dataset 3,55,gamma_nb[1],$\gamma_{21}$,2.5,2.6356139432954286
D3,Dataset 3,51,beta_z[0],$\beta_{10}$,6.6,6.515980121341994
D3,Dataset 3,51,beta_z[1],$\beta_{11}$,-2.1,-2.096899827004858
D3,Dataset 3,51,gamma_z[0],$\gamma_{10}$,-2.5,-2.1657153429153064
D3,Dataset 3,51,gamma_z[1],$\gamma_{11}$,2.0,1.8303725112541824
D3,Dataset 3,51,beta_nb[0],$\beta_{20}$,8.0,8.53719530612581
D3,Dataset 3,51,beta_nb[1],$\beta_{21}$,2.5,2.2658925630011013
D3,Dataset 3,51,gamma_nb[0],$\gamma_{20}$,-2.5,-2.502418434290059
D3,Dataset 3,51,gamma_nb[1],$\gamma_{21}$,2.5,2.4774137184353315
D3,Dataset 3,59,beta_z[0],$\beta_{10}$,6.6,6.527483471627334
D3,Dataset 3,59,beta_z[1],$\beta_{11}$,-2.1,-2.126132165515237
D3,Dataset 3,59,gamma_z[0],$\gamma_{10}$,-2.5,-2.1150446114977757
D3,Dataset 3,59,gamma_z[1],$\gamma_{11}$,2.0,1.7611307478354778
D3,Dataset 3,59,beta_nb[0],$\beta_{20}$,8.0,7.975915721157354
D3,Dataset 3,59,beta_nb[1],$\beta_{21}$,2.5,2.861574637744505
D3,Dataset 3,59,gamma_nb[0],$\gamma_{20}$,-2.5,-2.6704253678303833
D3,Dataset 3,59,gamma_nb[1],$\gamma_{21}$,2.5,2.605653636563413
D3,Dataset 3,60,beta_z[0],$\beta_{10}$,6.6,6.515863685249191
D3,Dataset 3,60,beta_z[1],$\beta_{11}$,-2.1,-2.0682242236269848
D3,Dataset 3,60,gamma_z[0],$\gamma_{10}$,-2.5,-2.337045002342563
D3,Dataset 3,60,gamma_z[1],$\gamma_{11}$,2.0,2.004377433712648
D3,Dataset 3,60,beta_nb[0],$\beta_{20}$,8.0,7.559177763252978
D3,Dataset 3,60,beta_nb[1],$\beta_{21}$,2.5,2.9283561322307925
D3,Dataset 3,60,gamma_nb[0],$\gamma_{20}$,-2.5,-2.65079997349301
D3,Dataset 3,60,gamma_nb[1],$\gamma_{21}$,2.5,2.525115511075023
D3,Dataset 3,63,beta_z[0],$\beta_{10}$,6.6,6.568834902058388
D3,Dataset 3,63,beta_z[1],$\beta_{11}$,-2.1,-2.0242908577442376
D3,Dataset 3,63,gamma_z[0],$\gamma_{10}$,-2.5,-2.953328118208366
D3,Dataset 3,63,gamma_z[1],$\gamma_{11}$,2.0,2.22980006233363
D3,Dataset 3,63,beta_nb[0],$\beta_{20}$,8.0,8.252363090069935
D3,Dataset 3,63,beta_nb[1],$\beta_{21}$,2.5,1.9194703983297035
D3,Dataset 3,63,gamma_nb[0],$\gamma_{20}$,-2.5,-2.4227407386295923
D3,Dataset 3,63,gamma_nb[1],$\gamma_{21}$,2.5,2.4316506060357335
D3,Dataset 3,62,beta_z[0],$\beta_{10}$,6.6,6.640459497626091
D3,Dataset 3,62,beta_z[1],$\beta_{11}$,-2.1,-2.191625515473713
D3,Dataset 3,62,gamma_z[0],$\gamma_{10}$,-2.5,-2.448199734540199
D3,Dataset 3,62,gamma_z[1],$\gamma_{11}$,2.0,1.9945014824871055
D3,Dataset 3,62,beta_nb[0],$\beta_{20}$,8.0,8.215071533616639
D3,Dataset 3,62,beta_nb[1],$\beta_{21}$,2.5,1.9802060092245086
D3,Dataset 3,62,gamma_nb[0],$\gamma_{20}$,-2.5,-2.451084576843631
D3,Dataset 3,62,gamma_nb[1],$\gamma_{21}$,2.5,2.433617140936866
D3,Dataset 3,64,beta_z[0],$\beta_{10}$,6.6,6.758458261093286
D3,Dataset 3,64,beta_z[1],$\beta_{11}$,-2.1,-2.2053931282481907
D3,Dataset 3,64,gamma_z[0],$\gamma_{10}$,-2.5,-2.1760617628327554
D3,Dataset 3,64,gamma_z[1],$\gamma_{11}$,2.0,1.8671588806672028
D3,Dataset 3,64,beta_nb[0],$\beta_{20}$,8.0,7.762172265261299
D3,Dataset 3,64,beta_nb[1],$\beta_{21}$,2.5,2.8059819013302265
D3,Dataset 3,64,gamma_nb[0],$\gamma_{20}$,-2.5,-2.7769889964870527
D3,Dataset 3,64,gamma_nb[1],$\gamma_{21}$,2.5,2.561522829474451
D3,Dataset 3,65,beta_z[0],$\beta_{10}$,6.6,6.3842241079889295
D3,Dataset 3,65,beta_z[1],$\beta_{11}$,-2.1,-1.9825863275044973
D3,Dataset 3,65,gamma_z[0],$\gamma_{10}$,-2.5,-2.5795351783261404
D3,Dataset 3,65,gamma_z[1],$\gamma_{11}$,2.0,2.036289060643836
D3,Dataset 3,65,beta_nb[0],$\beta_{20}$,8.0,8.459592918296105
D3,Dataset 3,65,beta_nb[1],$\beta_{21}$,2.5,2.4152052044443586
D3,Dataset 3,65,gamma_nb[0],$\gamma_{20}$,-2.5,-2.451703198617781
D3,Dataset 3,65,gamma_nb[1],$\gamma_{21}$,2.5,2.5467155040685627
D3,Dataset 3,67,beta_z[0],$\beta_{10}$,6.6,6.534160589575555
D3,Dataset 3,67,beta_z[1],$\beta_{11}$,-2.1,-2.059608122112882
D3,Dataset 3,67,gamma_z[0],$\gamma_{10}$,-2.5,-2.9415017286485052
D3,Dataset 3,67,gamma_z[1],$\gamma_{11}$,2.0,2.105592579728332
D3,Dataset 3,67,beta_nb[0],$\beta_{20}$,8.0,7.924111596198233
D3,Dataset 3,67,beta_nb[1],$\beta_{21}$,2.5,2.6358163326246116
D3,Dataset 3,67,gamma_nb[0],$\gamma_{20}$,-2.5,-2.2990538531001175
D3,Dataset 3,67,gamma_nb[1],$\gamma_{21}$,2.5,2.5050389940542166
D3,Dataset 3,72,beta_z[0],$\beta_{10}$,6.6,6.535883826589257
D3,Dataset 3,72,beta_z[1],$\beta_{11}$,-2.1,-2.0842430076994
D3,Dataset 3,72,gamma_z[0],$\gamma_{10}$,-2.5,-2.5006104273996796
D3,Dataset 3,72,gamma_z[1],$\gamma_{11}$,2.0,1.9586959610434027
D3,Dataset 3,72,beta_nb[0],$\beta_{20}$,8.0,7.9219981964596755
D3,Dataset 3,72,beta_nb[1],$\beta_{21}$,2.5,3.2940535628759484
D3,Dataset 3,72,gamma_nb[0],$\gamma_{20}$,-2.5,-2.510385111832736
D3,Dataset 3,72,gamma_nb[1],$\gamma_{21}$,2.5,2.555219396006014
D3,Dataset 3,66,beta_z[0],$\beta_{10}$,6.6,6.828986128320419
D3,Dataset 3,66,beta_z[1],$\beta_{11}$,-2.1,-2.2197132573967115
D3,Dataset 3,66,gamma_z[0],$\gamma_{10}$,-2.5,-2.185489759464697
D3,Dataset 3,66,gamma_z[1],$\gamma_{11}$,2.0,1.861220551897229
D3,Dataset 3,66,beta_nb[0],$\beta_{20}$,8.0,7.540303749961207
D3,Dataset 3,66,beta_nb[1],$\beta_{21}$,2.5,2.2012141718811487
D3,Dataset 3,66,gamma_nb[0],$\gamma_{20}$,-2.5,-2.8130330771703154
D3,Dataset 3,66,gamma_nb[1],$\gamma_{21}$,2.5,2.635083049074491
D3,Dataset 3,69,beta_z[0],$\beta_{10}$,6.6,6.699751393262721
D3,Dataset 3,69,beta_z[1],$\beta_{11}$,-2.1,-2.170895169066488
D3,Dataset 3,69,gamma_z[0],$\gamma_{10}$,-2.5,-2.5822415204420266
D3,Dataset 3,69,gamma_z[1],$\gamma_{11}$,2.0,2.0313065767608807
D3,Dataset 3,69,beta_nb[0],$\beta_{20}$,8.0,8.353068583452531
D3,Dataset 3,69,beta_nb[1],$\beta_{21}$,2.5,2.1517664843519526
D3,Dataset 3,69,gamma_nb[0],$\gamma_{20}$,-2.5,-2.4739313060963712
D3,Dataset 3,69,gamma_nb[1],$\gamma_{21}$,2.5,2.5409129567495663
D3,Dataset 3,61,beta_z[0],$\beta_{10}$,6.6,6.84997835223252
D3,Dataset 3,61,beta_z[1],$\beta_{11}$,-2.1,-2.2129092341808287
D3,Dataset 3,61,gamma_z[0],$\gamma_{10}$,-2.5,-2.2694416236329014
D3,Dataset 3,61,gamma_z[1],$\gamma_{11}$,2.0,1.9350895095785017
D3,Dataset 3,61,beta_nb[0],$\beta_{20}$,8.0,7.703262146115002
D3,Dataset 3,61,beta_nb[1],$\beta_{21}$,2.5,2.7031018572916152
D3,Dataset 3,61,gamma_nb[0],$\gamma_{20}$,-2.5,-2.651875123378129
D3,Dataset 3,61,gamma_nb[1],$\gamma_{21}$,2.5,2.5103580052700645
D3,Dataset 3,73,beta_z[0],$\beta_{10}$,6.6,6.50456915566379
D3,Dataset 3,73,beta_z[1],$\beta_{11}$,-2.1,-2.072256264295765
D3,Dataset 3,73,gamma_z[0],$\gamma_{10}$,-2.5,-3.0234678790287544
D3,Dataset 3,73,gamma_z[1],$\gamma_{11}$,2.0,2.2583710718698335
D3,Dataset 3,73,beta_nb[0],$\beta_{20}$,8.0,7.81895828325423
D3,Dataset 3,73,beta_nb[1],$\beta_{21}$,2.5,3.3420827090368643
D3,Dataset 3,73,gamma_nb[0],$\gamma_{20}$,-2.5,-2.2071336647344824
D3,Dataset 3,73,gamma_nb[1],$\gamma_{21}$,2.5,2.392422376140875
D3,Dataset 3,71,beta_z[0],$\beta_{10}$,6.6,6.713081277108338
D3,Dataset 3,71,beta_z[1],$\beta_{11}$,-2.1,-2.159510217674646
D3,Dataset 3,71,gamma_z[0],$\gamma_{10}$,-2.5,-2.1067923055773097
D3,Dataset 3,71,gamma_z[1],$\gamma_{11}$,2.0,1.8501186999061074
D3,Dataset 3,71,beta_nb[0],$\beta_{20}$,8.0,8.161760318402179
D3,Dataset 3,71,beta_nb[1],$\beta_{21}$,2.5,1.9497905851017203
D3,Dataset 3,71,gamma_nb[0],$\gamma_{20}$,-2.5,-2.7034086688238945
D3,Dataset 3,71,gamma_nb[1],$\gamma_{21}$,2.5,2.5438864085996196
D3,Dataset 3,70,beta_z[0],$\beta_{10}$,6.6,6.536533056758973
D3,Dataset 3,70,beta_z[1],$\beta_{11}$,-2.1,-2.0320587977549467
D3,Dataset 3,70,gamma_z[0],$\gamma_{10}$,-2.5,-3.176145410230067
D3,Dataset 3,70,gamma_z[1],$\gamma_{11}$,2.0,2.271269071218032
D3,Dataset 3,70,beta_nb[0],$\beta_{20}$,8.0,8.067365990170522
D3,Dataset 3,70,beta_nb[1],$\beta_{21}$,2.5,2.9725499396507455
D3,Dataset 3,70,gamma_nb[0],$\gamma_{20}$,-2.5,-2.087410608822664
D3,Dataset 3,70,gamma_nb[1],$\gamma_{21}$,2.5,2.354041781822002
D3,Dataset 3,68,beta_z[0],$\beta_{10}$,6.6,6.447253131358877
D3,Dataset 3,68,beta_z[1],$\beta_{11}$,-2.1,-2.021091833709442
D3,Dataset 3,68,gamma_z[0],$\gamma_{10}$,-2.5,-2.266987377098322
D3,Dataset 3,68,gamma_z[1],$\gamma_{11}$,2.0,1.9202188143855365
D3,Dataset 3,68,beta_nb[0],$\beta_{20}$,8.0,8.113647595210233
D3,Dataset 3,68,beta_nb[1],$\beta_{21}$,2.5,2.570558749734281
D3,Dataset 3,68,gamma_nb[0],$\gamma_{20}$,-2.5,-2.510135619574911
D3,Dataset 3,68,gamma_nb[1],$\gamma_{21}$,2.5,2.4700639075964674
D3,Dataset 3,74,beta_z[0],$\beta_{10}$,6.6,6.679984021639449
D3,Dataset 3,74,beta_z[1],$\beta_{11}$,-2.1,-2.160820887244714
D3,Dataset 3,74,gamma_z[0],$\gamma_{10}$,-2.5,-2.8084818957446
D3,Dataset 3,74,gamma_z[1],$\gamma_{11}$,2.0,2.180928805305774
D3,Dataset 3,74,beta_nb[0],$\beta_{20}$,8.0,8.106481725494874
D3,Dataset 3,74,beta_nb[1],$\beta_{21}$,2.5,2.816947046306327
D3,Dataset 3,74,gamma_nb[0],$\gamma_{20}$,-2.5,-2.3248573210691617
D3,Dataset 3,74,gamma_nb[1],$\gamma_{21}$,2.5,2.410156696109832
D3,Dataset 3,77,beta_z[0],$\beta_{10}$,6.6,6.7710381838838405
D3,Dataset 3,77,beta_z[1],$\beta_{11}$,-2.1,-2.1713772116931365
D3,Dataset 3,77,gamma_z[0],$\gamma_{10}$,-2.5,-2.109858571378655
D3,Dataset 3,77,gamma_z[1],$\gamma_{11}$,2.0,1.9676582601235004
D3,Dataset 3,77,beta_nb[0],$\beta_{20}$,8.0,8.158612169625098
D3,Dataset 3,77,beta_nb[1],$\beta_{21}$,2.5,2.064913112418972
D3,Dataset 3,77,gamma_nb[0],$\gamma_{20}$,-2.5,-2.774285462977725
D3,Dataset 3,77,gamma_nb[1],$\gamma_{21}$,2.5,2.4959151899853054
D3,Dataset 3,75,beta_z[0],$\beta_{10}$,6.6,6.566910911386432
D3,Dataset 3,75,beta_z[1],$\beta_{11}$,-2.1,-2.1028302939038404
D3,Dataset 3,75,gamma_z[0],$\gamma_{10}$,-2.5,-3.9062733177452755
D3,Dataset 3,75,gamma_z[1],$\gamma_{11}$,2.0,2.523940094128658
D3,Dataset 3,75,beta_nb[0],$\beta_{20}$,8.0,7.782180483215221
D3,Dataset 3,75,beta_nb[1],$\beta_{21}$,2.5,3.296336388905679
D3,Dataset 3,75,gamma_nb[0],$\gamma_{20}$,-2.5,-2.127530462583952
D3,Dataset 3,75,gamma_nb[1],$\gamma_{21}$,2.5,2.4411659081606967
D3,Dataset 3,76,beta_z[0],$\beta_{10}$,6.6,6.551210352819502
D3,Dataset 3,76,beta_z[1],$\beta_{11}$,-2.1,-2.112612113102632
D3,Dataset 3,76,gamma_z[0],$\gamma_{10}$,-2.5,-1.7722633435592552
D3,Dataset 3,76,gamma_z[1],$\gamma_{11}$,2.0,1.7688562211269274
D3,Dataset 3,76,beta_nb[0],$\beta_{20}$,8.0,8.924766167049667
D3,Dataset 3,76,beta_nb[1],$\beta_{21}$,2.5,1.5523111144345436
D3,Dataset 3,76,gamma_nb[0],$\gamma_{20}$,-2.5,-3.011303759178603
D3,Dataset 3,76,gamma_nb[1],$\gamma_{21}$,2.5,2.6408558400895075
D3,Dataset 3,78,beta_z[0],$\beta_{10}$,6.6,6.81872447740123
D3,Dataset 3,78,beta_z[1],$\beta_{11}$,-2.1,-2.256948531169046
D3,Dataset 3,78,gamma_z[0],$\gamma_{10}$,-2.5,-2.578113716142275
D3,Dataset 3,78,gamma_z[1],$\gamma_{11}$,2.0,2.077762266042565
D3,Dataset 3,78,beta_nb[0],$\beta_{20}$,8.0,8.283018945644859
D3,Dataset 3,78,beta_nb[1],$\beta_{21}$,2.5,1.9503017760792039
D3,Dataset 3,78,gamma_nb[0],$\gamma_{20}$,-2.5,-2.361671445558217
D3,Dataset 3,78,gamma_nb[1],$\gamma_{21}$,2.5,2.4075172321491585
D3,Dataset 3,79,beta_z[0],$\beta_{10}$,6.6,6.7064262810652515
D3,Dataset 3,79,beta_z[1],$\beta_{11}$,-2.1,-2.1357339380150497
