Scenario,Dataset,Rep,Parameter,Scale,true,estimate,se,lower95,upper95,covered,CovarianceStatus
D3,Dataset 3,3,logit_rho,optimizer,-0.4054651081081643,-0.6352429763022428,0.09853023193003749,-0.8283622308851163,-0.4421237217193693,False,inverse
D3,Dataset 3,3,beta_z[0],optimizer,6.6,6.459622900698211,0.12101735008155355,6.222428894538366,6.696816906858055,True,inverse
D3,Dataset 3,3,beta_z[1],optimizer,-2.1,-1.9863599474842606,0.07769955020978139,-2.138651065895432,-1.834068829073089,True,inverse
D3,Dataset 3,3,gamma_z[0],optimizer,-2.5,-3.184743182312477,0.40089156110922025,-3.970490642086549,-2.3989957225384053,True,inverse
D3,Dataset 3,3,gamma_z[1],optimizer,2.0,2.2383621387769495,0.16673474571132996,1.9115620371827426,2.5651622403711563,True,inverse
D3,Dataset 3,3,beta_nb[0],optimizer,8.0,7.628332340838984,0.2761295840030575,7.087118356192992,8.169546325484976,True,inverse
D3,Dataset 3,3,beta_nb[1],optimizer,2.5,2.854351745809545,0.39855687081603125,2.0731802790101237,3.6355232126089665,True,inverse
D3,Dataset 3,3,gamma_nb[0],optimizer,-2.5,-2.2895174277412966,0.1239831996079576,-2.5325244989728937,-2.0465103565096996,True,inverse
D3,Dataset 3,3,gamma_nb[1],optimizer,2.5,2.478539390083441,0.0675961922578955,2.346050853257966,2.6110279269089163,True,inverse
D3,Dataset 3,3,log_alpha,optimizer,0.0,-0.06896463022457774,0.05043674037021876,-0.16782064135020652,0.02989138090105102,True,inverse
D3,Dataset 3,3,rho,natural_delta,0.4,0.3463226612755913,0.022305596646262922,0.302603691848916,0.3900416307022666,False,inverse
D3,Dataset 3,3,alpha,natural_delta,1.0,0.9333596922170845,0.04707562046838038,0.8410914760990589,1.02562790833511,True,inverse
D3,Dataset 3,1,logit_rho,optimizer,-0.4054651081081643,-0.24128055936024606,0.1148017721346263,-0.4662920327441136,-0.016269085976378495,True,inverse
D3,Dataset 3,1,beta_z[0],optimizer,6.6,6.684986144267051,0.10680393865210991,6.475650424508916,6.894321864025186,True,inverse
D3,Dataset 3,1,beta_z[1],optimizer,-2.1,-2.1272438925446426,0.07135498265048773,-2.2670996585395984,-1.9873881265496867,True,inverse
D3,Dataset 3,1,gamma_z[0],optimizer,-2.5,-2.363882092443023,0.28548519213099,-2.9234330690197634,-1.8043311158662825,True,inverse
D3,Dataset 3,1,gamma_z[1],optimizer,2.0,2.0028594270533144,0.11713046468562001,1.7732837162694992,2.23243513783713,True,inverse
D3,Dataset 3,1,beta_nb[0],optimizer,8.0,7.987630174102462,0.320828824858075,7.3588056773806345,8.61645467082429,True,inverse
D3,Dataset 3,1,beta_nb[1],optimizer,2.5,2.756268557687519,0.43326962980534656,1.90706008326904,3.6054770321059983,True,inverse
D3,Dataset 3,1,gamma_nb[0],optimizer,-2.5,-2.579380646661011,0.22652188708981186,-3.023363545357042,-2.13539774796498,True,inverse
D3,Dataset 3,1,gamma_nb[1],optimizer,2.5,2.5070347700369107,0.10225574484284662,2.306613510144931,2.70745602992889,True,inverse
D3,Dataset 3,1,log_alpha,optimizer,0.0,-0.009103508394987848,0.05040503049521491,-0.10789736816560906,0.08969035137563337,True,inverse
D3,Dataset 3,1,rho,natural_delta,0.4,0.4399708011809588,0.028286754306954834,0.38452876273932735,0.4954128396225903,True,inverse
D3,Dataset 3,1,alpha,natural_delta,1.0,0.9909378030827228,0.04994825018324591,0.8930392327235609,1.0888363734418849,True,inverse
D3,Dataset 3,8,logit_rho,optimizer,-0.4054651081081643,-0.49617731492814854,0.10087498873901225,-0.6938922928566126,-0.2984623369996845,True,inverse
D3,Dataset 3,8,beta_z[0],optimizer,6.6,6.548162448897465,0.11030870234916595,6.331957392293099,6.76436750550183,True,inverse
D3,Dataset 3,8,beta_z[1],optimizer,-2.1,-2.1298387399673233,0.06850819172730316,-2.2641147957528376,-1.995562684181809,True,inverse
D3,Dataset 3,8,gamma_z[0],optimizer,-2.5,-2.840145215591007,0.3455685679993094,-3.5174596088696535,-2.1628308223123605,True,inverse
D3,Dataset 3,8,gamma_z[1],optimizer,2.0,2.1111162521249174,0.14575001574937918,1.8254462212561342,2.3967862829937006,True,inverse
D3,Dataset 3,8,beta_nb[0],optimizer,8.0,8.153842600327911,0.2865548349670244,7.592195123792543,8.71549007686328,True,inverse
D3,Dataset 3,8,beta_nb[1],optimizer,2.5,2.3401318716969435,0.3884658851481412,1.5787387368065868,3.1015250065873,True,inverse
D3,Dataset 3,8,gamma_nb[0],optimizer,-2.5,-2.228792852787482,0.13768140792982037,-2.4986484123299295,-1.958937293245034,False,inverse
D3,Dataset 3,8,gamma_nb[1],optimizer,2.5,2.393515797747065,0.06860288253774532,2.2590541479730843,2.527977447521046,True,inverse
D3,Dataset 3,8,log_alpha,optimizer,0.0,-0.07668986595086752,0.05074033581185745,-0.1761409241421081,0.022761192240373068,True,inverse
D3,Dataset 3,8,rho,natural_delta,0.4,0.37843943361903865,0.02372812037138384,0.3319323176911263,0.424946549546951,True,inverse
D3,Dataset 3,8,alpha,natural_delta,1.0,0.9261770481079399,0.04699453444223172,0.8340677606011657,1.018286335614714,True,inverse
D3,Dataset 3,14,logit_rho,optimizer,-0.4054651081081643,-0.3168168458542242,0.13923112265473822,-0.5897098462575111,-0.043923845450937304,True,inverse
D3,Dataset 3,14,beta_z[0],optimizer,6.6,6.540210299899455,0.11016352204442627,6.324289796692379,6.75613080310653,True,inverse
D3,Dataset 3,14,beta_z[1],optimizer,-2.1,-2.0469102372963404,0.07739762586547384,-2.198609583992669,-1.8952108906000116,True,inverse
D3,Dataset 3,14,gamma_z[0],optimizer,-2.5,-2.3764091653850627,0.3751926197260057,-3.111786700048034,-1.6410316307220916,True,inverse
D3,Dataset 3,14,gamma_z[1],optimizer,2.0,1.9613336400831314,0.14468491722851426,1.6777512023152434,2.2449160778510193,True,inverse
D3,Dataset 3,14,beta_nb[0],optimizer,8.0,8.112687955925113,0.32818337067940523,7.469448549393478,8.755927362456747,True,inverse
D3,Dataset 3,14,beta_nb[1],optimizer,2.5,2.418039327383172,0.45961975248130715,1.5171846125198098,3.318894042246534,True,inverse
D3,Dataset 3,14,gamma_nb[0],optimizer,-2.5,-2.6224608138601595,0.27081931094298084,-3.153266663308402,-2.091654964411917,True,inverse
D3,Dataset 3,14,gamma_nb[1],optimizer,2.5,2.5662083866547634,0.11504238614195983,2.340725309816522,2.7916914634930046,True,inverse
D3,Dataset 3,14,log_alpha,optimizer,0.0,-0.00012510316980126067,0.05046135514389047,-0.09902935925182657,0.09877915291222406,True,inverse
D3,Dataset 3,14,rho,natural_delta,0.4,0.4214517021834536,0.033948747597526405,0.3549121568923019,0.48799124747460537,True,inverse
D3,Dataset 3,14,alpha,natural_delta,1.0,0.999874904655274,0.0504550426632734,0.9009830210352581,1.0987667882752898,True,inverse
D3,Dataset 3,4,logit_rho,optimizer,-0.4054651081081643,-0.12238660770810356,0.13836715949271822,-0.39358624031383127,0.14881302489762416,False,inverse
D3,Dataset 3,4,beta_z[0],optimizer,6.6,6.635199595103553,0.10207318455837103,6.435136153369146,6.8352630368379605,True,inverse
D3,Dataset 3,4,beta_z[1],optimizer,-2.1,-2.114087560530863,0.06734162524837327,-2.246077146017675,-1.9820979750440515,True,inverse
D3,Dataset 3,4,gamma_z[0],optimizer,-2.5,-2.0903624014862854,0.28967646972480204,-2.6581282821468974,-1.5225965208256733,True,inverse
D3,Dataset 3,4,gamma_z[1],optimizer,2.0,1.9080970493314964,0.11060430708140559,1.6913126074519413,2.124881491211051,True,inverse
D3,Dataset 3,4,beta_nb[0],optimizer,8.0,8.496028305746405,0.3638016750045257,7.782977022737534,9.209079588755275,True,inverse
D3,Dataset 3,4,beta_nb[1],optimizer,2.5,2.3167575187225267,0.48714594589188553,1.361951464774431,3.2715635726706225,True,inverse
D3,Dataset 3,4,gamma_nb[0],optimizer,-2.5,-2.652598248440402,0.3163051542128508,-3.2725563506975894,-2.032640146183214,True,inverse
D3,Dataset 3,4,gamma_nb[1],optimizer,2.5,2.4872624213849543,0.13362349104116192,2.225360378944277,2.7491644638256316,True,inverse
D3,Dataset 3,4,log_alpha,optimizer,0.0,0.007199810409725668,0.05236306910630171,-0.09543180503862568,0.10983142585807702,True,inverse
D3,Dataset 3,4,rho,natural_delta,0.4,0.46944148190466783,0.03446257943330101,0.40189482621539785,0.5369881375939378,False,inverse
D3,Dataset 3,4,alpha,natural_delta,1.0,1.0072257913599036,0.052741433718628064,0.9038525812713927,1.1105990014484146,True,inverse
D3,Dataset 3,11,logit_rho,optimizer,-0.4054651081081643,-0.32876197131965224,0.12579805099463745,-0.5753261512691417,-0.08219779137016284,True,inverse
D3,Dataset 3,11,beta_z[0],optimizer,6.6,6.505200991202003,0.11651381369525574,6.276833916359301,6.733568066044704,True,inverse
D3,Dataset 3,11,beta_z[1],optimizer,-2.1,-2.061718370885979,0.08089783888842979,-2.2202781351073018,-1.9031586066646569,True,inverse
D3,Dataset 3,11,gamma_z[0],optimizer,-2.5,-2.18195118416183,0.28952239990372725,-2.7494150879731354,-1.6144872803505246,True,inverse
D3,Dataset 3,11,gamma_z[1],optimizer,2.0,1.9138941800626563,0.11378364929742589,1.6908782274397016,2.1369101326856113,True,inverse
D3,Dataset 3,11,beta_nb[0],optimizer,8.0,8.146826468305985,0.3140789499395598,7.531231726424448,8.762421210187522,True,inverse
D3,Dataset 3,11,beta_nb[1],optimizer,2.5,2.5719464615696337,0.40304422087478986,1.7819797886550455,3.361913134484222,True,inverse
D3,Dataset 3,11,gamma_nb[0],optimizer,-2.5,-2.5567396546344696,0.23236156936957567,-3.012168330598838,-2.101310978670101,True,inverse
D3,Dataset 3,11,gamma_nb[1],optimizer,2.5,2.4254661445857253,0.10095580769681493,2.227592761499968,2.6233395276714826,True,inverse
D3,Dataset 3,11,log_alpha,optimizer,0.0,-0.0026578624875261588,0.04907772990131399,-0.09885021309410157,0.09353448811904926,True,inverse
D3,Dataset 3,11,rho,natural_delta,0.4,0.41854188506244316,0.030614789280398402,0.3585368980728623,0.478546872052024,True,inverse
D3,Dataset 3,11,alpha,natural_delta,1.0,0.99734566650176,0.04894746123881936,0.9014086424736741,1.093282690529846,True,inverse
D3,Dataset 3,7,logit_rho,optimizer,-0.4054651081081643,-0.2655879086461543,0.12472087859887139,-0.5100408306999422,-0.021134986592366373,True,inverse
D3,Dataset 3,7,beta_z[0],optimizer,6.6,6.4468458931211625,0.107885095135668,6.235391106655253,6.658300679587072,True,inverse
D3,Dataset 3,7,beta_z[1],optimizer,-2.1,-2.1015901359862346,0.06550162739294858,-2.2299733256764136,-1.9732069462960553,True,inverse
D3,Dataset 3,7,gamma_z[0],optimizer,-2.5,-2.1202657795359805,0.2746200113751761,-2.6585210018313257,-1.5820105572406353,True,inverse
D3,Dataset 3,7,gamma_z[1],optimizer,2.0,1.8712216586124841,0.10917281746714132,1.6572429363768872,2.085200380848081,True,inverse
D3,Dataset 3,7,beta_nb[0],optimizer,8.0,8.169268288465299,0.33465441450050115,7.513345636044316,8.82519094088628,True,inverse
D3,Dataset 3,7,beta_nb[1],optimizer,2.5,2.6162179661588776,0.4441789567270203,1.7456272109739177,3.4868087213438375,True,inverse
D3,Dataset 3,7,gamma_nb[0],optimizer,-2.5,-2.6721210965737323,0.25204211072264215,-3.166123633590111,-2.178118559557354,True,inverse
D3,Dataset 3,7,gamma_nb[1],optimizer,2.5,2.549529844592387,0.11352035334922418,2.3270299520279076,2.772029737156866,True,inverse
D3,Dataset 3,7,log_alpha,optimizer,0.0,-0.05651276197272088,0.04995885860956212,-0.15443212484746263,0.04140660090202087,True,inverse
D3,Dataset 3,7,rho,natural_delta,0.4,0.4339905760039702,0.03063678034274794,0.3739424865321842,0.49403866547575614,True,inverse
D3,Dataset 3,7,alpha,natural_delta,1.0,0.9450544236594124,0.0472138403299418,0.8525152966127265,1.0375935507060983,True,inverse
D3,Dataset 3,2,logit_rho,optimizer,-0.4054651081081643,-0.3642634450984822,0.12909088403284133,-0.6172815778028512,-0.11124531239411317,True,inverse
D3,Dataset 3,2,beta_z[0],optimizer,6.6,6.54677640279764,0.11117536286515255,6.328872691581941,6.7646801140133395,True,inverse
D3,Dataset 3,2,beta_z[1],optimizer,-2.1,-2.071416907196029,0.06819026382068553,-2.205069824284573,-1.9377639901074855,True,inverse
D3,Dataset 3,2,gamma_z[0],optimizer,-2.5,-2.4476409349333244,0.3572008764689976,-3.1477546528125595,-1.747527217054089,True,inverse
D3,Dataset 3,2,gamma_z[1],optimizer,2.0,2.006386442792605,0.14147516937082302,1.7290951108257917,2.283677774759418,True,inverse
D3,Dataset 3,2,beta_nb[0],optimizer,8.0,8.104881226527572,0.30870606012058344,7.499817348691229,8.709945104363916,True,inverse
D3,Dataset 3,2,beta_nb[1],optimizer,2.5,2.455713548776092,0.4285460754998301,1.6157632407964249,3.295663856755759,True,inverse
D3,Dataset 3,2,gamma_nb[0],optimizer,-2.5,-2.610478165633935,0.2384260302969083,-3.0777931850158753,-2.143163146251995,True,inverse
D3,Dataset 3,2,gamma_nb[1],optimizer,2.5,2.5877717627135692,0.10611439890806156,2.3797875408537688,2.7957559845733697,True,inverse
D3,Dataset 3,2,log_alpha,optimizer,0.0,-0.06773808137856116,0.05064061466099646,-0.16699368611411422,0.0315175233569919,True,inverse
D3,Dataset 3,2,rho,natural_delta,0.4,0.4099278993104135,0.03122540881894768,0.34872609802527604,0.471129700595551,True,inverse
D3,Dataset 3,2,alpha,natural_delta,1.0,0.9345052058410872,0.04732391802769367,0.8417503265068076,1.0272600851753668,True,inverse
D3,Dataset 3,12,logit_rho,optimizer,-0.4054651081081643,-0.32953162205162795,0.13262472542588222,-0.5894760838863571,-0.06958716021689881,True,inverse
D3,Dataset 3,12,beta_z[0],optimizer,6.6,6.7865153619214285,0.10734995013506396,6.576109459656703,6.996921264186154,True,inverse
D3,Dataset 3,12,beta_z[1],optimizer,-2.1,-2.2014168569342583,0.0668037981695042,-2.3323523013464866,-2.07048141252203,True,inverse
D3,Dataset 3,12,gamma_z[0],optimizer,-2.5,-2.4096439832713346,0.36731952896639125,-3.1295902600454615,-1.6896977064972076,True,inverse
D3,Dataset 3,12,gamma_z[1],optimizer,2.0,2.0263149832924996,0.14721093143822897,1.737781557673571,2.3148484089114283,True,inverse
D3,Dataset 3,12,beta_nb[0],optimizer,8.0,8.189298206990612,0.31694332240375284,7.568089295079257,8.810507118901967,True,inverse
D3,Dataset 3,12,beta_nb[1],optimizer,2.5,2.2240760666379336,0.4331148158904594,1.375171027492633,3.072981105783234,True,inverse
D3,Dataset 3,12,gamma_nb[0],optimizer,-2.5,-2.6493214448108224,0.2711082666635642,-3.1806936474714083,-2.1179492421502366,True,inverse
D3,Dataset 3,12,gamma_nb[1],optimizer,2.5,2.544657416893104,0.11740627894420565,2.314541110162461,2.774773723623747,True,inverse
D3,Dataset 3,12,log_alpha,optimizer,0.0,0.06646991721394181,0.05062268015307442,-0.03275053588608405,0.16569037031396766,True,inverse
D3,Dataset 3,12,rho,natural_delta,0.4,0.4183545910902738,0.03227210854469983,0.35510125834266215,0.4816079238378854,True,inverse
D3,Dataset 3,12,alpha,natural_delta,1.0,1.0687288132513395,0.05410191688359736,0.9626890561594886,1.1747685703431903,True,inverse
D3,Dataset 3,0,logit_rho,optimizer,-0.4054651081081643,-0.36926197223258,0.14778548599655614,-0.65892152478583,-0.07960241967932996,True,inverse
D3,Dataset 3,0,beta_z[0],optimizer,6.6,6.616931008985661,0.10711173109895678,6.4069920160317055,6.826870001939617,True,inverse
D3,Dataset 3,0,beta_z[1],optimizer,-2.1,-2.0952128460766617,0.0675795465808067,-2.2276687573750427,-1.9627569347782805,True,inverse
D3,Dataset 3,0,gamma_z[0],optimizer,-2.5,-2.426339219893865,0.4328998133980019,-3.274822854153949,-1.5778555856337813,True,inverse
D3,Dataset 3,0,gamma_z[1],optimizer,2.0,1.907466855238953,0.16502882853895964,1.5840103513025923,2.230923359175314,True,inverse
D3,Dataset 3,0,beta_nb[0],optimizer,8.0,8.138900612738668,0.3216868625299334,7.508394362179999,8.769406863297338,True,inverse
D3,Dataset 3,0,beta_nb[1],optimizer,2.5,3.073135626377431,0.47012034815091613,2.151699744001635,3.9945715087532268,True,inverse
D3,Dataset 3,0,gamma_nb[0],optimizer,-2.5,-2.3086673113670204,0.24228154417621248,-2.783539137952397,-1.833795484781644,True,inverse
D3,Dataset 3,0,gamma_nb[1],optimizer,2.5,2.376265028473355,0.09600427246545529,2.1880966544410625,2.564433402505647,True,inverse
D3,Dataset 3,0,log_alpha,optimizer,0.0,-0.07498099863641314,0.05191201813826565,-0.17672855418741382,0.02676655691458754,True,inverse
D3,Dataset 3,0,rho,natural_delta,0.4,0.40871936712529144,0.0357150000800125,0.33871796696846695,0.47872076728211593,True,inverse
D3,Dataset 3,0,alpha,natural_delta,1.0,0.9277611148873348,0.04816195182400889,0.8333636893122773,1.0221585404623923,True,inverse
D3,Dataset 3,10,logit_rho,optimizer,-0.4054651081081643,-0.5036719376226119,0.15320659222875785,-0.8039568583909773,-0.20338701685424648,True,inverse
D3,Dataset 3,10,beta_z[0],optimizer,6.6,6.460385634664729,0.11755371360958868,6.229980355989936,6.690790913339523,True,inverse
D3,Dataset 3,10,beta_z[1],optimizer,-2.1,-2.0076452875353947,0.07370296218033819,-2.1521030934088574,-1.8631874816619318,True,inverse
D3,Dataset 3,10,gamma_z[0],optimizer,-2.5,-2.5930848890285714,0.5042571945377329,-3.581428990322528,-1.604740787734615,True,inverse
D3,Dataset 3,10,gamma_z[1],optimizer,2.0,1.9982021890101211,0.19528062676354016,1.6154521605535823,2.38095221746666,True,inverse
D3,Dataset 3,10,beta_nb[0],optimizer,8.0,7.800748945462348,0.30650817011202197,7.199992932042785,8.401504958881912,True,inverse
D3,Dataset 3,10,beta_nb[1],optimizer,2.5,2.9493176598897475,0.46422630728047865,2.0394340976200094,3.8592012221594856,True,inverse
D3,Dataset 3,10,gamma_nb[0],optimizer,-2.5,-2.451307444768651,0.2345010742829891,-2.91092955036331,-1.9916853391739924,True,inverse
D3,Dataset 3,10,gamma_nb[1],optimizer,2.5,2.580209291243856,0.09759536873118091,2.3889223685307415,2.7714962139569708,True,inverse
D3,Dataset 3,10,log_alpha,optimizer,0.0,-0.10295743668880979,0.05166879077065905,-0.20422826659930152,-0.001686606778318056,False,inverse
D3,Dataset 3,10,rho,natural_delta,0.4,0.37667813864291144,0.03597163907666888,0.3061737260526404,0.44718255123318246,True,inverse
D3,Dataset 3,10,alpha,natural_delta,1.0,0.9021653718097961,0.04661379383657418,0.8108023358901106,0.9935284077294815,False,inverse
D3,Dataset 3,9,logit_rho,optimizer,-0.4054651081081643,-0.560488158973426,0.11411126369856917,-0.7841462358226216,-0.3368300821242304,True,inverse
D3,Dataset 3,9,beta_z[0],optimizer,6.6,6.551597670136087,0.11923662106674929,6.317893892845259,6.7853014474269155,True,inverse
D3,Dataset 3,9,beta_z[1],optimizer,-2.1,-2.0416643690485765,0.0798383296157074,-2.198147495095363,-1.88518124300179,True,inverse
D3,Dataset 3,9,gamma_z[0],optimizer,-2.5,-3.005984438451661,0.45226174401636077,-3.892417456723728,-2.1195514201795937,True,inverse
D3,Dataset 3,9,gamma_z[1],optimizer,2.0,2.234945488773563,0.18754020474564706,1.8673666874720949,2.6025242900750314,True,inverse
D3,Dataset 3,9,beta_nb[0],optimizer,8.0,8.100259581725506,0.30654707456178026,7.499427315584417,8.701091847866596,True,inverse
D3,Dataset 3,9,beta_nb[1],optimizer,2.5,2.472807915529531,0.4426729442012283,1.6051689448951234,3.3404468861639383,True,inverse
D3,Dataset 3,9,gamma_nb[0],optimizer,-2.5,-2.3655554181959277,0.17133121369682464,-2.701364597041704,-2.0297462393501515,True,inverse
D3,Dataset 3,9,gamma_nb[1],optimizer,2.5,2.47652246110576,0.0779700656685582,2.323701132395386,2.629343789816134,True,inverse
D3,Dataset 3,9,log_alpha,optimizer,0.0,0.06088019998533483,0.05371693409358402,-0.04440499083808986,0.16616539080875953,True,inverse
D3,Dataset 3,9,rho,natural_delta,0.4,0.363434516676815,0.026399625881238613,0.3116912499495873,0.41517778340404266,True,inverse
D3,Dataset 3,9,alpha,natural_delta,1.0,1.0627715865087692,0.05708883126902529,0.9508774772214796,1.1746656957960588,True,inverse
D3,Dataset 3,25,logit_rho,optimizer,-0.4054651081081643,-0.4461693319378198,0.10442980546669528,-0.6508517506525426,-0.24148691322309707,True,inverse
D3,Dataset 3,25,beta_z[0],optimizer,6.6,6.833595408613604,0.10932294051979025,6.619322445194816,7.047868372032393,False,inverse
D3,Dataset 3,25,beta_z[1],optimizer,-2.1,-2.211769324071055,0.06777474554239887,-2.344607825334157,-2.0789308228079535,True,inverse
D3,Dataset 3,25,gamma_z[0],optimizer,-2.5,-2.5391446117555585,0.2980881455870009,-3.1233973771060803,-1.9548918464050367,True,inverse
D3,Dataset 3,25,gamma_z[1],optimizer,2.0,1.985462986769145,0.1215421210400302,1.7472404295306858,2.223685544007604,True,inverse
D3,Dataset 3,25,beta_nb[0],optimizer,8.0,7.613225409653562,0.29627564601421946,7.0325251434656915,8.193925675841431,True,inverse
D3,Dataset 3,25,beta_nb[1],optimizer,2.5,2.784291165663187,0.42743318309223505,1.9465221268024062,3.6220602045239674,True,inverse
D3,Dataset 3,25,gamma_nb[0],optimizer,-2.5,-2.5396016899305427,0.16988069298603325,-2.872567848183168,-2.2066355316779176,True,inverse
D3,Dataset 3,25,gamma_nb[1],optimizer,2.5,2.5278610113650624,0.08165432041040072,2.367818543360677,2.6879034793694476,True,inverse
D3,Dataset 3,25,log_alpha,optimizer,0.0,0.04266674606112893,0.04861341562551752,-0.052615548564885414,0.13794904068714325,True,inverse
D3,Dataset 3,25,rho,natural_delta,0.4,0.3902719267609264,0.024850090395476056,0.34156574958579333,0.4389781039360595,True,inverse
D3,Dataset 3,25,alpha,natural_delta,1.0,1.0435900563977032,0.05073247715431881,0.9441544011752383,1.143025711620168,True,inverse
D3,Dataset 3,15,logit_rho,optimizer,-0.4054651081081643,-0.42159421639710115,0.13495597786469046,-0.6861079330118944,-0.15708049978230787,True,inverse
D3,Dataset 3,15,beta_z[0],optimizer,6.6,6.783249908148808,0.1135204383064697,6.560749849068127,7.005749967229489,True,inverse
D3,Dataset 3,15,beta_z[1],optimizer,-2.1,-2.2079180725643117,0.07035070969224318,-2.3458054635611085,-2.070030681567515,True,inverse
D3,Dataset 3,15,gamma_z[0],optimizer,-2.5,-2.3491583128362743,0.3804791841220015,-3.0948975137153973,-1.6034191119571513,True,inverse
D3,Dataset 3,15,gamma_z[1],optimizer,2.0,1.9767829871153018,0.15046073076764893,1.68187995481071,2.2716860194198936,True,inverse
D3,Dataset 3,15,beta_nb[0],optimizer,8.0,8.276056657645258,0.30268386304952183,7.682796286068195,8.869317029222321,True,inverse
D3,Dataset 3,15,beta_nb[1],optimizer,2.5,1.5471941702672505,0.4003287118363063,0.7625498950680901,2.3318384454664107,False,inverse
D3,Dataset 3,15,gamma_nb[0],optimizer,-2.5,-2.7291434349612733,0.2763226006980789,-3.270735732329508,-2.1875511375930388,True,inverse
D3,Dataset 3,15,gamma_nb[1],optimizer,2.5,2.5937358571110156,0.12155239362505688,2.355493165605904,2.831978548616127,True,inverse
D3,Dataset 3,15,log_alpha,optimizer,0.0,0.0949454576632727,0.04989023580593613,-0.0028394045163621096,0.1927303198429075,True,inverse
D3,Dataset 3,15,rho,natural_delta,0.4,0.39613533115871513,0.0322831069976967,0.33286044144322957,0.4594102208742007,True,inverse
D3,Dataset 3,15,alpha,natural_delta,1.0,1.099598878798181,0.05485924735518423,0.9920747539820198,1.207123003614342,True,inverse
D3,Dataset 3,16,logit_rho,optimizer,-0.4054651081081643,-0.2661278944329058,0.1333528924107722,-0.5274995635580193,-0.0047562253077922945,True,inverse
D3,Dataset 3,16,beta_z[0],optimizer,6.6,6.692609075078646,0.1129243086385587,6.4712774301470715,6.913940720010221,True,inverse
D3,Dataset 3,16,beta_z[1],optimizer,-2.1,-2.1927144739657045,0.08086041587817766,-2.351200889086933,-2.034228058844476,True,inverse
D3,Dataset 3,16,gamma_z[0],optimizer,-2.5,-2.1939453842257173,0.3027595430245315,-2.787354088553799,-1.6005366798976355,True,inverse
D3,Dataset 3,16,gamma_z[1],optimizer,2.0,1.9597519775046885,0.11927159080941224,1.7259796595182406,2.1935242954911365,True,inverse
D3,Dataset 3,16,beta_nb[0],optimizer,8.0,7.736962911022935,0.3229011659082449,7.104076625842776,8.369849196203095,True,inverse
D3,Dataset 3,16,beta_nb[1],optimizer,2.5,2.2603871925441275,0.43756015027632367,1.402769298002533,3.118005087085722,True,inverse
D3,Dataset 3,16,gamma_nb[0],optimizer,-2.5,-2.807807184164312,0.28750882515618764,-3.37132448147044,-2.2442898868581844,True,inverse
D3,Dataset 3,16,gamma_nb[1],optimizer,2.5,2.6128230383280537,0.12627442383679383,2.3653251676079377,2.86032090904817,True,inverse
D3,Dataset 3,16,log_alpha,optimizer,0.0,0.07438064912655382,0.050212614717479405,-0.024036075719705813,0.17279737397281345,True,inverse
D3,Dataset 3,16,rho,natural_delta,0.4,0.43385793713816484,0.03275483453889682,0.36965846144192704,0.49805741283440264,True,inverse
D3,Dataset 3,16,alpha,natural_delta,1.0,1.0772167690873906,0.054089870593393125,0.97120062272434,1.183232915450441,True,inverse
D3,Dataset 3,17,logit_rho,optimizer,-0.4054651081081643,-0.44714738072997234,0.1335520494612357,-0.7089093976739943,-0.18538536378595039,True,inverse
D3,Dataset 3,17,beta_z[0],optimizer,6.6,6.683077402116663,0.11715861943561978,6.453446508022848,6.912708296210477,True,inverse
D3,Dataset 3,17,beta_z[1],optimizer,-2.1,-2.1139021726227583,0.07738149041289569,-2.265569893832034,-1.9622344514134826,True,inverse
D3,Dataset 3,17,gamma_z[0],optimizer,-2.5,-2.5223643219711573,0.41338055042725425,-3.3325902008085757,-1.712138443133739,True,inverse
D3,Dataset 3,17,gamma_z[1],optimizer,2.0,2.022669070968659,0.16502649102530936,1.6992171485590526,2.3461209933782654,True,inverse
D3,Dataset 3,17,beta_nb[0],optimizer,8.0,7.9245239937759715,0.3031354511266514,7.330378509567735,8.518669477984208,True,inverse
D3,Dataset 3,17,beta_nb[1],optimizer,2.5,2.659840803994895,0.4249516689914597,1.8269355327716341,3.492746075218156,True,inverse
D3,Dataset 3,17,gamma_nb[0],optimizer,-2.5,-2.4514333719528936,0.22669243613515933,-2.8957505467778057,-2.0071161971279814,True,inverse
D3,Dataset 3,17,gamma_nb[1],optimizer,2.5,2.453610694871232,0.09667782189442031,2.2641221639581683,2.6430992257842956,True,inverse
D3,Dataset 3,17,log_alpha,optimizer,0.0,-0.03563343832217008,0.05001764146851612,-0.13366801560046168,0.06240113895612152,True,inverse
D3,Dataset 3,17,rho,natural_delta,0.4,0.3900392155078983,0.03177318456996325,0.3277637737507703,0.45231465726502623,True,inverse
D3,Dataset 3,17,alpha,natural_delta,1.0,0.9649939584636588,0.048266721833719425,0.8703911836695687,1.0595967332577487,True,inverse
D3,Dataset 3,18,logit_rho,optimizer,-0.4054651081081643,-0.609979446380724,0.13452081680784747,-0.873640247324105,-0.346318645437343,True,inverse
D3,Dataset 3,18,beta_z[0],optimizer,6.6,6.763241090006738,0.12082828376436822,6.5264176538285765,7.000064526184899,True,inverse
D3,Dataset 3,18,beta_z[1],optimizer,-2.1,-2.221190199738184,0.07171716550947467,-2.3617558441367548,-2.0806245553396137,True,inverse
D3,Dataset 3,18,gamma_z[0],optimizer,-2.5,-3.044098629531591,0.566204889653127,-4.15386021325172,-1.934337045811462,True,inverse
