Scenario,DatasetLabel,Rep,Dataset,Model,Link,Log-Likelihood,AIC,BIC,nobs,n_params,success,nit,grad_norm_inf,cov_status,min_info_eig,info_rank,message,fit_elapsed_sec
D1,Dataset 1,64,D1,NB,identity,-46465.41228119162,92936.82456238323,92960.53502504084,20000,3,True,12,3.734593506357631e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,64,D1,ZIP,identity,-70484.35277009654,140976.70554019307,141008.31949040323,20000,4,True,11,0.0002061587038413,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,64,D1,ZINB,identity,-45725.08139278264,91460.16278556528,91499.68022332796,20000,5,True,18,0.0001816816383138,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,64,D1,P+NB,identity,-45088.010121494684,90188.02024298935,90235.4411683046,20000,6,True,19,4.867873145249224e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,64,D1,Z+P+NB,identity,-44543.86316646823,89103.72633293647,89166.95423335675,20000,8,True,25,0.0011788869196213,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,64,D1,ZIP--ZINB,identity,-44473.15734057376,88966.31468114752,89045.34955667288,20000,10,True,36,0.0004270877184525,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,65,D1,Poisson,identity,-98349.65697544283,196703.3139508857,196719.1209259908,20000,2,True,6,4.108780775624599e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,65,D1,NB,identity,-46366.55651432484,92739.11302864968,92762.82349130728,20000,3,True,10,7.037707083389078e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,65,D1,ZIP,identity,-70535.8127190732,141079.6254381464,141111.23938835657,20000,4,True,11,0.0002394113516916,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,65,D1,ZINB,identity,-45631.5268096212,91273.0536192424,91312.57105700509,20000,5,True,18,0.0001320212400695,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,65,D1,P+NB,identity,-45054.23145098407,90120.46290196816,90167.88382728335,20000,6,True,19,1.417025860916965e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,65,D1,Z+P+NB,identity,-44486.41190868174,88988.82381736347,89052.05171778376,20000,8,True,30,0.0003504979616413,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,65,D1,ZIP--ZINB,identity,-44420.7118157259,88861.4236314518,88940.45850697717,20000,10,True,37,0.0004440879754145,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,68,D1,Poisson,identity,-100065.46221789026,200134.92443578053,200150.7314108856,20000,2,True,7,8.255504096221777e-06,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,68,D1,NB,identity,-46595.5987642498,93197.1975284996,93220.9079911572,20000,3,True,8,0.0001684214755641,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,68,D1,ZIP,identity,-71269.54810807761,142547.09621615522,142578.71016636537,20000,4,True,13,0.0002200957578888,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,68,D1,ZINB,identity,-45848.3384154156,91706.6768308312,91746.19426859388,20000,5,True,20,0.0002755778202004,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,68,D1,P+NB,identity,-45253.56990400326,90519.13980800653,90566.56073332176,20000,6,True,14,0.0001709083591741,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,68,D1,Z+P+NB,identity,-44695.52587170522,89407.05174341044,89470.27964383073,20000,8,True,22,0.000310639543838,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,68,D1,ZIP--ZINB,identity,-44621.16024173745,89262.3204834749,89341.35535900027,20000,10,True,35,0.0002169774877627,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,69,D1,Poisson,identity,-95651.25062575578,191306.5012515116,191322.30822661665,20000,2,True,7,2.041234742478082e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,69,D1,NB,identity,-46639.17448444109,93284.3489688822,93308.0594315398,20000,3,True,7,0.0001066210186113,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,69,D1,ZIP,identity,-69245.03702513978,138498.07405027957,138529.68800048972,20000,4,True,13,0.0005701446609129,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,69,D1,ZINB,identity,-45855.101303781645,91720.20260756327,91759.72004532596,20000,5,True,15,9.676610610524772e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,69,D1,P+NB,identity,-45350.204205681,90712.408411362,90759.82933667724,20000,6,True,17,0.0001524365960593,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,69,D1,Z+P+NB,identity,-44759.84987721359,89535.69975442719,89598.92765484747,20000,8,True,22,0.002210692755399,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,69,D1,ZIP--ZINB,identity,-44696.70112429001,89413.40224858002,89492.43712410539,20000,10,True,16,0.000460076722603,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,67,D1,Poisson,identity,-97467.50328509172,194939.00657018344,194954.8135452885,20000,2,True,5,4.346441806735157e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,67,D1,NB,identity,-46348.70934724069,92703.41869448138,92727.129157139,20000,3,True,18,4.048161798927974e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,67,D1,ZIP,identity,-70088.40480456557,140184.80960913113,140216.4235593413,20000,4,True,11,0.0001083968680763,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,67,D1,ZINB,identity,-45547.05469762998,91104.10939525996,91143.62683302264,20000,5,True,21,0.0005906967410015,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,67,D1,P+NB,identity,-44960.45423904343,89932.90847808686,89980.32940340208,20000,6,True,13,8.53607641060905e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,67,D1,Z+P+NB,identity,-44356.20907281189,88728.41814562379,88791.64604604407,20000,8,True,26,0.0002184690345208,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,67,D1,ZIP--ZINB,identity,-44293.38859332218,88606.77718664437,88685.81206216973,20000,10,True,52,0.0002880296846042,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,66,D1,Poisson,identity,-100421.7753051358,200847.5506102716,200863.35758537665,20000,2,True,8,5.536180728427098e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,66,D1,NB,identity,-46726.7092707275,93459.418541455,93483.1290041126,20000,3,True,8,0.0001041938576378,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,66,D1,ZIP,identity,-71954.69491700288,143917.38983400576,143949.00378421592,20000,4,True,12,0.0001444520593855,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,66,D1,ZINB,identity,-45971.00312602721,91952.00625205442,91991.5236898171,20000,5,True,18,0.0004526479374543,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,66,D1,P+NB,identity,-45345.3997536168,90702.7995072336,90750.2204325488,20000,6,True,16,0.0002204110162009,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,66,D1,Z+P+NB,identity,-44758.21563076289,89532.43126152578,89595.65916194607,20000,8,True,22,0.0003052556595574,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,66,D1,ZIP--ZINB,identity,-44698.78256514622,89417.56513029244,89496.6000058178,20000,10,True,38,0.0008850964912928,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,70,D1,Poisson,identity,-98703.28841284834,197410.57682569668,197426.38380080176,20000,2,True,7,0.0002316113010527,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,70,D1,NB,identity,-46346.79026503427,92699.58053006856,92723.29099272616,20000,3,True,10,9.328233581129552e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,70,D1,ZIP,identity,-70998.65941430417,142005.31882860835,142036.9327788185,20000,4,True,11,0.0001094833251872,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,70,D1,ZINB,identity,-45589.81259252007,91189.62518504016,91229.14262280284,20000,5,True,16,0.0001677484624095,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,70,D1,P+NB,identity,-44947.95764156729,89907.91528313459,89955.33620844981,20000,6,True,15,0.0001187985778561,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,70,D1,Z+P+NB,identity,-44389.652013667735,88795.30402733547,88858.53192775576,20000,8,True,23,0.0001274033408398,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,70,D1,ZIP--ZINB,identity,-44331.48225490572,88682.96450981144,88761.9993853368,20000,10,True,14,0.0001069288933467,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,71,D1,Poisson,identity,-99222.81096907852,198449.62193815707,198465.4289132621,20000,2,True,8,0.0002394050684786,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,71,D1,NB,identity,-46437.86615940447,92881.73231880894,92905.44278146654,20000,3,True,10,0.0001383758150197,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,71,D1,ZIP,identity,-71161.80593719431,142331.61187438862,142363.22582459878,20000,4,True,11,0.0006552112051233,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,71,D1,ZINB,identity,-45704.67206062932,91419.34412125863,91458.86155902132,20000,5,True,17,2.468558051660352e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,71,D1,P+NB,identity,-45141.3116990741,90294.6233981482,90342.0443234634,20000,6,True,14,6.585255524171885e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,71,D1,Z+P+NB,identity,-44592.5194182993,89201.0388365986,89264.26673701889,20000,8,True,34,0.0009854694623471,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,71,D1,ZIP--ZINB,identity,-44527.01734594165,89074.0346918833,89153.06956740866,20000,10,True,16,0.0002481844328681,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,73,D1,Poisson,identity,-97915.50927428842,195835.01854857683,195850.8255236819,20000,2,True,7,0.0002047580423444,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,73,D1,NB,identity,-46495.99491834087,92997.98983668174,93021.70029933934,20000,3,True,8,8.898322221284616e-06,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,73,D1,ZIP,identity,-70122.77574334545,140253.5514866909,140285.16543690106,20000,4,True,13,0.0001602833711084,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,73,D1,ZINB,identity,-45727.84361803784,91465.68723607568,91505.20467383837,20000,5,True,15,2.965964440804214e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,73,D1,P+NB,identity,-45158.31283225647,90328.62566451296,90376.04658982815,20000,6,True,20,0.000156765082071,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,73,D1,Z+P+NB,identity,-44591.37237827387,89198.74475654773,89261.97265696802,20000,8,True,24,0.0001465993493274,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,73,D1,ZIP--ZINB,identity,-44527.1861059549,89074.3722119098,89153.40708743516,20000,10,True,16,0.0002062309440951,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,72,D1,Poisson,identity,-98421.1887591918,196846.3775183836,196862.1844934887,20000,2,True,7,5.605307887623923e-06,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,72,D1,NB,identity,-46337.3266094999,92680.6532189998,92704.3636816574,20000,3,True,19,0.0001254272342023,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,72,D1,ZIP,identity,-71337.5716298773,142683.1432597546,142714.75720996477,20000,4,True,12,0.0001512430694014,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,72,D1,ZINB,identity,-45666.48172068147,91342.96344136294,91382.48087912562,20000,5,True,18,0.0002380110462485,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,72,D1,P+NB,identity,-44973.0829769673,89958.1659539346,90005.58687924982,20000,6,True,17,0.000251328325433,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,72,D1,Z+P+NB,identity,-44474.60215095405,88965.2043019081,89028.43220232839,20000,8,True,21,0.0002884150582012,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,72,D1,ZIP--ZINB,identity,-44407.36792929987,88834.73585859974,88913.77073412511,20000,10,True,15,0.0003017098966165,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,74,D1,Poisson,identity,-98909.0583834124,197822.1167668248,197837.9237419299,20000,2,True,8,0.0002778287395414,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,74,D1,NB,identity,-46444.52152507077,92895.04305014154,92918.75351279914,20000,3,True,9,0.0003541274546599,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,74,D1,ZIP,identity,-71499.90525733383,143007.81051466765,143039.4244648778,20000,4,True,12,0.0005218824392142,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,74,D1,ZINB,identity,-45726.68349944343,91463.36699888684,91502.88443664952,20000,5,True,15,0.0007677187253392,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,74,D1,P+NB,identity,-45189.69593837744,90391.39187675487,90438.8128020701,20000,6,True,26,0.0002003600604906,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,74,D1,Z+P+NB,identity,-44613.91533770223,89243.83067540446,89307.05857582475,20000,8,True,23,0.0002618640423701,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,74,D1,ZIP--ZINB,identity,-44558.80085132537,89137.60170265075,89216.63657817611,20000,10,True,15,0.0006388153683801,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,75,D1,Poisson,identity,-100919.14141900132,201842.28283800263,201858.0898131077,20000,2,True,7,0.0002211509900408,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,75,D1,NB,identity,-46937.94174616941,93881.88349233882,93905.59395499642,20000,3,True,9,4.6997825883465794e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,75,D1,ZIP,identity,-72888.4810273018,145784.9620546036,145816.57600481377,20000,4,True,12,2.1349835618252044e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,75,D1,ZINB,identity,-46156.33524267454,92322.67048534908,92362.18792311176,20000,5,True,15,0.0001361068070622,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,75,D1,P+NB,identity,-45528.94671102712,91069.89342205424,91117.31434736944,20000,6,True,30,4.162596608687022e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,75,D1,Z+P+NB,identity,-44951.87988672725,89919.7597734545,89982.98767387478,20000,8,True,26,0.0007159278581545,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,75,D1,ZIP--ZINB,identity,-44891.51551783744,89803.03103567488,89882.06591120025,20000,10,True,46,0.0001871462696763,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,77,D1,Poisson,identity,-97180.8129577355,194365.625915471,194381.43289057608,20000,2,True,8,0.000542458023379,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,77,D1,NB,identity,-46694.45423684125,93394.9084736825,93418.6189363401,20000,3,True,12,8.395150757781189e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,77,D1,ZIP,identity,-70458.16306958899,140924.32613917798,140955.94008938814,20000,4,True,11,0.0001267955015752,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,77,D1,ZINB,identity,-45950.40590582355,91910.8118116471,91950.32924940978,20000,5,True,17,0.0001569909272366,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,77,D1,P+NB,identity,-45334.24735971026,90680.49471942052,90727.91564473574,20000,6,True,13,3.499353365121749e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,77,D1,Z+P+NB,identity,-44794.49442529861,89604.98885059722,89668.2167510175,20000,8,True,19,0.0010469068630116,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,77,D1,ZIP--ZINB,identity,-44726.77855386976,89473.55710773953,89552.5919832649,20000,10,True,16,0.0001173735242721,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,76,D1,Poisson,identity,-100940.65939850136,201885.3187970027,201901.12577210777,20000,2,True,7,0.0001680995268279,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,76,D1,NB,identity,-46999.281260338495,94004.562520677,94028.2729833346,20000,3,True,9,0.0002630594090291,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,76,D1,ZIP,identity,-72528.85919114327,145065.71838228655,145097.3323324967,20000,4,True,12,0.0003999386601998,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,76,D1,ZINB,identity,-46277.47475731374,92564.94951462749,92604.46695239015,20000,5,True,14,0.0001272887651961,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,76,D1,P+NB,identity,-45698.61583629722,91409.23167259444,91456.65259790966,20000,6,True,19,0.0002487971202711,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,76,D1,Z+P+NB,identity,-45136.781775184165,90289.56355036832,90352.79145078862,20000,8,True,32,0.0006810655130388,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,76,D1,ZIP--ZINB,identity,-45056.20442374321,90132.40884748644,90211.4437230118,20000,10,True,41,0.0002426957505861,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,78,D1,Poisson,identity,-97221.14095378068,194446.2819075613,194462.08888266643,20000,2,True,6,1.6590963697715733e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,78,D1,NB,identity,-46354.52053451385,92715.0410690277,92738.75153168532,20000,3,True,10,7.706926204539832e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,78,D1,ZIP,identity,-70084.9719868887,140177.9439737774,140209.55792398757,20000,4,True,12,0.0015176192808023,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,78,D1,ZINB,identity,-45568.893607777165,91147.78721555432,91187.304653317,20000,5,True,18,0.0001100382112798,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,78,D1,P+NB,identity,-44991.46625250844,89994.93250501688,90042.3534303321,20000,6,True,39,2.419001511810848e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,78,D1,Z+P+NB,identity,-44416.964050415234,88849.92810083047,88913.15600125075,20000,8,True,23,0.000845230893484,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,78,D1,ZIP--ZINB,identity,-44342.36792775939,88704.73585551878,88783.77073104415,20000,10,True,41,0.000208964923194,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,79,D1,Poisson,identity,-99985.3936678838,199974.7873357676,199990.59431087264,20000,2,True,8,6.403762012124892e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,79,D1,NB,identity,-46567.2124630757,93140.4249261514,93164.135388809,20000,3,True,13,0.0002660392635007,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,79,D1,ZIP,identity,-72004.24000528405,144016.4800105681,144048.09396077826,20000,4,True,11,0.0002597275268537,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,79,D1,ZINB,identity,-45835.42030596502,91680.84061193003,91720.35804969272,20000,5,True,17,0.0001656028363659,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,79,D1,P+NB,identity,-45084.15238426847,90180.30476853694,90227.72569385216,20000,6,True,19,0.0001101208773341,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,79,D1,Z+P+NB,identity,-44553.38275301959,89122.76550603918,89185.99340645947,20000,8,True,19,0.0009732519761006,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,79,D1,ZIP--ZINB,identity,-44474.39629339573,88968.79258679146,89047.82746231683,20000,10,True,15,0.0006501398593499,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,80,D1,Poisson,identity,-100435.09387982188,200874.1877596437,200889.9947347488,20000,2,True,9,7.383257955795308e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,80,D1,NB,identity,-46893.13235505199,93792.26471010398,93815.97517276158,20000,3,True,9,7.18537915847528e-07,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,80,D1,ZIP,identity,-72421.98327251559,144851.96654503117,144883.58049524133,20000,4,True,12,0.0004389511028993,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,80,D1,ZINB,identity,-46160.24682959514,92330.49365919028,92370.01109695296,20000,5,True,13,8.5875183086781e-06,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,80,D1,P+NB,identity,-45511.12567525411,91034.25135050822,91081.67227582344,20000,6,True,18,6.049256375062484e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,80,D1,Z+P+NB,identity,-44948.518340974086,89913.03668194817,89976.26458236846,20000,8,True,23,0.0006985544346761,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,80,D1,ZIP--ZINB,identity,-44875.31850935522,89770.63701871043,89849.6718942358,20000,10,True,17,0.0001256796881712,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,82,D1,Poisson,identity,-95679.53699804124,191363.07399608247,191378.88097118755,20000,2,True,6,4.966963120350831e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,82,D1,NB,identity,-46222.452263094325,92450.90452618863,92474.61498884624,20000,3,True,8,0.0001141542529432,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,82,D1,ZIP,identity,-68875.9063286571,137759.8126573142,137791.42660752436,20000,4,True,12,0.000333855370937,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,82,D1,ZINB,identity,-45424.092680936046,90858.18536187208,90897.70279963478,20000,5,True,14,0.0002404174968779,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,82,D1,P+NB,identity,-44883.83612820552,89779.67225641104,89827.09318172626,20000,6,True,27,3.810666393633255e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,82,D1,Z+P+NB,identity,-44298.88044631272,88613.76089262545,88676.98879304573,20000,8,True,21,0.0001741237779629,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,82,D1,ZIP--ZINB,identity,-44222.60996257832,88465.21992515665,88544.25480068201,20000,10,True,14,4.904873155936462e-06,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,83,D1,Poisson,identity,-96379.50278863365,192763.0055772673,192778.8125523724,20000,2,True,7,2.421216416292893e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,83,D1,NB,identity,-46577.85794058582,93161.71588117164,93185.42634382924,20000,3,True,18,9.564932700618922e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,83,D1,ZIP,identity,-69523.01692498161,139054.03384996322,139085.64780017338,20000,4,True,13,0.0001774455445539,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,83,D1,ZINB,identity,-45730.15222608103,91470.30445216206,91509.82188992474,20000,5,True,20,0.0001845585740412,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,83,D1,P+NB,identity,-45269.169169956906,90550.3383399138,90597.75926522903,20000,6,True,15,9.969696823142192e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,83,D1,Z+P+NB,identity,-44626.32075121866,89268.64150243733,89331.86940285761,20000,8,True,27,0.0005059206014751,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,83,D1,ZIP--ZINB,identity,-44569.55458491209,89159.10916982418,89238.14404534955,20000,10,True,47,8.979943983078442e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,81,D1,Poisson,identity,-97561.92455488468,195127.84910976933,195143.6560848744,20000,2,True,6,0.0006171872211855,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,81,D1,NB,identity,-46389.51777172448,92785.03554344896,92808.74600610656,20000,3,True,8,2.158620948630729e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,81,D1,ZIP,identity,-70373.34388451061,140754.68776902123,140786.3017192314,20000,4,True,14,0.0009577262859469,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,81,D1,ZINB,identity,-45657.10432495498,91324.20864990995,91363.72608767264,20000,5,True,15,6.712845792089528e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,81,D1,P+NB,identity,-45113.59351415468,90239.18702830936,90286.60795362458,20000,6,True,48,0.0001623610356782,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,81,D1,Z+P+NB,identity,-44571.82620815818,89159.65241631636,89222.88031673664,20000,8,True,18,0.0003533470896243,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,81,D1,ZIP--ZINB,identity,-44515.00898764405,89050.0179752881,89129.05285081346,20000,10,True,40,0.0015788953360131,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,86,D1,Poisson,identity,-98559.11369596128,197122.22739192256,197138.0343670277,20000,2,True,8,0.0001738974518357,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,86,D1,NB,identity,-46763.238178675645,93532.47635735128,93556.1868200089,20000,3,True,8,0.0001023332190071,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,86,D1,ZIP,identity,-71094.80160051884,142197.60320103768,142229.21715124784,20000,4,True,11,0.0001165519984281,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,86,D1,ZINB,identity,-45993.45827217851,91996.91654435702,92036.4339821197,20000,5,True,18,6.49444747475858e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,86,D1,P+NB,identity,-45385.05388495121,90782.10776990242,90829.52869521764,20000,6,True,15,8.079607634857433e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,86,D1,Z+P+NB,identity,-44794.35113396625,89604.7022679325,89667.93016835279,20000,8,True,29,0.0005309264351567,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,86,D1,ZIP--ZINB,identity,-44728.81857664014,89477.63715328027,89556.67202880564,20000,10,True,43,0.00016125909044,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,84,D1,Poisson,identity,-97706.92395066407,195417.8479013281,195433.65487643323,20000,2,True,7,4.535281646611544e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,84,D1,NB,identity,-46380.16702301916,92766.33404603832,92790.04450869592,20000,3,True,10,0.0001098318636036,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,84,D1,ZIP,identity,-70030.55205509672,140069.10411019344,140100.7180604036,20000,4,True,12,0.0001536186867576,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,84,D1,ZINB,identity,-45567.11989093998,91144.23978187997,91183.75721964263,20000,5,True,15,0.0002439307102725,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,84,D1,P+NB,identity,-45060.75323625823,90133.50647251646,90180.92739783168,20000,6,True,18,0.0001769852422028,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,84,D1,Z+P+NB,identity,-44449.19319333976,88914.38638667951,88977.6142870998,20000,8,True,19,0.0001629995674294,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,84,D1,ZIP--ZINB,identity,-44346.503605132144,88713.00721026429,88792.04208578965,20000,10,True,16,0.0005963382959203,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,85,D1,Poisson,identity,-97073.46225173215,194150.9245034643,194166.7314785694,20000,2,True,7,7.033464688558505e-05,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,85,D1,NB,identity,-46106.84828638469,92219.69657276938,92243.40703542698,20000,3,True,10,7.69065243133582e-06,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,85,D1,ZIP,identity,-70015.3292875048,140038.6585750096,140070.27252521977,20000,4,True,11,0.0002798095694442,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,85,D1,ZINB,identity,-45331.680721073055,90673.36144214612,90712.8788799088,20000,5,True,18,0.0007620665337159,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,85,D1,P+NB,identity,-44666.12920261832,89344.25840523663,89391.67933055185,20000,6,True,17,0.0003007210791849,not_computed,,0,Optimization terminated successfully,
D1,Dataset 1,85,D1,Z+P+NB,identity,-44100.41936931528,88216.83873863055,88280.06663905084,20000,8,True,27,0.0006677938739442,not_computed,,0,Optimization terminated successfully,
