Scenario,Dataset,Rep,Model,fit_elapsed_sec,success,nit,grad_norm_inf
D3,Dataset 3,27,NB,5.758164405822754,True,22,3285.8528924892576
D3,Dataset 3,27,ZIP,5.519830703735352,True,14,4.894153027892867e-05
D3,Dataset 3,27,ZINB,12.437288999557495,True,18,0.0012382645321972127
D3,Dataset 3,27,P+NB,42.01512432098389,True,80,1608.1036126868692
D3,Dataset 3,27,Z+P+NB,39.77100419998169,True,26,0.00022368385397442125
D3,Dataset 3,27,ZIP--ZINB,69.2775194644928,True,19,0.00013309536494147175
D3,Dataset 3,30,Poisson,1.308851718902588,True,15,9325.44117933206
D3,Dataset 3,30,NB,4.98688268661499,True,14,0.001175092453714749
D3,Dataset 3,30,ZIP,9.030925750732422,True,16,7.287429827063097e-05
D3,Dataset 3,30,ZINB,7.871335744857788,True,27,0.0002827984301507769
D3,Dataset 3,30,P+NB,24.74074697494507,True,37,1480.17919001918
D3,Dataset 3,30,Z+P+NB,37.95140480995178,True,14,0.00010527139444697561
D3,Dataset 3,30,ZIP--ZINB,72.32142782211304,True,16,0.0004106586801263367
D3,Dataset 3,31,Poisson,1.0365724563598633,True,15,9452.98245153343
D3,Dataset 3,31,NB,5.264663934707642,True,14,0.0007808826484545089
D3,Dataset 3,31,ZIP,7.2829430103302,True,15,1.7303787412270566e-05
D3,Dataset 3,31,ZINB,8.445589303970337,True,22,0.00011176436805321321
D3,Dataset 3,31,P+NB,28.95272922515869,True,24,1424.5507108458994
D3,Dataset 3,31,Z+P+NB,33.85999155044556,True,28,3.930160421994344e-05
D3,Dataset 3,31,ZIP--ZINB,76.14518809318542,True,53,0.00018375117569977006
D3,Dataset 3,34,Poisson,1.4782228469848633,True,13,12135.204794795067
D3,Dataset 3,34,NB,5.6280577182769775,True,17,1183.5614687482275
D3,Dataset 3,34,ZIP,8.319187879562378,True,14,0.00047623596975068794
D3,Dataset 3,34,ZINB,13.05326795578003,True,14,0.00010132957608771642
D3,Dataset 3,34,P+NB,29.00311279296875,True,30,1436.5643205398144
D3,Dataset 3,34,Z+P+NB,34.219367027282715,True,14,0.0005037440413291766
D3,Dataset 3,34,ZIP--ZINB,65.51717329025269,True,30,0.0001599839941625672
D3,Dataset 3,36,Poisson,1.3082294464111328,True,9,4251.11260156151
D3,Dataset 3,36,NB,6.409584283828735,True,15,0.0003127339488443459
D3,Dataset 3,36,ZIP,9.47864818572998,True,16,0.00029070907523565115
D3,Dataset 3,36,ZINB,10.324257612228394,True,16,0.0003931714120452845
D3,Dataset 3,36,P+NB,23.86972713470459,True,30,1548.3933218033296
D3,Dataset 3,36,Z+P+NB,32.812068939208984,True,14,0.000113447732238885
D3,Dataset 3,36,ZIP--ZINB,73.17376756668091,True,16,0.0001868471146640703
D3,Dataset 3,33,Poisson,1.720172643661499,True,12,11749.975375531934
D3,Dataset 3,33,NB,4.856625556945801,True,15,1542.3823459752675
D3,Dataset 3,33,ZIP,6.642413854598999,True,14,5.316095056576153e-05
D3,Dataset 3,33,ZINB,11.791312217712402,True,18,7.023929529799411e-05
D3,Dataset 3,33,P+NB,24.973580598831177,True,27,1569.8066112510403
D3,Dataset 3,33,Z+P+NB,42.83158349990845,True,22,0.00022316142327771793
D3,Dataset 3,33,ZIP--ZINB,68.12626814842224,True,17,8.19833821817384e-05
D3,Dataset 3,39,Poisson,1.7567431926727295,True,19,13865.330291670782
D3,Dataset 3,39,NB,5.8683600425720215,True,22,3391.471617839779
D3,Dataset 3,39,ZIP,8.763916969299316,True,13,5.7021991903827285e-05
D3,Dataset 3,39,ZINB,13.39466381072998,True,20,0.0002344594157780433
D3,Dataset 3,39,P+NB,21.477061986923218,True,28,1592.5476556846513
D3,Dataset 3,39,Z+P+NB,39.2104218006134,True,13,0.00025605392697225504
D3,Dataset 3,39,ZIP--ZINB,65.1462242603302,True,46,0.00031810455475717037
D3,Dataset 3,38,Poisson,2.017803430557251,True,17,13143.297224400038
D3,Dataset 3,38,NB,5.509500741958618,True,14,2833.544970579223
D3,Dataset 3,38,ZIP,5.558201551437378,True,15,6.998730506452278e-05
D3,Dataset 3,38,ZINB,11.736357927322388,True,19,0.0002064481244904784
D3,Dataset 3,38,P+NB,22.137208938598633,True,34,1366.4121747204974
D3,Dataset 3,38,Z+P+NB,37.855165243148804,True,24,0.0005544350713833635
D3,Dataset 3,38,ZIP--ZINB,72.96107268333435,True,19,0.00034468888230365646
D3,Dataset 3,32,Poisson,1.39268159866333,True,15,13165.283604878385
D3,Dataset 3,32,NB,6.6030659675598145,True,19,3199.24451402208
D3,Dataset 3,32,ZIP,6.480635404586792,True,13,8.01480525642051e-05
D3,Dataset 3,32,ZINB,14.487631559371948,True,20,0.00012336802705215089
D3,Dataset 3,32,P+NB,26.753885984420776,True,36,1563.3926757748652
D3,Dataset 3,32,Z+P+NB,39.057175397872925,True,17,0.00035226475114091826
D3,Dataset 3,32,ZIP--ZINB,75.5176694393158,True,18,0.00013462083308268813
D3,Dataset 3,40,Poisson,1.4595494270324707,True,15,9057.005900332719
D3,Dataset 3,40,NB,8.048624992370605,True,16,0.012430456980083326
D3,Dataset 3,40,ZIP,6.456556081771851,True,10,0.00019160095310671865
D3,Dataset 3,40,ZINB,9.644149780273438,True,17,0.00022802085506767877
D3,Dataset 3,40,P+NB,31.009835481643677,True,32,1530.01721872591
D3,Dataset 3,40,Z+P+NB,35.32317757606506,True,14,2.1633913418195316e-05
D3,Dataset 3,40,ZIP--ZINB,71.50518870353699,True,16,0.00020619634395915853
D3,Dataset 3,41,Poisson,1.4114933013916016,True,12,12783.595128972182
D3,Dataset 3,41,NB,5.436296224594116,True,18,2830.801701044905
D3,Dataset 3,41,ZIP,7.225629568099976,True,14,6.291898691212431e-05
D3,Dataset 3,41,ZINB,11.629502534866333,True,16,0.0001843193549312394
D3,Dataset 3,41,P+NB,29.893161296844482,True,38,1421.4607824441302
D3,Dataset 3,41,Z+P+NB,37.02860140800476,True,24,0.0003896742205082848
D3,Dataset 3,41,ZIP--ZINB,69.15598154067993,True,18,0.00020683341670885147
D3,Dataset 3,35,Poisson,0.9995484352111816,True,16,12847.349299586469
D3,Dataset 3,35,NB,7.14480996131897,True,12,2886.222528558179
D3,Dataset 3,35,ZIP,7.065069675445557,True,14,0.0002870845592780613
D3,Dataset 3,35,ZINB,14.091577768325806,True,18,4.0062484550955346e-05
D3,Dataset 3,35,P+NB,30.421045780181885,True,47,1462.010290929083
D3,Dataset 3,35,Z+P+NB,36.29238724708557,True,12,7.858370361546463e-05
D3,Dataset 3,35,ZIP--ZINB,82.49492478370667,True,14,6.986719498017213e-05
D3,Dataset 3,37,Poisson,1.2028472423553467,True,15,12614.40162027253
D3,Dataset 3,37,NB,5.324815988540649,True,19,1557.9908566512504
D3,Dataset 3,37,ZIP,6.770871162414551,True,11,5.361511555815324e-05
D3,Dataset 3,37,ZINB,18.20538020133972,True,16,0.0003256974657733754
D3,Dataset 3,37,P+NB,39.96613073348999,True,31,1127.5530806915697
D3,Dataset 3,37,Z+P+NB,38.06260371208191,True,15,6.695012083568486e-05
D3,Dataset 3,37,ZIP--ZINB,70.94386839866638,True,44,0.00037853398524016063
D3,Dataset 3,44,Poisson,1.3100461959838867,True,17,11810.52821965592
D3,Dataset 3,44,NB,5.818463325500488,True,12,1659.7046265696945
D3,Dataset 3,44,ZIP,8.255007028579712,True,14,5.136419107132362e-05
D3,Dataset 3,44,ZINB,11.474780797958374,True,17,0.00034488668318688465
D3,Dataset 3,44,P+NB,29.477127075195312,True,20,1494.441797247112
D3,Dataset 3,44,Z+P+NB,37.862648010253906,True,23,2.9440012915882274e-05
D3,Dataset 3,44,ZIP--ZINB,70.27405333518982,True,17,0.0003134200937292702
D3,Dataset 3,42,Poisson,1.272338628768921,True,15,14926.77316847874
D3,Dataset 3,42,NB,7.09079384803772,True,14,4335.104201578424
D3,Dataset 3,42,ZIP,4.985898733139038,True,13,3.661958746029037e-05
D3,Dataset 3,42,ZINB,14.737032890319824,True,14,3.6129142322838606e-05
D3,Dataset 3,42,P+NB,31.64431071281433,True,26,2594.8819410023702
D3,Dataset 3,42,Z+P+NB,35.12801265716553,True,25,0.00011207861104395311
D3,Dataset 3,42,ZIP--ZINB,70.90603256225586,True,15,4.0807255764718775e-05
D3,Dataset 3,43,Poisson,1.7097718715667725,True,15,14074.592419133982
D3,Dataset 3,43,NB,6.5757529735565186,True,21,3832.850197664137
D3,Dataset 3,43,ZIP,8.006308794021606,True,13,0.00016359500655732662
D3,Dataset 3,43,ZINB,13.732842206954956,True,15,5.109480414504375e-05
