Dataset,Link,RestrictedModel,ObservedLRT,BootstrapPValue,BootstrapRepsRequested,BootstrapRepsSucceeded,BootstrapMeanLRT,BootstrapQ95,ElapsedSec
H2AX4H100,identity,P+NB,8.222365863797677,0.036,499,499,2.9094891715394184,6.909846127516931,218.39596009254456
