Dataset,Link,RestrictedModel,ObservedLRT,BootstrapPValue,BootstrapRepsRequested,BootstrapRepsSucceeded,BootstrapMeanLRT,BootstrapQ95,ElapsedSec
C3,log,Poisson,781.890276248203,0.01,99,99,3.2547793159865526,8.663378773380815,112.43926644325256
