Scenario,Dataset,Rep,Model,Index,Value
D1,Dataset 1,0,ZIP--ZINB,0,0.030558679993782027
D1,Dataset 1,0,ZIP--ZINB,1,2.5491372130846344
D1,Dataset 1,0,ZIP--ZINB,2,-0.1193752835927786
D1,Dataset 1,0,ZIP--ZINB,3,-25.0
D1,Dataset 1,0,ZIP--ZINB,4,9.132220723778378
D1,Dataset 1,0,ZIP--ZINB,5,2.635029727389719
D1,Dataset 1,0,ZIP--ZINB,6,5.477458757134806
D1,Dataset 1,0,ZIP--ZINB,7,1.263059397782186
D1,Dataset 1,0,ZIP--ZINB,8,-0.9821058629032527
D1,Dataset 1,0,ZIP--ZINB,9,-1.6306922946001334
