Scenario,Dataset,n,Rep,Coefficient,CoefficientLatex,true,estimate,success,Log-Likelihood,AIC,BIC
D1,Dataset 1,50,0,beta_z[0],$\beta_{10}$,2.0,3.0477730140334085,True,-92.18247901756746,204.36495803513492,223.48518808941637
D1,Dataset 1,50,0,beta_z[1],$\beta_{11}$,1.0,-0.08917197639898027,True,-92.18247901756746,204.36495803513492,223.48518808941637
D1,Dataset 1,50,0,gamma_z[0],$\gamma_{10}$,-2.0,-1.619343757532972,True,-92.18247901756746,204.36495803513492,223.48518808941637
D1,Dataset 1,50,0,gamma_z[1],$\gamma_{11}$,1.0,0.6035948351714145,True,-92.18247901756746,204.36495803513492,223.48518808941637
D1,Dataset 1,50,0,beta_nb[0],$\beta_{20}$,4.0,19.428953327693236,True,-92.18247901756746,204.36495803513492,223.48518808941637
D1,Dataset 1,50,0,beta_nb[1],$\beta_{21}$,3.5,-1.303695580730637,True,-92.18247901756746,204.36495803513492,223.48518808941637
D1,Dataset 1,50,0,gamma_nb[0],$\gamma_{20}$,1.0,25.0,True,-92.18247901756746,204.36495803513492,223.48518808941637
D1,Dataset 1,50,0,gamma_nb[1],$\gamma_{21}$,-3.0,-14.401463481038732,True,-92.18247901756746,204.36495803513492,223.48518808941637
