Scenario,Dataset,Rep,RestrictedModel,FullModel,RestrictedLogLik,FullLogLik,LRT,df,boundary_dim,p_value,reject,method
D1,Dataset 1,0,Poisson,ZIP--ZINB,-262.32583650276194,-142.0476748806975,240.55632324412886,nan,2,1.6001579493384517e-53,True,chi-bar² heuristic; k=2
D1,Dataset 1,0,NB,ZIP--ZINB,-148.3498206403822,-142.0476748806975,12.604291519369383,nan,2,0.000650523229566466,True,chi-bar² heuristic; k=2
D1,Dataset 1,0,P+NB,ZIP--ZINB,-147.3490143965054,-142.0476748806975,10.602679031615764,nan,2,0.0018108476141223038,True,chi-bar² heuristic; k=2
D1,Dataset 1,0,ZIP,ZIP--ZINB,-198.20220269134722,-142.0476748806975,112.30905562129942,nan,1,1.528680330670613e-26,True,chi-bar² heuristic; k=1
D1,Dataset 1,0,ZINB,ZIP--ZINB,-145.25798489296346,-142.0476748806975,6.4206200245319,nan,1,0.005640138546151568,True,chi-bar² heuristic; k=1
D1,Dataset 1,0,Z+P+NB,ZIP--ZINB,-144.0154983274226,-142.0476748806975,3.935646893450155,2,0,0.13976072206229792,False,chi²(df=2)
