Dataset,Link,RestrictedModel,ObservedLRT,BootstrapPValue,BootstrapRepsRequested,BootstrapRepsSucceeded,BootstrapMeanLRT,BootstrapQ95,ElapsedSec
H2AX4H100,log,P+NB,6.665201246116794,0.05,99,99,2.359916340732727,6.435549654507939,41.3803825378418
