Scenario,Dataset,Model,mean_sec,median_sec,sd_sec,n_fits
D3,Dataset 3,Poisson,1.4892418527603148,1.4604864120483398,0.27437143744190534,100
D3,Dataset 3,NB,6.274629549980164,6.152180552482605,0.8181345354873907,100
D3,Dataset 3,ZIP,7.370409107208252,7.355871081352234,1.1233031966692346,100
D3,Dataset 3,ZINB,12.25143820285797,12.362874031066895,2.0089643191240785,100
D3,Dataset 3,P+NB,28.08093203306198,27.19918191432953,4.315658286529754,100
D3,Dataset 3,Z+P+NB,37.86406760215759,37.81341350078583,3.7235569277128144,100
D3,Dataset 3,ZIP--ZINB,72.70958763599396,71.87545073032379,7.392887827317767,100
