Dataset,Link,RestrictedModel,ObservedLRT,BootstrapPValue,BootstrapRepsRequested,BootstrapRepsSucceeded,BootstrapMeanLRT,BootstrapQ95,ElapsedSec
C3,log,Z+P+NB,0.5160862832526618,0.83,99,99,2.4309417307876715,7.564252644951739,186.28692054748535
