Dataset,Link,RestrictedModel,ObservedLRT,BootstrapPValue,BootstrapRepsRequested,BootstrapRepsSucceeded,BootstrapMeanLRT,BootstrapQ95,ElapsedSec
H2AX1H60,log,ZIP,72.27180672096847,0.01,99,99,3.7841361051754197,10.737534507960072,36.25706100463867
