Scenario,Dataset,Rep,Parameter,true,estimate
D1,Dataset 1,61,lambda,3.4988772522960345,3.4987657916628
D1,Dataset 1,61,pi,0.39501060383711745,0.40614377682076974
D1,Dataset 1,61,varphi,9.246070383036121,9.069096784940037
D1,Dataset 1,61,alpha,1.5,1.4742583353630405
D1,Dataset 1,61,omega,0.14497306740831373,0.12590643569093815
D1,Dataset 1,60,rho,0.7,0.6811374285565093
D1,Dataset 1,60,lambda,3.502558509178873,3.5054168349008026
D1,Dataset 1,60,pi,0.3960968633586841,0.3896293639836821
D1,Dataset 1,60,varphi,9.258954782126056,8.8201730491667
D1,Dataset 1,60,alpha,1.5,1.5438631634321678
D1,Dataset 1,60,omega,0.14594466026934322,0.16255261382691863
D1,Dataset 1,67,rho,0.7,0.718597461898307
D1,Dataset 1,67,lambda,3.502262073980463,3.477895375239472
D1,Dataset 1,67,pi,0.39592714602032636,0.39844998876627796
D1,Dataset 1,67,varphi,9.257917258931622,9.570340074503433
D1,Dataset 1,67,alpha,1.5,1.4526969428921992
D1,Dataset 1,67,omega,0.14555859044358344,0.15097302709448077
D1,Dataset 1,68,rho,0.7,0.7057182709222252
D1,Dataset 1,68,lambda,3.5031624384993467,3.521159642420417
D1,Dataset 1,68,pi,0.3960209196853393,0.4083931178182023
D1,Dataset 1,68,varphi,9.261068534747713,9.64576107576515
D1,Dataset 1,68,alpha,1.5,1.4108946393465447
D1,Dataset 1,68,omega,0.14446449292724467,0.1459338380370194
D1,Dataset 1,70,rho,0.7,0.7083733696544743
D1,Dataset 1,70,lambda,3.499146516630234,3.488856615103717
D1,Dataset 1,70,pi,0.3951017770934026,0.3988387272248454
D1,Dataset 1,70,varphi,9.24701280820582,9.367920713409934
D1,Dataset 1,70,alpha,1.5,1.5143811157137674
D1,Dataset 1,70,omega,0.1448535761647397,0.15156656515023095
D1,Dataset 1,64,rho,0.7,0.7084382167268586
D1,Dataset 1,64,lambda,3.509812267086897,3.513735853739723
D1,Dataset 1,64,pi,0.3975830805655936,0.3963903458445752
D1,Dataset 1,64,varphi,9.284342934804137,9.372333925937296
D1,Dataset 1,64,alpha,1.5,1.5078744157916182
D1,Dataset 1,64,omega,0.1442233931856846,0.15001939026540623
D1,Dataset 1,63,rho,0.7,0.7002266787305045
D1,Dataset 1,63,lambda,3.4951118683136055,3.5116817987804176
D1,Dataset 1,63,pi,0.3946876303425324,0.397200844931132
D1,Dataset 1,63,varphi,9.23289153909762,9.304120915357437
D1,Dataset 1,63,alpha,1.5,1.496872630796302
D1,Dataset 1,63,omega,0.14885642036925828,0.14144015357964485
D1,Dataset 1,65,rho,0.7,0.722252732666182
D1,Dataset 1,65,lambda,3.502247444888213,3.4000183990237085
D1,Dataset 1,65,pi,0.3959020926139511,0.40804204855320925
