Scenario,Dataset,Rep,Model,fit_elapsed_sec,success,nit,grad_norm_inf
D1,Dataset 1,94,Z+P+NB,26.337517976760864,True,27,0.0004593733274869394
D1,Dataset 1,94,ZIP--ZINB,49.40629696846008,True,40,0.00023833675868978332
D1,Dataset 1,96,Poisson,0.7386066913604736,True,7,2.303332937092506e-05
D1,Dataset 1,96,NB,1.8572773933410645,True,8,7.150960449564536e-06
D1,Dataset 1,96,ZIP,3.471764087677002,True,12,0.002977022982442623
D1,Dataset 1,96,ZINB,10.920423746109009,True,14,0.0006710239910905358
D1,Dataset 1,96,P+NB,10.860169887542725,True,21,0.0002536644557444845
D1,Dataset 1,96,Z+P+NB,31.669512510299683,True,20,0.00017154770526239815
D1,Dataset 1,96,ZIP--ZINB,50.511449098587036,True,45,0.0008422847924111077
D1,Dataset 1,99,Poisson,0.6958720684051514,True,8,0.0001642090967173826
D1,Dataset 1,99,NB,2.174837589263916,True,9,0.00013795105933667173
D1,Dataset 1,99,ZIP,5.597429275512695,True,12,1.2598037439096044e-05
D1,Dataset 1,99,ZINB,10.89119029045105,True,16,0.002310686395445351
D1,Dataset 1,99,P+NB,10.687545776367188,True,16,0.0006989252733689
D1,Dataset 1,99,Z+P+NB,27.97878646850586,True,25,0.0004502510303807314
D1,Dataset 1,99,ZIP--ZINB,52.94079828262329,True,15,7.05631163442147e-05
D2,Dataset 2,3,Poisson,0.7525219917297363,True,17,5998.7081214803275
D2,Dataset 2,3,NB,2.399108409881592,True,21,0.005277085797027764
D2,Dataset 2,3,ZIP,3.910599946975708,True,15,5.683590038174646e-05
D2,Dataset 2,3,ZINB,7.603224277496338,True,21,0.0006795483568078353
D2,Dataset 2,3,P+NB,10.268509149551392,True,40,0.014980841141382012
D2,Dataset 2,3,Z+P+NB,19.64428997039795,True,18,0.00017283612698715256
D2,Dataset 2,3,ZIP--ZINB,40.61214828491211,True,17,0.00022816245424892023
D1,Dataset 1,97,Poisson,0.34727907180786133,True,8,0.00046262579146716387
D1,Dataset 1,97,NB,2.38901424407959,True,8,7.491540241358341e-05
D1,Dataset 1,97,ZIP,5.872612953186035,True,12,0.00029226595431711133
D1,Dataset 1,97,ZINB,12.107326984405518,True,16,0.00043127858291047705
D1,Dataset 1,97,P+NB,12.006266832351685,True,18,8.185490069457721e-05
D1,Dataset 1,97,Z+P+NB,27.747625827789307,True,20,0.0003498682644647033
D1,Dataset 1,97,ZIP--ZINB,53.35007357597351,True,16,0.0002451945966362515
D1,Dataset 1,98,Poisson,0.6137027740478516,True,6,0.00023428742760112087
D1,Dataset 1,98,NB,1.9097564220428467,True,8,0.00011741769065859442
D1,Dataset 1,98,ZIP,6.062717914581299,True,13,0.0008501943099425979
D1,Dataset 1,98,ZINB,22.70975351333618,True,26,0.0022168164223554943
D1,Dataset 1,98,P+NB,8.224236726760864,True,16,0.0002578631624405858
D1,Dataset 1,98,Z+P+NB,32.47787880897522,True,25,0.000347131679859336
D1,Dataset 1,98,ZIP--ZINB,46.684096813201904,True,16,0.00015869155867065388
D2,Dataset 2,2,Poisson,0.7366604804992676,True,14,5846.288188330831
D2,Dataset 2,2,NB,3.722374677658081,True,40,0.00013036321290388342
D2,Dataset 2,2,ZIP,5.984998941421509,True,17,6.476510782164275e-05
D2,Dataset 2,2,ZINB,7.388622522354126,True,20,0.0015449058078904135
D2,Dataset 2,2,P+NB,18.43475914001465,True,52,1795.6024847558174
D2,Dataset 2,2,Z+P+NB,20.748247146606445,True,41,0.000136679143088847
D2,Dataset 2,2,ZIP--ZINB,42.25016760826111,True,15,0.0003778440424768714
D2,Dataset 2,4,Poisson,0.9352598190307617,True,16,5952.932006799634
D2,Dataset 2,4,NB,3.0448248386383057,True,19,0.000473073966382187
D2,Dataset 2,4,ZIP,4.594013452529907,True,15,3.581698374092307e-05
D2,Dataset 2,4,ZINB,5.713124752044678,True,22,0.0001635680324016198
D2,Dataset 2,4,P+NB,16.74951195716858,True,79,2204.922658124762
D2,Dataset 2,4,Z+P+NB,20.50222635269165,True,68,9.832896587330664e-05
D2,Dataset 2,4,ZIP--ZINB,69.47970247268677,True,30,0.00029792531983655057
D2,Dataset 2,5,Poisson,0.8034372329711914,True,13,3107.9531538097053
D2,Dataset 2,5,NB,3.2378592491149902,True,14,8.448371247387742e-05
D2,Dataset 2,5,ZIP,3.450631618499756,True,13,2.2380304735988843e-05
D2,Dataset 2,5,ZINB,4.529667854309082,True,29,0.0001438283512666949
D2,Dataset 2,5,P+NB,12.072454452514648,True,17,288.29287596297866
D2,Dataset 2,5,Z+P+NB,22.23093605041504,True,31,0.0002451629015056689
D2,Dataset 2,5,ZIP--ZINB,31.223339796066284,True,24,0.0006913164803376004
D2,Dataset 2,6,Poisson,0.9326505661010742,True,15,829.3346725268996
D2,Dataset 2,6,NB,4.122735261917114,True,14,0.002695404585518535
D2,Dataset 2,6,ZIP,6.3728790283203125,True,12,0.00018901372485333884
D2,Dataset 2,6,ZINB,5.056301593780518,True,27,0.0006271611784060167
D2,Dataset 2,6,P+NB,11.276445150375366,True,50,963.6192372097538
D2,Dataset 2,6,Z+P+NB,17.113765239715576,True,30,9.746810854044385e-05
D2,Dataset 2,6,ZIP--ZINB,38.989152908325195,True,15,0.0005173922627284659
D2,Dataset 2,8,Poisson,1.0033645629882812,True,16,11309.334981524155
D2,Dataset 2,8,NB,3.93385910987854,True,23,1312.921056336148
D2,Dataset 2,8,ZIP,8.635658025741577,True,17,0.0005779204115887726
D2,Dataset 2,8,ZINB,6.978502511978149,True,24,0.0007370383929561908
D2,Dataset 2,8,P+NB,14.715633869171143,True,64,2674.0719871586825
D2,Dataset 2,8,Z+P+NB,21.22946834564209,True,24,9.043742973524616e-05
D2,Dataset 2,8,ZIP--ZINB,30.500189065933228,True,40,0.0004411096173831952
D2,Dataset 2,16,Poisson,0.9202449321746826,True,11,8568.787814037247
D2,Dataset 2,16,NB,2.6648449897766113,True,15,0.000325017318992973
D2,Dataset 2,16,ZIP,6.509315490722656,True,14,2.756762744844654e-05
D2,Dataset 2,16,ZINB,7.676433324813843,True,24,0.00015028677263247137
D2,Dataset 2,16,P+NB,10.17570686340332,True,69,0.00038812013042405225
D2,Dataset 2,16,Z+P+NB,18.2552707195282,True,29,0.0005958402189990275
D2,Dataset 2,16,ZIP--ZINB,29.68764638900757,True,15,0.00017922003708714662
D2,Dataset 2,11,Poisson,0.6909174919128418,True,11,0.002043251374408084
D2,Dataset 2,11,NB,1.5400669574737549,True,11,0.00033281466519774483
D2,Dataset 2,11,ZIP,5.681645393371582,True,15,9.025341244421614e-05
D2,Dataset 2,11,ZINB,7.830995559692383,True,12,0.00011664573067426964
D2,Dataset 2,11,P+NB,14.287675380706787,True,56,1788.7179780452284
D2,Dataset 2,11,Z+P+NB,22.311373472213745,True,20,0.0004624386062808128
D2,Dataset 2,11,ZIP--ZINB,33.69860124588013,True,29,0.00023016335225314183
D2,Dataset 2,9,Poisson,0.8591485023498535,True,15,9038.586289880644
D2,Dataset 2,9,NB,3.346144676208496,True,14,57.782665108015145
D2,Dataset 2,9,ZIP,4.842688322067261,True,17,8.002741906598665e-06
D2,Dataset 2,9,ZINB,6.142235040664673,True,23,1.475362143565917e-05
D2,Dataset 2,9,P+NB,18.263172149658203,True,53,751.3818699404502
D2,Dataset 2,9,Z+P+NB,21.634618043899536,True,27,0.0005823478112343405
D2,Dataset 2,9,ZIP--ZINB,42.97763729095459,True,27,0.0002557453571373214
D2,Dataset 2,14,Poisson,0.966658353805542,True,11,11512.260152778576
D2,Dataset 2,14,NB,4.502267599105835,True,18,1424.823850741132
D2,Dataset 2,14,ZIP,4.5978052616119385,True,15,3.4135839850346628e-06
D2,Dataset 2,14,ZINB,5.621081590652466,True,25,2.4462521268836523e-05
D2,Dataset 2,14,P+NB,12.84683346748352,True,57,2753.824560788965
D2,Dataset 2,14,Z+P+NB,23.957934141159058,True,24,0.0002993064690474112
D2,Dataset 2,14,ZIP--ZINB,36.132237672805786,True,48,0.000520183827615428
D2,Dataset 2,13,Poisson,0.7845675945281982,True,16,2115.3232401641117
D2,Dataset 2,13,NB,2.415492296218872,True,15,0.0026169098769435115
D2,Dataset 2,13,ZIP,7.219492435455322,True,17,0.00014521221394470096
D2,Dataset 2,13,ZINB,8.010411500930786,True,27,3.600206830167707e-05
D2,Dataset 2,13,P+NB,27.360711574554443,True,61,2527.215786910408
D2,Dataset 2,13,Z+P+NB,18.1771137714386,True,18,0.0005691462253469837
D2,Dataset 2,13,ZIP--ZINB,31.991920471191406,True,29,0.0002852785298941285
D2,Dataset 2,18,Poisson,1.1323246955871582,True,19,11444.042728490691
D2,Dataset 2,18,NB,2.485424280166626,True,33,1657.0393947506689
D2,Dataset 2,18,ZIP,6.2204108238220215,True,17,0.0004189601448887359
D2,Dataset 2,18,ZINB,6.012969732284546,True,24,7.761688837804037e-05
D2,Dataset 2,18,P+NB,12.806165218353271,True,34,1299.2964471399819
D2,Dataset 2,18,Z+P+NB,20.75557827949524,True,37,0.00017022982784475893
D2,Dataset 2,18,ZIP--ZINB,35.1747305393219,True,16,0.0003058175178871636
D2,Dataset 2,15,Poisson,0.5436673164367676,True,14,3537.727770209332
D2,Dataset 2,15,NB,2.3230674266815186,True,11,0.00020072168386922606
D2,Dataset 2,15,ZIP,5.703981876373291,True,15,0.0002034335384412042
D2,Dataset 2,15,ZINB,6.238252878189087,True,21,0.0002428382283544083
D2,Dataset 2,15,P+NB,14.551472902297974,True,63,2813.2328876229735
D2,Dataset 2,15,Z+P+NB,19.09785294532776,True,29,0.0001323242221923926
D2,Dataset 2,15,ZIP--ZINB,45.14127516746521,True,15,0.00022530410826949315
D2,Dataset 2,12,Poisson,0.7469427585601807,True,15,7455.841690426605
D2,Dataset 2,12,NB,3.884356737136841,True,13,365.2722123765307
D2,Dataset 2,12,ZIP,4.712676286697388,True,18,0.00025270596352855446
D2,Dataset 2,12,ZINB,7.378057479858398,True,26,0.00032902672098433783
D2,Dataset 2,12,P+NB,17.93767786026001,True,63,2170.5101423511205
D2,Dataset 2,12,Z+P+NB,20.81167244911194,True,17,3.729516134598487e-05
D2,Dataset 2,12,ZIP--ZINB,46.05869913101196,True,29,0.0001797489110383632
D2,Dataset 2,17,Poisson,0.8505294322967529,True,16,8576.342765962732
D2,Dataset 2,17,NB,4.630948305130005,True,16,488.96424830250965
D2,Dataset 2,17,ZIP,6.350542306900024,True,15,3.0689495289504265e-05
D2,Dataset 2,17,ZINB,4.717505693435669,True,24,0.0003259287069631821
D2,Dataset 2,17,P+NB,18.786216497421265,True,64,1403.9838372308097
D2,Dataset 2,17,Z+P+NB,17.56305480003357,True,25,7.566458334995474e-05
D2,Dataset 2,17,ZIP--ZINB,41.3634672164917,True,50,0.00033404237226564507
D2,Dataset 2,7,Poisson,0.9019949436187744,True,11,0.0036538323039124743
D2,Dataset 2,7,NB,2.9380366802215576,True,24,0.0011555942493868664
D2,Dataset 2,7,ZIP,3.514822244644165,True,14,0.0005653475457759738
D2,Dataset 2,7,ZINB,4.343943357467651,True,24,7.213948692108563e-05
D2,Dataset 2,7,P+NB,13.228359937667847,True,49,1215.682619045776
D2,Dataset 2,7,Z+P+NB,37.3522367477417,True,18,0.0013588833313337156
D2,Dataset 2,7,ZIP--ZINB,57.053550004959106,True,18,8.558828282438646e-05
D2,Dataset 2,10,Poisson,1.1506829261779785,True,14,1338.810810741582
D2,Dataset 2,10,NB,5.026747703552246,True,16,0.00013914089760205806
D2,Dataset 2,10,ZIP,6.985485553741455,True,13,4.1751552080748766e-05
D2,Dataset 2,10,ZINB,5.438334226608276,True,20,0.0003902239073184932
D2,Dataset 2,10,P+NB,18.850649118423462,True,41,2669.891630438902
D2,Dataset 2,10,Z+P+NB,43.08086705207825,True,18,4.3375078315310844e-05
D2,Dataset 2,10,ZIP--ZINB,36.709689140319824,True,19,0.00032533708187720833
D2,Dataset 2,19,Poisson,0.7710182666778564,True,14,7233.966784113925
D2,Dataset 2,19,NB,4.661773920059204,True,13,0.0007549363636095777
D2,Dataset 2,19,ZIP,5.199515342712402,True,15,3.0413192908862463e-05
D2,Dataset 2,19,ZINB,6.095538854598999,True,22,0.000308373568536191
D2,Dataset 2,19,P+NB,11.27067232131958,True,65,2519.6391357092784
D2,Dataset 2,19,Z+P+NB,38.29269361495972,True,33,0.00024147084456416223
D2,Dataset 2,19,ZIP--ZINB,35.1955087184906,True,18,0.0001885243768451339
D2,Dataset 2,20,Poisson,1.0129930973052979,True,17,7756.070789129097
D2,Dataset 2,20,NB,4.482950925827026,True,15,0.00010594095333260611
D2,Dataset 2,20,ZIP,5.8931145668029785,True,17,0.0001876073057414107
D2,Dataset 2,20,ZINB,7.018806219100952,True,28,0.00012051634255363236
D2,Dataset 2,20,P+NB,15.198131322860718,True,71,2229.866875882557
D2,Dataset 2,20,Z+P+NB,22.849318027496338,True,29,0.00012770095983394292
D2,Dataset 2,20,ZIP--ZINB,41.603078842163086,True,27,0.00010456859501956181
D2,Dataset 2,21,Poisson,1.4080073833465576,True,36,0.0021831808511834083
D2,Dataset 2,21,NB,3.763779401779175,True,19,0.00019064753417477598
D2,Dataset 2,21,ZIP,4.876569509506226,True,15,0.00019029652782198703
D2,Dataset 2,21,ZINB,6.10135817527771,True,12,0.00019088242589579418
D2,Dataset 2,21,P+NB,13.950364828109741,True,37,2521.9287480527955
D2,Dataset 2,21,Z+P+NB,22.059258699417114,True,43,6.237919216900423e-05
D2,Dataset 2,21,ZIP--ZINB,39.273131132125854,True,49,0.00023257935281199849
D2,Dataset 2,23,Poisson,0.7040205001831055,True,15,0.013545200166124705
D2,Dataset 2,23,NB,2.8046329021453857,True,16,0.001355554469360351
D2,Dataset 2,23,ZIP,5.088268518447876,True,13,0.00010359175964250178
D2,Dataset 2,23,ZINB,4.949294328689575,True,29,3.1605957939662144e-05
D2,Dataset 2,23,P+NB,12.33030915260315,True,47,2732.677020314579
D2,Dataset 2,23,Z+P+NB,17.844095468521118,True,16,5.2496759276543514e-05
D2,Dataset 2,23,ZIP--ZINB,29.46265983581543,True,78,5.678941240816471e-05
D2,Dataset 2,22,Poisson,0.6713285446166992,True,10,0.0002058369511226399
D2,Dataset 2,22,NB,2.8143835067749023,True,20,0.0005098429767862456
D2,Dataset 2,22,ZIP,4.9997923374176025,True,16,3.306720370518934e-05
D2,Dataset 2,22,ZINB,6.901859521865845,True,12,0.00017685136876366414
D2,Dataset 2,22,P+NB,14.578991413116455,True,50,2476.9501703409364
D2,Dataset 2,22,Z+P+NB,19.58546471595764,True,41,0.00027117764502371244
D2,Dataset 2,22,ZIP--ZINB,40.708558797836304,True,29,0.0001551922095582997
D2,Dataset 2,24,Poisson,0.7196495532989502,True,12,5468.54884300003
D2,Dataset 2,24,NB,3.360722064971924,True,23,0.0012776630082488253
D2,Dataset 2,24,ZIP,3.9407899379730225,True,15,1.5930906799508385e-05
D2,Dataset 2,24,ZINB,5.755172967910767,True,24,0.0005902614211136942
D2,Dataset 2,24,P+NB,13.903913497924805,True,71,2350.8634942946505
D2,Dataset 2,24,Z+P+NB,18.18158721923828,True,29,0.00027206315288808014
D2,Dataset 2,24,ZIP--ZINB,37.94048547744751,True,48,0.00013673341288293617
D2,Dataset 2,25,Poisson,0.882927656173706,True,18,7600.432984412004
D2,Dataset 2,25,NB,2.5738863945007324,True,9,148.35473155612524
D2,Dataset 2,25,ZIP,6.507439613342285,True,12,0.00018737623958464678
D2,Dataset 2,25,ZINB,6.192984342575073,True,12,0.0002791745751475755
D2,Dataset 2,25,P+NB,13.564340353012085,True,83,2017.3043895353005
D2,Dataset 2,25,Z+P+NB,20.804843425750732,True,45,0.0002395910263111034
D2,Dataset 2,25,ZIP--ZINB,32.98143029212952,True,57,0.0003922355763312374
D2,Dataset 2,26,Poisson,0.8033685684204102,True,12,0.000736107761870386
D2,Dataset 2,26,NB,2.2655324935913086,True,18,0.00027630290087823917
D2,Dataset 2,26,ZIP,5.716364145278931,True,16,0.0005457254241240106
D2,Dataset 2,26,ZINB,5.169683456420898,True,12,1.9289754477321355e-05
D2,Dataset 2,26,P+NB,15.460808753967285,True,71,1096.974915127995
D2,Dataset 2,26,Z+P+NB,16.46853804588318,True,36,3.956005710586963e-05
D2,Dataset 2,26,ZIP--ZINB,33.83379602432251,True,31,0.00032244649986387154
D2,Dataset 2,29,Poisson,0.7415409088134766,True,9,0.0008505502585456348
D2,Dataset 2,29,NB,2.830859422683716,True,14,0.00013736980088197015
D2,Dataset 2,29,ZIP,4.573549270629883,True,15,0.00014261185789599118
D2,Dataset 2,29,ZINB,5.325669288635254,True,12,0.00044241171972952964
D2,Dataset 2,29,P+NB,13.230125665664673,True,61,1228.7832571805673
D2,Dataset 2,29,Z+P+NB,18.887646436691284,True,18,6.635345148175986e-05
D2,Dataset 2,29,ZIP--ZINB,33.33618354797363,True,17,6.922507043542747e-05
D2,Dataset 2,30,Poisson,0.7150266170501709,True,13,8338.989853593592
D2,Dataset 2,30,NB,2.966470718383789,True,14,0.00022996144664645668
D2,Dataset 2,30,ZIP,5.245386600494385,True,15,0.000597527082501742
D2,Dataset 2,30,ZINB,7.320276737213135,True,11,5.917245864919818e-05
D2,Dataset 2,30,P+NB,11.793691158294678,True,55,2448.2702588305738
D2,Dataset 2,30,Z+P+NB,21.953752279281616,True,18,0.000708051435856949
D2,Dataset 2,30,ZIP--ZINB,31.778745889663696,True,57,0.00022284708429585673
D2,Dataset 2,27,Poisson,1.2622740268707275,True,12,7211.548341606941
D2,Dataset 2,27,NB,3.825242042541504,True,12,7.277652968795678e-05
D2,Dataset 2,27,ZIP,4.818903684616089,True,15,0.0001349516864935893
D2,Dataset 2,27,ZINB,5.901387691497803,True,23,0.0001791675171092244
D2,Dataset 2,27,P+NB,14.226467370986938,True,68,2216.884474101147
D2,Dataset 2,27,Z+P+NB,22.392611026763916,True,30,0.00044002711383078763
D2,Dataset 2,27,ZIP--ZINB,42.78006291389465,True,53,0.0005483142142859165
D2,Dataset 2,33,Poisson,0.5266780853271484,True,14,2358.4830712802946
D2,Dataset 2,33,NB,3.841533899307251,True,15,0.0013003974139028235
D2,Dataset 2,33,ZIP,5.138708829879761,True,15,2.2629660323625345e-05
D2,Dataset 2,33,ZINB,5.104374885559082,True,12,0.0002501021093305189
D2,Dataset 2,33,P+NB,12.524218320846558,True,72,1671.8184581684336
D2,Dataset 2,33,Z+P+NB,18.044262886047363,True,18,0.00021085650890992347
D2,Dataset 2,33,ZIP--ZINB,37.745219707489014,True,30,0.000488327338364034
D2,Dataset 2,31,Poisson,0.8265659809112549,True,22,8489.674599031314
D2,Dataset 2,31,NB,4.23800802230835,True,17,240.65204697653706
D2,Dataset 2,31,ZIP,5.014193058013916,True,16,0.0001673214551249913
D2,Dataset 2,31,ZINB,5.594479560852051,True,13,3.629655067516335e-05
D2,Dataset 2,31,P+NB,18.187453746795654,True,60,2188.1229831397072
D2,Dataset 2,31,Z+P+NB,18.02398180961609,True,18,0.0002837146409880864
D2,Dataset 2,31,ZIP--ZINB,39.534196615219116,True,27,6.40957484217275e-05
D2,Dataset 2,32,Poisson,1.0175848007202148,True,15,8081.818885423549
D2,Dataset 2,32,NB,3.7159812450408936,True,12,302.4477940777978
D2,Dataset 2,32,ZIP,5.271755218505859,True,15,0.0004057343458377938
D2,Dataset 2,32,ZINB,8.134461879730225,True,23,0.000290568076349626
D2,Dataset 2,32,P+NB,20.422784090042114,True,69,2519.2578899323544
D2,Dataset 2,32,Z+P+NB,22.175667762756348,True,28,0.0005779939671387707
D2,Dataset 2,32,ZIP--ZINB,41.511892318725586,True,20,7.567952807718825e-05
D2,Dataset 2,28,Poisson,0.7171213626861572,True,13,7914.665280277758
D2,Dataset 2,28,NB,3.2599151134490967,True,15,0.0001659695569399891
D2,Dataset 2,28,ZIP,5.805616140365601,True,15,2.8059109026673523e-05
D2,Dataset 2,28,ZINB,7.104871988296509,True,22,9.867200141927546e-05
D2,Dataset 2,28,P+NB,13.430808782577515,True,82,2330.6075172132246
D2,Dataset 2,28,Z+P+NB,20.02352285385132,True,38,0.00031030552055696936
D2,Dataset 2,28,ZIP--ZINB,62.13901329040527,True,16,4.6014779693126506e-05
D2,Dataset 2,34,Poisson,0.9169976711273193,True,13,0.00037725666273535907
D2,Dataset 2,34,NB,3.066884994506836,True,18,0.0006036715361759024
D2,Dataset 2,34,ZIP,5.112349033355713,True,13,7.48643358354506e-05
D2,Dataset 2,34,ZINB,7.533538579940796,True,23,4.601527954350981e-05
D2,Dataset 2,34,P+NB,11.434989213943481,True,46,2412.11383445852
D2,Dataset 2,34,Z+P+NB,20.820077657699585,True,67,0.00014670970097441227
D2,Dataset 2,34,ZIP--ZINB,40.16852593421936,True,53,0.00032365063583467135
D2,Dataset 2,35,Poisson,0.7378861904144287,True,10,10552.4751883046
D2,Dataset 2,35,NB,4.259135007858276,True,28,774.5523874273025
D2,Dataset 2,35,ZIP,5.138843059539795,True,14,9.392317751888424e-05
D2,Dataset 2,35,ZINB,7.475374937057495,True,24,0.0001208573786530831
D2,Dataset 2,35,P+NB,12.438055515289307,True,76,798.8289781916291
D2,Dataset 2,35,Z+P+NB,22.787369966506958,True,18,2.2457302746973506
D2,Dataset 2,35,ZIP--ZINB,37.8721969127655,True,15,0.0002213309797559626
D2,Dataset 2,37,Poisson,0.9948725700378418,True,15,2241.9865755611336
D2,Dataset 2,37,NB,4.327861547470093,True,15,0.0008274208966908558
D2,Dataset 2,37,ZIP,7.894542217254639,True,15,9.692183186640543e-05
D2,Dataset 2,37,ZINB,7.22007942199707,True,21,0.00039303242742450006
D2,Dataset 2,37,P+NB,11.608948707580566,True,54,2636.1190641724347
D2,Dataset 2,37,Z+P+NB,22.809927701950073,True,45,0.0005954838665253037
D2,Dataset 2,37,ZIP--ZINB,34.7275595664978,True,34,5.353139646757654e-05
D2,Dataset 2,36,Poisson,0.9365830421447754,True,11,8559.673355730372
D2,Dataset 2,36,NB,3.265392303466797,True,12,0.0023506789807679618
D2,Dataset 2,36,ZIP,7.6288487911224365,True,11,0.00010209282469803016
D2,Dataset 2,36,ZINB,6.284847021102905,True,18,8.978261518866049e-05
D2,Dataset 2,36,P+NB,15.593926191329956,True,66,2723.4939414583414
D2,Dataset 2,36,Z+P+NB,21.825708389282227,True,21,0.5180437974267208
D2,Dataset 2,36,ZIP--ZINB,36.73910045623779,True,32,0.00039834123519195876
D2,Dataset 2,40,Poisson,0.8194983005523682,True,15,10738.479977191482
D2,Dataset 2,40,NB,3.2218611240386963,True,23,1503.327664310162
D2,Dataset 2,40,ZIP,5.374994993209839,True,15,0.00019094406327135882
D2,Dataset 2,40,ZINB,7.412867546081543,True,25,3.195103385521432e-05
D2,Dataset 2,40,P+NB,9.937525510787964,True,58,2432.667859679917
D2,Dataset 2,40,Z+P+NB,17.51427173614502,True,25,0.001191590335477763
D2,Dataset 2,40,ZIP--ZINB,32.45547366142273,True,28,0.000466693125091483
D2,Dataset 2,38,Poisson,0.7971563339233398,True,14,11570.438568844698
D2,Dataset 2,38,NB,4.243671894073486,True,23,1804.0929286300288
D2,Dataset 2,38,ZIP,7.140326023101807,True,15,0.00011441345729940045
D2,Dataset 2,38,ZINB,8.520365953445435,True,19,2.073688720627409e-05
D2,Dataset 2,38,P+NB,12.362187623977661,True,41,1460.7282484161624
D2,Dataset 2,38,Z+P+NB,17.932218074798584,True,36,0.0001261369977711979
D2,Dataset 2,38,ZIP--ZINB,30.92815136909485,True,32,0.00010656156655329888
D2,Dataset 2,43,Poisson,0.77239990234375,True,13,492.7307382057724
D2,Dataset 2,43,NB,2.162891149520874,True,14,0.0011021872314695563
D2,Dataset 2,43,ZIP,3.849893808364868,True,13,3.8389020625417825e-05
D2,Dataset 2,43,ZINB,5.604022979736328,True,23,0.00016740263474354644
D2,Dataset 2,43,P+NB,13.06737494468689,True,22,346.9247386627004
D2,Dataset 2,43,Z+P+NB,19.44483470916748,True,37,0.0004620107112882632
D2,Dataset 2,43,ZIP--ZINB,27.937713623046875,True,54,0.00012215128229331983
D2,Dataset 2,39,Poisson,0.7817862033843994,True,11,0.00277313087872999
D2,Dataset 2,39,NB,2.2477710247039795,True,21,0.0013934278490246102
D2,Dataset 2,39,ZIP,4.712556600570679,True,13,6.0099914640870944e-05
D2,Dataset 2,39,ZINB,7.344860553741455,True,12,0.00011525429813852295
D2,Dataset 2,39,P+NB,17.26564884185791,True,34,1589.5630078668719
D2,Dataset 2,39,Z+P+NB,26.629416465759277,True,17,0.00015936429664842322
D2,Dataset 2,39,ZIP--ZINB,34.23060965538025,True,19,3.7166041668423855e-05
D2,Dataset 2,41,Poisson,0.6968894004821777,True,14,9245.635973679426
D2,Dataset 2,41,NB,4.090763330459595,True,17,0.0033283454602802964
D2,Dataset 2,41,ZIP,4.8570990562438965,True,16,7.006838986134412e-06
D2,Dataset 2,41,ZINB,5.83046817779541,True,11,1.4897775002187252e-05
D2,Dataset 2,41,P+NB,12.342914581298828,True,60,2535.9195565023324
D2,Dataset 2,41,Z+P+NB,22.41017508506775,True,17,0.00042994824637505175
D2,Dataset 2,41,ZIP--ZINB,41.12866449356079,True,45,0.0002722588308198756
D2,Dataset 2,42,Poisson,0.9003615379333496,True,18,3026.775541144367
D2,Dataset 2,42,NB,3.466200351715088,True,44,0.0011564275428811374
D2,Dataset 2,42,ZIP,5.7371861934661865,True,16,0.00015258382240798674
D2,Dataset 2,42,ZINB,4.355283975601196,True,20,0.00034320023450090664
D2,Dataset 2,42,P+NB,18.56293797492981,True,51,544.7917759979076
D2,Dataset 2,42,Z+P+NB,16.953746795654297,True,47,0.0002050721217002338
D2,Dataset 2,42,ZIP--ZINB,46.820761919021606,True,15,8.867381775093386e-05
D2,Dataset 2,44,Poisson,0.8029372692108154,True,13,2042.542169077149
D2,Dataset 2,44,NB,2.936392307281494,True,16,0.0027030632189636306
D2,Dataset 2,44,ZIP,4.7544615268707275,True,15,4.6371577900661265e-05
D2,Dataset 2,44,ZINB,6.386367321014404,True,12,8.75483471615146e-05
D2,Dataset 2,44,P+NB,17.207050561904907,True,50,2169.185570021953
D2,Dataset 2,44,Z+P+NB,18.573227643966675,True,17,2.112059716481605
D2,Dataset 2,44,ZIP--ZINB,35.20450568199158,True,50,0.0002301866905430605
D2,Dataset 2,46,Poisson,0.8897895812988281,True,14,4618.844496687204
D2,Dataset 2,46,NB,1.959441900253296,True,18,0.0010229793328195326
D2,Dataset 2,46,ZIP,7.375410556793213,True,15,3.367321801028833e-05
D2,Dataset 2,46,ZINB,3.782181739807129,True,12,0.0002556461189904269
D2,Dataset 2,46,P+NB,18.979734897613525,True,51,2290.443504715169
D2,Dataset 2,46,Z+P+NB,19.638314723968506,True,16,1.8976579457596898e-05
D2,Dataset 2,46,ZIP--ZINB,31.899155855178833,True,16,4.341486911753345e-05
D2,Dataset 2,45,Poisson,1.0842676162719727,True,9,0.0006452667128019618
D2,Dataset 2,45,NB,2.3885414600372314,True,12,0.00293979616868522
D2,Dataset 2,45,ZIP,4.767011880874634,True,11,6.493500371285155e-05
D2,Dataset 2,45,ZINB,6.608157634735107,True,28,0.00014544653844594801
D2,Dataset 2,45,P+NB,15.067403078079224,True,49,2469.103056149501
D2,Dataset 2,45,Z+P+NB,21.53234601020813,True,17,0.0001301909355777564
D2,Dataset 2,45,ZIP--ZINB,37.59651803970337,True,34,0.00018395462546622054
D2,Dataset 2,48,Poisson,1.1000933647155762,True,15,6436.456190762287
D2,Dataset 2,48,NB,2.693633556365967,True,19,0.0005859662389424737
D2,Dataset 2,48,ZIP,4.842074632644653,True,16,0.00011850591949902345
D2,Dataset 2,48,ZINB,6.055141925811768,True,12,4.699357298942192e-05
D2,Dataset 2,48,P+NB,9.52504825592041,True,28,259.51348855027294
