Scenario,Dataset,Model,mean_fit_elapsed_sec,sd_fit_elapsed_sec,n_fit_elapsed_sec
D3,Dataset 3,Poisson,0.8658266067504883,0.2123422246028304,12
D3,Dataset 3,NB,4.196448922157288,0.72121228707208,12
D3,Dataset 3,ZIP,4.362639824549357,0.8408409227743134,12
D3,Dataset 3,ZINB,7.468240221341451,1.6261005528887582,12
D3,Dataset 3,P+NB,20.576204816500347,8.891294864151181,12
D3,Dataset 3,Z+P+NB,20.72620940208435,1.6695489549728915,12
D3,Dataset 3,ZIP--ZINB,38.33903463681539,4.742953883768486,12
