Scenario,Dataset,Rep,n,mean,sd,q01,q05,q50,q95,q99
D3,Dataset 3,0,5000,0.0015156516777502503,0.9940576318431588,-2.325123756861144,-1.6196000300560667,-0.0037507472717559264,1.628190666300518,2.3362735330785913
D3,Dataset 3,1,5000,0.0021106057917567853,1.0043890243425666,-2.3470173539270855,-1.6278743274759713,-0.006502260479246158,1.6521066921374183,2.353177038986822
