Dataset,Link,RestrictedModel,mean_BootstrapPValue,sd_BootstrapPValue,n_BootstrapPValue,mean_ObservedLRT,sd_ObservedLRT,n_ObservedLRT,mean_BootstrapQ95,sd_BootstrapQ95,n_BootstrapQ95
H2AX4H100,identity,ZINB,0.092,0.0,1,5.528337524406197,0.0,1,6.6349421238726265,0.0,1
