Dataset,Link,Fold,Model,fit_elapsed_sec,success,nit,llf,aic,bic,grad_norm_inf,cov_status
H2AX1H60,log,,Poisson,0.04608488082885742,True,8,-1584.6951980400904,3173.390396080181,3182.1809192764117,0.0004991166116781187,not_computed
H2AX1H60,log,,NB,0.05443167686462402,True,10,-1266.4157692032236,2538.831538406447,2552.0173232007937,1.581341439105266e-05,not_computed
H2AX1H60,log,,ZIP,0.06011056900024414,True,12,-1187.9872353467051,2383.9744706934102,2401.555517085872,0.00010196018920360927,not_computed
H2AX1H60,log,,ZINB,0.12463545799255371,True,22,-1180.0527611021648,2370.1055222043296,2392.081830194907,0.00015228415860490951,not_computed
H2AX1H60,log,,P+NB,0.22608447074890137,True,35,-1164.1319809356314,2340.263961871263,2366.6355314599555,8.215804904843083e-05,not_computed
H2AX1H60,log,,Z+P+NB,0.5323317050933838,True,40,-1162.586630265866,2341.173260531732,2376.3353533166555,0.00372570820374743,not_computed
H2AX1H60,log,,ZIP--ZINB,0.8619747161865234,True,55,-1151.8513319862209,2323.7026639724418,2367.655279953596,0.004919701678530508,not_computed
