Scenario,Dataset,Coefficient,CoefficientLatex,true,mean_estimate,empirical_sd,rmse,n_success
D1,Dataset 1,beta_z[0],$\beta_{10}$,2.0,2.5491372130846344,0.0,0.5491372130846344,1
D1,Dataset 1,beta_z[1],$\beta_{11}$,1.0,-0.1193752835927786,0.0,1.1193752835927786,1
D1,Dataset 1,gamma_z[0],$\gamma_{10}$,-2.0,-25.0,0.0,23.0,1
D1,Dataset 1,gamma_z[1],$\gamma_{11}$,1.0,9.132220723778378,0.0,8.132220723778378,1
D1,Dataset 1,beta_nb[0],$\beta_{20}$,4.0,2.635029727389719,0.0,1.364970272610281,1
D1,Dataset 1,beta_nb[1],$\beta_{21}$,3.5,5.477458757134806,0.0,1.977458757134806,1
D1,Dataset 1,gamma_nb[0],$\gamma_{20}$,1.0,1.263059397782186,0.0,0.263059397782186,1
D1,Dataset 1,gamma_nb[1],$\gamma_{21}$,-3.0,-0.9821058629032527,0.0,2.0178941370967474,1
