Scenario,Dataset,Parameter,true,mean_estimate,empirical_sd,rmse,n_success
D1,Dataset 1,rho,0.7,0.5076390755393442,0.0,0.19236092446065578,1
D1,Dataset 1,lambda,3.518934967632592,2.367813920564505,0.0,1.151121047068087,1
D1,Dataset 1,pi,0.39734829135569,0.0890142411214649,0.0,0.3083340502342251,1
D1,Dataset 1,varphi,9.316272386714074,10.954933367367136,0.0,1.6386609806530625,1
D1,Dataset 1,alpha,1.5,0.195793980081663,0.0,1.304206019918337,1
D1,Dataset 1,omega,0.1285944525686958,0.4508983057542692,0.0,0.3223038531855734,1
