Dataset,Link,RestrictedModel,ObservedLRT,BootstrapPValue,BootstrapRepsRequested,BootstrapRepsSucceeded,BootstrapMeanLRT,BootstrapQ95,ElapsedSec
C3,log,NB,152.6782680375063,0.01,99,99,9.195182600062456,17.927486167845288,140.5886788368225
