Dataset,Link,RestrictedModel,ObservedLRT,BootstrapPValue,BootstrapRepsRequested,BootstrapRepsSucceeded,BootstrapMeanLRT,BootstrapQ95,ElapsedSec
H2AX1H60,identity,P+NB,38.16276967663498,0.01,99,99,2.790617874575159,7.186578442624748,45.65113544464111
