Dataset,Model,Link,Row,Col,Value
C2,ZIP--ZINB,identity,4,4,-383.33564824129905
C2,ZIP--ZINB,identity,4,5,-1183.1663012398474
C2,ZIP--ZINB,identity,4,6,87.7040153907338
C2,ZIP--ZINB,identity,4,7,336.16768410422213
C2,ZIP--ZINB,identity,4,8,1359.9905684745434
C2,ZIP--ZINB,identity,4,9,-3.8123404615549377
C2,ZIP--ZINB,identity,4,10,-7.45708185017069
C2,ZIP--ZINB,identity,4,11,-1.0204819184902396e-05
C2,ZIP--ZINB,identity,5,0,-4.297956931885469
C2,ZIP--ZINB,identity,5,1,921.0901201427702
C2,ZIP--ZINB,identity,5,2,1779.3547443488724
C2,ZIP--ZINB,identity,5,3,4493.157265456003
C2,ZIP--ZINB,identity,5,4,-1183.1663012398474
C2,ZIP--ZINB,identity,5,5,-4438.784017464005
C2,ZIP--ZINB,identity,5,6,336.16768410422213
C2,ZIP--ZINB,identity,5,7,1359.9905684745434
C2,ZIP--ZINB,identity,5,8,5746.628721581165
C2,ZIP--ZINB,identity,5,9,-7.45708185017069
C2,ZIP--ZINB,identity,5,10,-14.748245493383331
C2,ZIP--ZINB,identity,5,11,-2.200506042692152e-05
C2,ZIP--ZINB,identity,6,0,18.48784594153366
C2,ZIP--ZINB,identity,6,1,-23.814912798375516
C2,ZIP--ZINB,identity,6,2,15.930754274231274
C2,ZIP--ZINB,identity,6,3,344.33299343039636
C2,ZIP--ZINB,identity,6,4,87.7040153907338
C2,ZIP--ZINB,identity,6,5,336.16768410422213
C2,ZIP--ZINB,identity,6,6,-108.00363711935788
C2,ZIP--ZINB,identity,6,7,-430.3610599308028
C2,ZIP--ZINB,identity,6,8,-1852.4794699908152
C2,ZIP--ZINB,identity,6,9,1.7274979850958265
C2,ZIP--ZINB,identity,6,10,3.3808507889040147
C2,ZIP--ZINB,identity,6,11,-1.0485762497961835e-05
C2,ZIP--ZINB,identity,7,0,57.01769286286913
C2,ZIP--ZINB,identity,7,1,15.93075427423127
C2,ZIP--ZINB,identity,7,2,344.33299343039636
C2,ZIP--ZINB,identity,7,3,2201.209550999639
C2,ZIP--ZINB,identity,7,4,336.16768410422213
C2,ZIP--ZINB,identity,7,5,1359.9905684745434
C2,ZIP--ZINB,identity,7,6,-430.3610599308028
C2,ZIP--ZINB,identity,7,7,-1852.4794699908152
C2,ZIP--ZINB,identity,7,8,-8353.67524537635
C2,ZIP--ZINB,identity,7,9,3.3808507889040147
C2,ZIP--ZINB,identity,7,10,6.688265457815218
C2,ZIP--ZINB,identity,7,11,-1.8915900217564827e-05
C2,ZIP--ZINB,identity,8,0,209.72728204508059
C2,ZIP--ZINB,identity,8,1,344.33299343039636
C2,ZIP--ZINB,identity,8,2,2201.2095509996398
C2,ZIP--ZINB,identity,8,3,11683.623383091475
C2,ZIP--ZINB,identity,8,4,1359.9905684745434
C2,ZIP--ZINB,identity,8,5,5746.628721581165
C2,ZIP--ZINB,identity,8,6,-1852.4794699908152
C2,ZIP--ZINB,identity,8,7,-8353.67524537635
C2,ZIP--ZINB,identity,8,8,-38740.87548898015
C2,ZIP--ZINB,identity,8,9,6.688265457815218
C2,ZIP--ZINB,identity,8,10,13.30522248781954
C2,ZIP--ZINB,identity,8,11,-2.783860286977473e-05
C2,ZIP--ZINB,identity,9,0,-1.898114520192397
C2,ZIP--ZINB,identity,9,1,12.746351403816856
C2,ZIP--ZINB,identity,9,2,23.662274051621534
C2,ZIP--ZINB,identity,9,3,45.49455157999623
C2,ZIP--ZINB,identity,9,4,-3.8123404615549377
C2,ZIP--ZINB,identity,9,5,-7.45708185017069
C2,ZIP--ZINB,identity,9,6,1.7274979850958265
C2,ZIP--ZINB,identity,9,7,3.3808507889040147
C2,ZIP--ZINB,identity,9,8,6.688265457815218
C2,ZIP--ZINB,identity,9,9,-0.5423183204452153
C2,ZIP--ZINB,identity,9,10,-0.9831026105310867
C2,ZIP--ZINB,identity,9,11,7.848804173075434e-08
C2,ZIP--ZINB,identity,10,0,-3.715683709125058
C2,ZIP--ZINB,identity,10,1,23.662274051621534
C2,ZIP--ZINB,identity,10,2,45.49455157999623
C2,ZIP--ZINB,identity,10,3,89.16040333421844
C2,ZIP--ZINB,identity,10,4,-7.45708185017069
C2,ZIP--ZINB,identity,10,5,-14.748245493383331
C2,ZIP--ZINB,identity,10,6,3.3808507889040147
C2,ZIP--ZINB,identity,10,7,6.688265457815218
C2,ZIP--ZINB,identity,10,8,13.30522248781954
C2,ZIP--ZINB,identity,10,9,-0.9831026105310867
C2,ZIP--ZINB,identity,10,10,-1.8645558415580097
C2,ZIP--ZINB,identity,10,11,1.281645322103914e-07
C2,ZIP--ZINB,identity,11,0,5.627803784431477e-07
C2,ZIP--ZINB,identity,11,1,2.222779741285003e-05
C2,ZIP--ZINB,identity,11,2,4.138212136560798e-05
C2,ZIP--ZINB,identity,11,3,7.510805766920367e-05
C2,ZIP--ZINB,identity,11,4,-1.0204819184902396e-05
C2,ZIP--ZINB,identity,11,5,-2.200506042692152e-05
C2,ZIP--ZINB,identity,11,6,-1.0485762497961835e-05
C2,ZIP--ZINB,identity,11,7,-1.8915900217564827e-05
C2,ZIP--ZINB,identity,11,8,-2.783860286977473e-05
C2,ZIP--ZINB,identity,11,9,7.848804173075434e-08
C2,ZIP--ZINB,identity,11,10,1.281645322103914e-07
C2,ZIP--ZINB,identity,11,11,-2.5427272711301574e-06
C2,ZIP--ZINB,log,0,0,-229.50203270575818
C2,ZIP--ZINB,log,0,1,-93.85104540927593
C2,ZIP--ZINB,log,0,2,-334.08092282416584
C2,ZIP--ZINB,log,0,3,-1247.4069558577473
C2,ZIP--ZINB,log,0,4,8.413156381140125
C2,ZIP--ZINB,log,0,5,41.08996580883879
C2,ZIP--ZINB,log,0,6,-2.5456101282690167
C2,ZIP--ZINB,log,0,7,-37.25978447702093
C2,ZIP--ZINB,log,0,8,-153.70677657806505
C2,ZIP--ZINB,log,0,9,29.316915118604914
C2,ZIP--ZINB,log,0,10,92.95800616371105
C2,ZIP--ZINB,log,0,11,3.707438926674134e-05
C2,ZIP--ZINB,log,1,0,-93.85104540927593
C2,ZIP--ZINB,log,1,1,-687.1594772143698
C2,ZIP--ZINB,log,1,2,-2963.9174913165725
C2,ZIP--ZINB,log,1,3,-13270.50323033182
C2,ZIP--ZINB,log,1,4,1.5006326478974539
C2,ZIP--ZINB,log,1,5,7.080817104382643
C2,ZIP--ZINB,log,1,6,-59.59481723140099
C2,ZIP--ZINB,log,1,7,-118.24471126334664
C2,ZIP--ZINB,log,1,8,-263.3113249386375
C2,ZIP--ZINB,log,1,9,59.15390970730621
C2,ZIP--ZINB,log,1,10,113.28242732791692
C2,ZIP--ZINB,log,1,11,2.7527655083841728e-05
C2,ZIP--ZINB,log,2,0,-334.08092282416584
C2,ZIP--ZINB,log,2,1,-2963.9174913165725
C2,ZIP--ZINB,log,2,2,-13270.50323033182
C2,ZIP--ZINB,log,2,3,-60972.60439786342
C2,ZIP--ZINB,log,2,4,7.080817104382643
C2,ZIP--ZINB,log,2,5,33.829673498089576
C2,ZIP--ZINB,log,2,6,-118.24471126334664
C2,ZIP--ZINB,log,2,7,-263.3113249386375
C2,ZIP--ZINB,log,2,8,-613.8899068304537
C2,ZIP--ZINB,log,2,9,113.28242732791692
C2,ZIP--ZINB,log,2,10,231.16692006216846
C2,ZIP--ZINB,log,2,11,4.809327537748961e-05
C2,ZIP--ZINB,log,3,0,-1247.4069558577473
C2,ZIP--ZINB,log,3,1,-13270.50323033182
C2,ZIP--ZINB,log,3,2,-60972.60439786342
C2,ZIP--ZINB,log,3,3,-285485.76076328964
C2,ZIP--ZINB,log,3,4,33.829673498089576
C2,ZIP--ZINB,log,3,5,163.1814309834955
C2,ZIP--ZINB,log,3,6,-263.3113249386375
C2,ZIP--ZINB,log,3,7,-613.8899068304537
C2,ZIP--ZINB,log,3,8,-1398.40982880079
C2,ZIP--ZINB,log,3,9,231.16692006216704
C2,ZIP--ZINB,log,3,10,469.4659283643911
C2,ZIP--ZINB,log,3,11,8.822290244626553e-05
C2,ZIP--ZINB,log,4,0,8.413156381140125
C2,ZIP--ZINB,log,4,1,1.5006326478974539
C2,ZIP--ZINB,log,4,2,7.080817104382643
C2,ZIP--ZINB,log,4,3,33.829673498089576
C2,ZIP--ZINB,log,4,4,-0.6522928744825732
C2,ZIP--ZINB,log,4,5,-3.2526321368786903
C2,ZIP--ZINB,log,4,6,0.0577324358991187
C2,ZIP--ZINB,log,4,7,0.21928436740746682
C2,ZIP--ZINB,log,4,8,0.864822282321449
C2,ZIP--ZINB,log,4,9,-0.06970116870936634
C2,ZIP--ZINB,log,4,10,-0.25468498768772757
C2,ZIP--ZINB,log,4,11,-2.528662729808296e-08
C2,ZIP--ZINB,log,5,0,41.08996580883879
C2,ZIP--ZINB,log,5,1,7.080817104382643
C2,ZIP--ZINB,log,5,2,33.829673498089576
C2,ZIP--ZINB,log,5,3,163.1814309834955
C2,ZIP--ZINB,log,5,4,-3.2526321368786903
C2,ZIP--ZINB,log,5,5,-16.22992081726609
C2,ZIP--ZINB,log,5,6,0.21928436740746682
C2,ZIP--ZINB,log,5,7,0.864822282321449
C2,ZIP--ZINB,log,5,8,3.5224861492226536
C2,ZIP--ZINB,log,5,9,-0.25468498768772757
C2,ZIP--ZINB,log,5,10,-0.9726770831643385
C2,ZIP--ZINB,log,5,11,-9.056503701122021e-08
C2,ZIP--ZINB,log,6,0,-2.5456101282690167
C2,ZIP--ZINB,log,6,1,-59.59481723140099
C2,ZIP--ZINB,log,6,2,-118.24471126334664
C2,ZIP--ZINB,log,6,3,-263.3113249386375
C2,ZIP--ZINB,log,6,4,0.0577324358991187
C2,ZIP--ZINB,log,6,5,0.21928436740746682
C2,ZIP--ZINB,log,6,6,-249.66366688379216
C2,ZIP--ZINB,log,6,7,-382.2586412242864
C2,ZIP--ZINB,log,6,8,-674.0437918317971
C2,ZIP--ZINB,log,6,9,137.0057633096317
C2,ZIP--ZINB,log,6,10,202.34268415183377
C2,ZIP--ZINB,log,6,11,-1.883336138484781e-05
C2,ZIP--ZINB,log,7,0,-37.25978447702093
C2,ZIP--ZINB,log,7,1,-118.24471126334664
C2,ZIP--ZINB,log,7,2,-263.3113249386375
C2,ZIP--ZINB,log,7,3,-613.8899068304537
C2,ZIP--ZINB,log,7,4,0.21928436740746682
C2,ZIP--ZINB,log,7,5,0.864822282321449
C2,ZIP--ZINB,log,7,6,-382.2586412242864
C2,ZIP--ZINB,log,7,7,-674.0437918317971
C2,ZIP--ZINB,log,7,8,-1338.8964244721287
C2,ZIP--ZINB,log,7,9,202.34268415183377
C2,ZIP--ZINB,log,7,10,346.1239434695259
C2,ZIP--ZINB,log,7,11,-3.8894901570762576e-05
C2,ZIP--ZINB,log,8,0,-153.70677657806505
C2,ZIP--ZINB,log,8,1,-263.3113249386375
C2,ZIP--ZINB,log,8,2,-613.8899068304537
C2,ZIP--ZINB,log,8,3,-1398.40982880079
C2,ZIP--ZINB,log,8,4,0.864822282321449
C2,ZIP--ZINB,log,8,5,3.5224861492226536
C2,ZIP--ZINB,log,8,6,-674.0437918317971
C2,ZIP--ZINB,log,8,7,-1338.8964244721287
C2,ZIP--ZINB,log,8,8,-2918.0345452550073
C2,ZIP--ZINB,log,8,9,346.1239434695259
C2,ZIP--ZINB,log,8,10,675.3093832868801
C2,ZIP--ZINB,log,8,11,-9.76813768993044e-05
C2,ZIP--ZINB,log,9,0,29.316915118604914
C2,ZIP--ZINB,log,9,1,59.15390970730621
C2,ZIP--ZINB,log,9,2,113.28242732791692
C2,ZIP--ZINB,log,9,3,231.16692006216704
C2,ZIP--ZINB,log,9,4,-0.06970116870936634
C2,ZIP--ZINB,log,9,5,-0.25468498768772757
C2,ZIP--ZINB,log,9,6,137.0057633096317
C2,ZIP--ZINB,log,9,7,202.34268415183377
C2,ZIP--ZINB,log,9,8,346.1239434695259
C2,ZIP--ZINB,log,9,9,-122.07481956970567
C2,ZIP--ZINB,log,9,10,-199.47615760211545
C2,ZIP--ZINB,log,9,11,2.9648067106319167e-05
C2,ZIP--ZINB,log,10,0,92.95800616371105
C2,ZIP--ZINB,log,10,1,113.28242732791692
C2,ZIP--ZINB,log,10,2,231.16692006216846
C2,ZIP--ZINB,log,10,3,469.4659283643911
C2,ZIP--ZINB,log,10,4,-0.25468498768772757
C2,ZIP--ZINB,log,10,5,-0.9726770831643385
C2,ZIP--ZINB,log,10,6,202.34268415183377
C2,ZIP--ZINB,log,10,7,346.1239434695259
C2,ZIP--ZINB,log,10,8,675.3093832868801
C2,ZIP--ZINB,log,10,9,-199.47615760211545
C2,ZIP--ZINB,log,10,10,-374.19062803585234
C2,ZIP--ZINB,log,10,11,6.715683012410271e-05
C2,ZIP--ZINB,log,11,0,3.707438926674134e-05
C2,ZIP--ZINB,log,11,1,2.7527655083841728e-05
C2,ZIP--ZINB,log,11,2,4.809327537748961e-05
C2,ZIP--ZINB,log,11,3,8.822290244626553e-05
C2,ZIP--ZINB,log,11,4,-2.528662729808296e-08
C2,ZIP--ZINB,log,11,5,-9.056503701122021e-08
C2,ZIP--ZINB,log,11,6,-1.883336138484781e-05
C2,ZIP--ZINB,log,11,7,-3.8894901570762576e-05
C2,ZIP--ZINB,log,11,8,-9.76813768993044e-05
C2,ZIP--ZINB,log,11,9,2.9648067106319167e-05
C2,ZIP--ZINB,log,11,10,6.715683012410271e-05
C2,ZIP--ZINB,log,11,11,0.000128036342086243
C3,Poisson,identity,0,0,-23041.931008166754
C3,Poisson,identity,0,1,-30943.82628947872
C3,Poisson,identity,0,2,-56113.99749904174
C3,Poisson,identity,1,0,-30943.82628947872
C3,Poisson,identity,1,1,-56113.99749904174
C3,Poisson,identity,1,2,-146140.92628093626
C3,Poisson,identity,2,0,-56113.99749904174
C3,Poisson,identity,2,1,-146140.92628093626
C3,Poisson,identity,2,2,-500104.786598326
C3,Poisson,log,0,0,-1677.9999091024179
C3,Poisson,log,0,1,-5462.999788117092
C3,Poisson,log,0,2,-20950.999622193227
C3,Poisson,log,1,0,-5462.999788117092
C3,Poisson,log,1,1,-20950.999622193227
C3,Poisson,log,1,2,-87901.20233904345
C3,Poisson,log,2,0,-20950.999622193227
C3,Poisson,log,2,1,-87901.20233904345
C3,Poisson,log,2,2,-388649.2128647408
C3,NB,identity,0,0,-17573.45000848995
C3,NB,identity,0,1,-21371.145906837177
C3,NB,identity,0,2,-32477.24101681085
C3,NB,identity,0,3,0.20216658981580826
C3,NB,identity,1,0,-21371.145906837177
C3,NB,identity,1,1,-32477.24101681085
C3,NB,identity,1,2,-69092.04672890264
C3,NB,identity,1,3,-0.4394953682982887
C3,NB,identity,2,0,-32477.24101681085
C3,NB,identity,2,1,-69092.04672890264
C3,NB,identity,2,2,-203648.8801148369
C3,NB,identity,2,3,0.8561959726135058
C3,NB,identity,3,0,0.20216658981580826
C3,NB,identity,3,1,-0.4394953682982887
C3,NB,identity,3,2,0.8561959726135058
C3,NB,identity,3,3,-170.87021292986142
C3,NB,log,0,0,-819.9590048051258
C3,NB,log,0,1,-2298.5961162319545
C3,NB,log,0,2,-8053.782329303194
C3,NB,log,0,3,0.38901380954403164
C3,NB,log,1,0,-2298.5961162319545
C3,NB,log,1,1,-8053.782329303194
C3,NB,log,1,2,-32122.60012262094
C3,NB,log,1,3,2.7761888839023507
C3,NB,log,2,0,-8053.782329303194
C3,NB,log,2,1,-32122.60012262094
C3,NB,log,2,2,-137977.07361342086
C3,NB,log,2,3,4.0858330100528875
C3,NB,log,3,0,0.38901380954403164
C3,NB,log,3,1,2.7761888839023507
C3,NB,log,3,2,4.0858330100528875
C3,NB,log,3,3,-171.0155097283077
C3,ZIP,identity,0,0,-7244.075009823497
C3,ZIP,identity,0,1,-8641.401705895578
C3,ZIP,identity,0,2,-12623.761928404625
C3,ZIP,identity,0,3,714.1860417218642
C3,ZIP,identity,0,4,1112.4591094202801
C3,ZIP,identity,1,0,-8641.401705895578
C3,ZIP,identity,1,1,-12623.761928404625
C3,ZIP,identity,1,2,-25495.05534073244
C3,ZIP,identity,1,3,1112.4591094202801
C3,ZIP,identity,1,4,2242.832151844659
C3,ZIP,identity,2,0,-12623.761928404625
C3,ZIP,identity,2,1,-25495.05534073244
C3,ZIP,identity,2,2,-72280.98363809602
C3,ZIP,identity,2,3,2242.832151844659
C3,ZIP,identity,2,4,5784.766533985898
C3,ZIP,identity,3,0,714.1860417218642
C3,ZIP,identity,3,1,1112.4591094202801
C3,ZIP,identity,3,2,2242.832151844659
C3,ZIP,identity,3,3,-348.8734834045407
C3,ZIP,identity,3,4,-1156.1334313779814
C3,ZIP,identity,4,0,1112.4591094202801
C3,ZIP,identity,4,1,2242.832151844659
C3,ZIP,identity,4,2,5784.766533985898
C3,ZIP,identity,4,3,-1156.1334313779814
C3,ZIP,identity,4,4,-4418.837328102067
C3,ZIP,log,0,0,-1355.2781795960036
C3,ZIP,log,0,1,-4371.8219128665605
C3,ZIP,log,0,2,-16861.412134457692
C3,ZIP,log,0,3,324.5964665772409
C3,ZIP,log,0,4,792.1355700127027
C3,ZIP,log,1,0,-4371.8219128665605
C3,ZIP,log,1,1,-16861.412134457692
C3,ZIP,log,1,2,-71508.63339415997
C3,ZIP,log,1,3,792.1355700127027
C3,ZIP,log,1,4,2379.6255661860664
C3,ZIP,log,2,0,-16861.412134457692
C3,ZIP,log,2,1,-71508.63339415997
C3,ZIP,log,2,2,-319712.53694203787
C3,ZIP,log,2,3,2379.6255661860664
C3,ZIP,log,2,4,8250.675430637817
C3,ZIP,log,3,0,324.5964665772409
C3,ZIP,log,3,1,792.1355700127027
C3,ZIP,log,3,2,2379.6255661860664
C3,ZIP,log,3,3,-344.578717940683
C3,ZIP,log,3,4,-1152.8925629470782
C3,ZIP,log,4,0,792.1355700127027
C3,ZIP,log,4,1,2379.6255661860664
C3,ZIP,log,4,2,8250.675430637817
C3,ZIP,log,4,3,-1152.8925629470782
C3,ZIP,log,4,4,-4421.6179092078755
C3,ZINB,identity,0,0,-7707.2897316381695
C3,ZINB,identity,0,1,-9130.710561290642
C3,ZINB,identity,0,2,-13106.77177886387
C3,ZINB,identity,0,3,706.2427194645927
C3,ZINB,identity,0,4,1110.4478223039207
C3,ZINB,identity,0,5,-5.958654074230585
C3,ZINB,identity,1,0,-9130.710561290642
C3,ZINB,identity,1,1,-13106.77177886387
C3,ZINB,identity,1,2,-25679.033296289323
C3,ZINB,identity,1,3,1110.4478223039205
C3,ZINB,identity,1,4,2267.1130316173894
C3,ZINB,identity,1,5,-19.84166830791396
C3,ZINB,identity,2,0,-13106.77177886387
C3,ZINB,identity,2,1,-25679.033296289323
C3,ZINB,identity,2,2,-70467.53405314626
C3,ZINB,identity,2,3,2267.1130316173894
C3,ZINB,identity,2,4,5925.079970297055
C3,ZINB,identity,2,5,-72.85201382037506
C3,ZINB,identity,3,0,706.2427194645927
C3,ZINB,identity,3,1,1110.4478223039205
C3,ZINB,identity,3,2,2267.1130316173894
C3,ZINB,identity,3,3,-333.09966562094087
C3,ZINB,identity,3,4,-1116.8250749000142
C3,ZINB,identity,3,5,-6.33091433778301
C3,ZINB,identity,4,0,1110.4478223039207
C3,ZINB,identity,4,1,2267.1130316173894
C3,ZINB,identity,4,2,5925.079970297055
C3,ZINB,identity,4,3,-1116.8250749000142
C3,ZINB,identity,4,4,-4299.161124805995
C3,ZINB,identity,4,5,-21.397619740022478
C3,ZINB,identity,5,0,-5.958654074230585
C3,ZINB,identity,5,1,-19.84166830791396
C3,ZINB,identity,5,2,-72.85201382037506
C3,ZINB,identity,5,3,-6.33091433778301
C3,ZINB,identity,5,4,-21.397619740022478
C3,ZINB,identity,5,5,-1.3359860498404017
C3,ZINB,log,0,0,-1290.7550535252037
C3,ZINB,log,0,1,-4089.658845502877
C3,ZINB,log,0,2,-15584.172476236174
C3,ZINB,log,0,3,319.5729677665282
C3,ZINB,log,0,4,791.3719144360996
C3,ZINB,log,0,5,-8.278421623586407
C3,ZINB,log,1,0,-4089.658845502877
C3,ZINB,log,1,1,-15584.172476236172
C3,ZINB,log,1,2,-65587.9081143695
C3,ZINB,log,1,3,791.3719144360996
C3,ZINB,log,1,4,2409.07588531899
C3,ZINB,log,1,5,-33.05439407990744
C3,ZINB,log,2,0,-15584.172476236174
C3,ZINB,log,2,1,-65587.9081143695
C3,ZINB,log,2,2,-291789.0900817944
C3,ZINB,log,2,3,2409.07588531899
C3,ZINB,log,2,4,8444.96569902488
C3,ZINB,log,2,5,-139.53952048688555
C3,ZINB,log,3,0,319.5729677665282
C3,ZINB,log,3,1,791.3719144360996
C3,ZINB,log,3,2,2409.07588531899
C3,ZINB,log,3,3,-331.7976378635265
C3,ZINB,log,3,4,-1120.3300144782818
C3,ZINB,log,3,5,-5.38707264308824
C3,ZINB,log,4,0,791.3719144360996
C3,ZINB,log,4,1,2409.07588531899
C3,ZINB,log,4,2,8444.96569902488
C3,ZINB,log,4,3,-1120.3300144782818
C3,ZINB,log,4,4,-4320.619424740508
C3,ZINB,log,4,5,-18.392891216513053
C3,ZINB,log,5,0,-8.278421623586407
C3,ZINB,log,5,1,-33.05439407990744
C3,ZINB,log,5,2,-139.53952048688555
C3,ZINB,log,5,3,-5.38707264308824
C3,ZINB,log,5,4,-18.392891216513053
C3,ZINB,log,5,5,-0.9972998370793562
C3,P+NB,identity,0,0,-293.3552800397462
C3,P+NB,identity,0,1,67.52815593496207
C3,P+NB,identity,0,2,-233.1170079188874
C3,P+NB,identity,0,3,-1152.960338185552
C3,P+NB,identity,0,4,-481.9120627269566
C3,P+NB,identity,0,5,-2535.158183309187
C3,P+NB,identity,0,6,-10713.684474194577
C3,P+NB,identity,0,7,-1.232020928273123
C3,P+NB,identity,1,0,67.52815593496207
C3,P+NB,identity,1,1,-3700.548830329141
C3,P+NB,identity,1,2,-4568.471653560794
C3,P+NB,identity,1,3,-7276.617006155579
C3,P+NB,identity,1,4,-3857.8935261207234
C3,P+NB,identity,1,5,-3459.3462456622974
C3,P+NB,identity,1,6,-439.2800892024135
C3,P+NB,identity,1,7,36.39288606048217
C3,P+NB,identity,2,0,-233.1170079188874
C3,P+NB,identity,2,1,-4568.471653560794
C3,P+NB,identity,2,2,-7276.617006155579
C3,P+NB,identity,2,3,-16828.097632841953
C3,P+NB,identity,2,4,-3459.3462456622974
C3,P+NB,identity,2,5,-439.2800892024135
C3,P+NB,identity,2,6,16276.730606729829
C3,P+NB,identity,2,7,34.05473865275288
C3,P+NB,identity,3,0,-1152.960338185552
C3,P+NB,identity,3,1,-7276.617006155579
C3,P+NB,identity,3,2,-16828.097632841953
C3,P+NB,identity,3,3,-54107.32707223185
C3,P+NB,identity,3,4,-439.2800892024135
C3,P+NB,identity,3,5,16276.730606729823
C3,P+NB,identity,3,6,101398.45887804162
C3,P+NB,identity,3,7,28.36300624648813
C3,P+NB,identity,4,0,-481.9120627269566
C3,P+NB,identity,4,1,-3857.8935261207234
C3,P+NB,identity,4,2,-3459.3462456622974
C3,P+NB,identity,4,3,-439.2800892024135
C3,P+NB,identity,4,4,-13403.810452972213
C3,P+NB,identity,4,5,-32653.84958591438
C3,P+NB,identity,4,6,-115871.34829757718
C3,P+NB,identity,4,7,6.367505095763752
C3,P+NB,identity,5,0,-2535.158183309187
C3,P+NB,identity,5,1,-3459.3462456622974
C3,P+NB,identity,5,2,-439.2800892024135
C3,P+NB,identity,5,3,16276.730606729823
C3,P+NB,identity,5,4,-32653.84958591438
C3,P+NB,identity,5,5,-115871.34829757744
C3,P+NB,identity,5,6,-494346.065792207
C3,P+NB,identity,5,7,21.558915581153435
C3,P+NB,identity,6,0,-10713.684474194577
C3,P+NB,identity,6,1,-439.2800892024135
C3,P+NB,identity,6,2,16276.730606729829
C3,P+NB,identity,6,3,101398.45887804162
C3,P+NB,identity,6,4,-115871.34829757718
C3,P+NB,identity,6,5,-494346.065792207
C3,P+NB,identity,6,6,-2271063.0228921263
C3,P+NB,identity,6,7,66.73231449470867
C3,P+NB,identity,7,0,-1.232020928273123
C3,P+NB,identity,7,1,36.39288606048217
C3,P+NB,identity,7,2,34.05473865275288
C3,P+NB,identity,7,3,28.36300624648813
C3,P+NB,identity,7,4,6.367505095763752
C3,P+NB,identity,7,5,21.558915581153435
C3,P+NB,identity,7,6,66.73231449470867
C3,P+NB,identity,7,7,-1.727510926169592
C3,P+NB,log,0,0,-305.87420953778184
C3,P+NB,log,0,1,-267.92474235367496
C3,P+NB,log,0,2,-678.4051916569689
C3,P+NB,log,0,3,-2136.876791287596
C3,P+NB,log,0,4,-71.55555644191628
C3,P+NB,log,0,5,-152.66055921647842
C3,P+NB,log,0,6,-376.88122446623044
C3,P+NB,log,0,7,2.9966704558031885
C3,P+NB,log,1,0,-267.92474235367496
C3,P+NB,log,1,1,-1122.5163144011785
C3,P+NB,log,1,2,-3928.7671809331855
C3,P+NB,log,1,3,-15878.132074484856
C3,P+NB,log,1,4,-76.37278008729422
C3,P+NB,log,1,5,-121.89562627059567
C3,P+NB,log,1,6,-198.6784384230902
C3,P+NB,log,1,7,-5.209409248301471
C3,P+NB,log,2,0,-678.4051916569689
C3,P+NB,log,2,1,-3928.7671809331855
C3,P+NB,log,2,2,-15878.132074484856
C3,P+NB,log,2,3,-69045.18019519348
C3,P+NB,log,2,4,-121.89562627059567
C3,P+NB,log,2,5,-198.6784384230902
C3,P+NB,log,2,6,-281.87025283216144
C3,P+NB,log,2,7,-12.7158072458001
C3,P+NB,log,3,0,-2136.876791287596
C3,P+NB,log,3,1,-15878.132074484856
C3,P+NB,log,3,2,-69045.18019519348
C3,P+NB,log,3,3,-312879.39752904273
C3,P+NB,log,3,4,-198.6784384230902
C3,P+NB,log,3,5,-281.87025283216144
C3,P+NB,log,3,6,-121.63542524751202
C3,P+NB,log,3,7,-33.0559748902572
C3,P+NB,log,4,0,-71.55555644191628
C3,P+NB,log,4,1,-76.37278008729422
C3,P+NB,log,4,2,-121.89562627059567
C3,P+NB,log,4,3,-198.6784384230902
C3,P+NB,log,4,4,-41.944980918242806
C3,P+NB,log,4,5,-87.44727548943959
C3,P+NB,log,4,6,-201.98956651624593
C3,P+NB,log,4,7,2.417109457351968
C3,P+NB,log,5,0,-152.66055921647842
C3,P+NB,log,5,1,-121.89562627059567
C3,P+NB,log,5,2,-198.6784384230902
C3,P+NB,log,5,3,-281.87025283216144
C3,P+NB,log,5,4,-87.44727548943959
C3,P+NB,log,5,5,-201.98956651624593
C3,P+NB,log,5,6,-504.37580697802724
C3,P+NB,log,5,7,5.444795823426565
C3,P+NB,log,6,0,-376.88122446623044
C3,P+NB,log,6,1,-198.6784384230902
C3,P+NB,log,6,2,-281.87025283216144
C3,P+NB,log,6,3,-121.63542524751202
C3,P+NB,log,6,4,-201.98956651624593
C3,P+NB,log,6,5,-504.37580697802724
C3,P+NB,log,6,6,-1339.5381124547441
C3,P+NB,log,6,7,13.189166756820448
C3,P+NB,log,7,0,2.9966704558031885
C3,P+NB,log,7,1,-5.209409248301471
C3,P+NB,log,7,2,-12.7158072458001
C3,P+NB,log,7,3,-33.0559748902572
C3,P+NB,log,7,4,2.417109457351968
C3,P+NB,log,7,5,5.444795823426565
C3,P+NB,log,7,6,13.189166756820448
C3,P+NB,log,7,7,-1.550287812503918
C3,Z+P+NB,identity,0,0,-111.05153332939037
C3,Z+P+NB,identity,0,1,-4.050770457169676
C3,Z+P+NB,identity,0,2,356.1431802340312
C3,Z+P+NB,identity,0,3,1686.0415101932979
C3,Z+P+NB,identity,0,4,-188.92264459370045
C3,Z+P+NB,identity,0,5,25.286917972943115
C3,Z+P+NB,identity,0,6,674.84909107402
C3,Z+P+NB,identity,0,7,-90.49260001713968
C3,Z+P+NB,identity,0,8,-375.97261397315197
