Dataset,Model,Link,Row,Col,Value
C3,Z+P+NB,identity,0,9,-0.36968023578310777
C3,Z+P+NB,identity,1,0,-4.050770457169676
C3,Z+P+NB,identity,1,1,-2127.6141449205884
C3,Z+P+NB,identity,1,2,-4078.5916344129355
C3,Z+P+NB,identity,1,3,-11874.360263269866
C3,Z+P+NB,identity,1,4,-2175.6175880260907
C3,Z+P+NB,identity,1,5,-2197.807941450199
C3,Z+P+NB,identity,1,6,-1634.751763944239
C3,Z+P+NB,identity,1,7,357.69806029824787
C3,Z+P+NB,identity,1,8,926.6991307787409
C3,Z+P+NB,identity,1,9,0.3396181197038903
C3,Z+P+NB,identity,2,0,356.1431802340312
C3,Z+P+NB,identity,2,1,-4078.5916344129355
C3,Z+P+NB,identity,2,2,-11874.360263269873
C3,Z+P+NB,identity,2,3,-45342.10729503551
C3,Z+P+NB,identity,2,4,-2197.807941450199
C3,Z+P+NB,identity,2,5,-1634.751763944239
C3,Z+P+NB,identity,2,6,2392.867888732055
C3,Z+P+NB,identity,2,7,926.6991307787409
C3,Z+P+NB,identity,2,8,3112.00301007858
C3,Z+P+NB,identity,2,9,-0.06625474567697294
C3,Z+P+NB,identity,3,0,1686.0415101932979
C3,Z+P+NB,identity,3,1,-11874.360263269866
C3,Z+P+NB,identity,3,2,-45342.10729503551
C3,Z+P+NB,identity,3,3,-196229.35832170988
C3,Z+P+NB,identity,3,4,-1634.751763944239
C3,Z+P+NB,identity,3,5,2392.8678887320557
C3,Z+P+NB,identity,3,6,24406.988927957962
C3,Z+P+NB,identity,3,7,3112.00301007858
C3,Z+P+NB,identity,3,8,12155.444353204806
C3,Z+P+NB,identity,3,9,-4.7769585245013015
C3,Z+P+NB,identity,4,0,-188.92264459370045
C3,Z+P+NB,identity,4,1,-2175.6175880260907
C3,Z+P+NB,identity,4,2,-2197.807941450199
C3,Z+P+NB,identity,4,3,-1634.751763944239
C3,Z+P+NB,identity,4,4,-5540.14597084631
C3,Z+P+NB,identity,4,5,-6647.493156064508
C3,Z+P+NB,identity,4,6,-9886.076214081184
C3,Z+P+NB,identity,4,7,377.89252451842276
C3,Z+P+NB,identity,4,8,588.8756217666325
C3,Z+P+NB,identity,4,9,-0.7014060324278631
C3,Z+P+NB,identity,5,0,25.286917972943115
C3,Z+P+NB,identity,5,1,-2197.807941450199
C3,Z+P+NB,identity,5,2,-1634.751763944239
C3,Z+P+NB,identity,5,3,2392.8678887320557
C3,Z+P+NB,identity,5,4,-6647.493156064508
C3,Z+P+NB,identity,5,5,-9886.076214081184
C3,Z+P+NB,identity,5,6,-20623.78380946439
C3,Z+P+NB,identity,5,7,588.8756217666325
C3,Z+P+NB,identity,5,8,1198.0678753749753
C3,Z+P+NB,identity,5,9,-2.541769736887384
C3,Z+P+NB,identity,6,0,674.84909107402
C3,Z+P+NB,identity,6,1,-1634.751763944239
C3,Z+P+NB,identity,6,2,2392.867888732055
C3,Z+P+NB,identity,6,3,24406.988927957962
C3,Z+P+NB,identity,6,4,-9886.076214081184
C3,Z+P+NB,identity,6,5,-20623.78380946439
C3,Z+P+NB,identity,6,6,-60479.26147036268
C3,Z+P+NB,identity,6,7,1198.0678753749753
C3,Z+P+NB,identity,6,8,3150.0109009970724
C3,Z+P+NB,identity,6,9,-9.612809617555325
C3,Z+P+NB,identity,7,0,-90.49260001713968
C3,Z+P+NB,identity,7,1,357.69806029824787
C3,Z+P+NB,identity,7,2,926.6991307787409
C3,Z+P+NB,identity,7,3,3112.00301007858
C3,Z+P+NB,identity,7,4,377.89252451842276
C3,Z+P+NB,identity,7,5,588.8756217666325
C3,Z+P+NB,identity,7,6,1198.0678753749753
C3,Z+P+NB,identity,7,7,-150.5408349123227
C3,Z+P+NB,identity,7,8,-521.8505138067537
C3,Z+P+NB,identity,7,9,-0.4555433419455689
C3,Z+P+NB,identity,8,0,-375.97261397315197
C3,Z+P+NB,identity,8,1,926.6991307787409
C3,Z+P+NB,identity,8,2,3112.00301007858
C3,Z+P+NB,identity,8,3,12155.444353204806
C3,Z+P+NB,identity,8,4,588.8756217666325
C3,Z+P+NB,identity,8,5,1198.0678753749753
C3,Z+P+NB,identity,8,6,3150.0109009970724
C3,Z+P+NB,identity,8,7,-521.8505138067537
C3,Z+P+NB,identity,8,8,-2059.0366667272897
C3,Z+P+NB,identity,8,9,-1.5984946716024353
C3,Z+P+NB,identity,9,0,-0.36968023578310777
C3,Z+P+NB,identity,9,1,0.3396181197038903
C3,Z+P+NB,identity,9,2,-0.06625474567697294
C3,Z+P+NB,identity,9,3,-4.7769585245013015
C3,Z+P+NB,identity,9,4,-0.7014060324278631
C3,Z+P+NB,identity,9,5,-2.541769736887384
C3,Z+P+NB,identity,9,6,-9.612809617555325
C3,Z+P+NB,identity,9,7,-0.4555433419455689
C3,Z+P+NB,identity,9,8,-1.5984946716024353
C3,Z+P+NB,identity,9,9,-0.02327401270266906
C3,Z+P+NB,log,0,0,-68.27136631020966
C3,Z+P+NB,log,0,1,-22.01049083983562
C3,Z+P+NB,log,0,2,-14.183233524785415
C3,Z+P+NB,log,0,3,21.300734833719815
C3,Z+P+NB,log,0,4,41.43064568323116
C3,Z+P+NB,log,0,5,219.33113783470336
C3,Z+P+NB,log,0,6,932.6067275193794
C3,Z+P+NB,log,0,7,-60.240864784482184
C3,Z+P+NB,log,0,8,-310.7639407990357
C3,Z+P+NB,log,0,9,-1.1626746494878395
C3,Z+P+NB,log,1,0,-22.01049083983562
C3,Z+P+NB,log,1,1,-121.63461084578016
C3,Z+P+NB,log,1,2,-189.63972194193252
C3,Z+P+NB,log,1,3,-340.6919826185949
C3,Z+P+NB,log,1,4,-118.153402002908
C3,Z+P+NB,log,1,5,-193.08220825395182
C3,Z+P+NB,log,1,6,-346.44180751000613
C3,Z+P+NB,log,1,7,94.08182222789694
C3,Z+P+NB,log,1,8,171.02360932692665
C3,Z+P+NB,log,1,9,0.14382988784382764
C3,Z+P+NB,log,2,0,-14.183233524785415
C3,Z+P+NB,log,2,1,-189.63972194193252
C3,Z+P+NB,log,2,2,-340.6919826185949
C3,Z+P+NB,log,2,3,-688.8975565710958
C3,Z+P+NB,log,2,4,-193.08220825395182
C3,Z+P+NB,log,2,5,-346.44180751000613
C3,Z+P+NB,log,2,6,-647.6229610641496
C3,Z+P+NB,log,2,7,171.02360932692665
C3,Z+P+NB,log,2,8,369.0915823042393
C3,Z+P+NB,log,2,9,0.6868693474939668
C3,Z+P+NB,log,3,0,21.300734833719815
C3,Z+P+NB,log,3,1,-340.6919826185949
C3,Z+P+NB,log,3,2,-688.8975565710958
C3,Z+P+NB,log,3,3,-1527.4633534293919
C3,Z+P+NB,log,3,4,-346.44180751000613
C3,Z+P+NB,log,3,5,-647.6229610641496
C3,Z+P+NB,log,3,6,-1167.2992234455373
C3,Z+P+NB,log,3,7,369.0915823042393
C3,Z+P+NB,log,3,8,907.6089961138757
C3,Z+P+NB,log,3,9,2.419406744423955
C3,Z+P+NB,log,4,0,41.43064568323116
C3,Z+P+NB,log,4,1,-118.153402002908
C3,Z+P+NB,log,4,2,-193.08220825395182
C3,Z+P+NB,log,4,3,-346.44180751000613
C3,Z+P+NB,log,4,4,-934.3151231311199
C3,Z+P+NB,log,4,5,-3545.13449621968
C3,Z+P+NB,log,4,6,-14729.833396523683
C3,Z+P+NB,log,4,7,189.43481253381023
C3,Z+P+NB,log,4,8,485.8905725202984
C3,Z+P+NB,log,4,9,-5.317552656175386
C3,Z+P+NB,log,5,0,219.33113783470336
C3,Z+P+NB,log,5,1,-193.08220825395182
C3,Z+P+NB,log,5,2,-346.44180751000613
C3,Z+P+NB,log,5,3,-647.6229610641496
C3,Z+P+NB,log,5,4,-3545.13449621968
C3,Z+P+NB,log,5,5,-14729.833396523683
C3,Z+P+NB,log,5,6,-64537.77838522924
C3,Z+P+NB,log,5,7,485.8905725202985
C3,Z+P+NB,log,5,8,1513.1399311959744
C3,Z+P+NB,log,5,9,-22.228991058305695
C3,Z+P+NB,log,6,0,932.6067275193794
C3,Z+P+NB,log,6,1,-346.44180751000613
C3,Z+P+NB,log,6,2,-647.6229610641496
C3,Z+P+NB,log,6,3,-1167.2992234455373
C3,Z+P+NB,log,6,4,-14729.833396523683
C3,Z+P+NB,log,6,5,-64537.77838522924
C3,Z+P+NB,log,6,6,-292645.2513621136
C3,Z+P+NB,log,6,7,1513.1399311959742
C3,Z+P+NB,log,6,8,5403.278147594859
C3,Z+P+NB,log,6,9,-95.98186669517705
C3,Z+P+NB,log,7,0,-60.240864784482184
C3,Z+P+NB,log,7,1,94.08182222789694
C3,Z+P+NB,log,7,2,171.02360932692665
C3,Z+P+NB,log,7,3,369.0915823042393
C3,Z+P+NB,log,7,4,189.43481253381023
C3,Z+P+NB,log,7,5,485.8905725202985
C3,Z+P+NB,log,7,6,1513.1399311959742
C3,Z+P+NB,log,7,7,-211.82542907908487
C3,Z+P+NB,log,7,8,-639.1366036925472
C3,Z+P+NB,log,7,9,-2.30527489398738
C3,Z+P+NB,log,8,0,-310.7639407990357
C3,Z+P+NB,log,8,1,171.02360932692665
C3,Z+P+NB,log,8,2,369.0915823042393
C3,Z+P+NB,log,8,3,907.6089961138757
C3,Z+P+NB,log,8,4,485.8905725202984
C3,Z+P+NB,log,8,5,1513.1399311959744
C3,Z+P+NB,log,8,6,5403.278147594859
C3,Z+P+NB,log,8,7,-639.1366036925472
C3,Z+P+NB,log,8,8,-2304.284325845421
C3,Z+P+NB,log,8,9,-8.150097045746588
C3,Z+P+NB,log,9,0,-1.1626746494878395
C3,Z+P+NB,log,9,1,0.14382988784382764
C3,Z+P+NB,log,9,2,0.6868693474939668
C3,Z+P+NB,log,9,3,2.419406744423955
C3,Z+P+NB,log,9,4,-5.317552656175386
C3,Z+P+NB,log,9,5,-22.228991058305695
C3,Z+P+NB,log,9,6,-95.98186669517705
C3,Z+P+NB,log,9,7,-2.30527489398738
C3,Z+P+NB,log,9,8,-8.150097045746588
C3,Z+P+NB,log,9,9,-0.452345835212953
C3,ZIP--ZINB,identity,0,0,-154.18025855777842
C3,ZIP--ZINB,identity,0,1,264.8838345640114
C3,ZIP--ZINB,identity,0,2,950.2224380740785
C3,ZIP--ZINB,identity,0,3,3642.937954332527
C3,ZIP--ZINB,identity,0,4,-8.782900175677119
C3,ZIP--ZINB,identity,0,5,-17.444110153743807
C3,ZIP--ZINB,identity,0,6,516.9521861540046
C3,ZIP--ZINB,identity,0,7,766.0989367508585
C3,ZIP--ZINB,identity,0,8,1509.6009455952292
C3,ZIP--ZINB,identity,0,9,-114.26432590617429
C3,ZIP--ZINB,identity,0,10,-387.29074040909137
C3,ZIP--ZINB,identity,0,11,-0.4901929198925674
C3,ZIP--ZINB,identity,1,0,264.8838345640114
C3,ZIP--ZINB,identity,1,1,-2211.305208049549
C3,ZIP--ZINB,identity,1,2,-9115.626878889758
C3,ZIP--ZINB,identity,1,3,-39202.224101435946
C3,ZIP--ZINB,identity,1,4,12.363119961601214
C3,ZIP--ZINB,identity,1,5,24.89681395007969
C3,ZIP--ZINB,identity,1,6,-13.969609464475377
C3,ZIP--ZINB,identity,1,7,302.28878984096326
C3,ZIP--ZINB,identity,1,8,2144.4254544626397
C3,ZIP--ZINB,identity,1,9,264.25509867617075
C3,ZIP--ZINB,identity,1,10,1010.6707337631609
C3,ZIP--ZINB,identity,1,11,-0.04487084390403306
C3,ZIP--ZINB,identity,2,0,950.2224380740785
C3,ZIP--ZINB,identity,2,1,-9115.626878889758
C3,ZIP--ZINB,identity,2,2,-39202.22410143589
C3,ZIP--ZINB,identity,2,3,-174364.73366369514
C3,ZIP--ZINB,identity,2,4,24.89681395007969
C3,ZIP--ZINB,identity,2,5,50.32389917785031
C3,ZIP--ZINB,identity,2,6,302.28878984096326
C3,ZIP--ZINB,identity,2,7,2144.4254544626397
C3,ZIP--ZINB,identity,2,8,11540.505287474054
C3,ZIP--ZINB,identity,2,9,1010.6707337631609
C3,ZIP--ZINB,identity,2,10,4111.967513982456
C3,ZIP--ZINB,identity,2,11,-1.8452433019817842
C3,ZIP--ZINB,identity,3,0,3642.937954332527
C3,ZIP--ZINB,identity,3,1,-39202.224101435946
C3,ZIP--ZINB,identity,3,2,-174364.73366369514
C3,ZIP--ZINB,identity,3,3,-796199.2151350881
C3,ZIP--ZINB,identity,3,4,50.32389917785031
C3,ZIP--ZINB,identity,3,5,102.25751588836035
C3,ZIP--ZINB,identity,3,6,2144.4254544626397
C3,ZIP--ZINB,identity,3,7,11540.505287474054
C3,ZIP--ZINB,identity,3,8,57477.82456375055
C3,ZIP--ZINB,identity,3,9,4111.967513982456
C3,ZIP--ZINB,identity,3,10,17554.835843227676
C3,ZIP--ZINB,identity,3,11,-13.771735287967733
C3,ZIP--ZINB,identity,4,0,-8.782900175677119
C3,ZIP--ZINB,identity,4,1,12.363119961601214
C3,ZIP--ZINB,identity,4,2,24.89681395007969
C3,ZIP--ZINB,identity,4,3,50.32389917785031
C3,ZIP--ZINB,identity,4,4,-3.4147464460770123
C3,ZIP--ZINB,identity,4,5,-6.829499687257572
C3,ZIP--ZINB,identity,4,6,28.330928746695708
C3,ZIP--ZINB,identity,4,7,54.77447157053874
C3,ZIP--ZINB,identity,4,8,107.6681869961808
C3,ZIP--ZINB,identity,4,9,-6.103496809110653
C3,ZIP--ZINB,identity,4,10,-12.173599046043364
C3,ZIP--ZINB,identity,4,11,-0.04375588589087839
C3,ZIP--ZINB,identity,5,0,-17.444110153743807
C3,ZIP--ZINB,identity,5,1,24.89681395007969
C3,ZIP--ZINB,identity,5,2,50.32389917785031
C3,ZIP--ZINB,identity,5,3,102.25751588836035
C3,ZIP--ZINB,identity,5,4,-6.829499687257572
C3,ZIP--ZINB,identity,5,5,-13.660089158312855
C3,ZIP--ZINB,identity,5,6,54.77447157053874
C3,ZIP--ZINB,identity,5,7,107.6681869961808
C3,ZIP--ZINB,identity,5,8,213.47550629864296
C3,ZIP--ZINB,identity,5,9,-12.173599046043364
C3,ZIP--ZINB,identity,5,10,-24.368161472685973
C3,ZIP--ZINB,identity,5,11,-0.08796800332081318
C3,ZIP--ZINB,identity,6,0,516.9521861540046
C3,ZIP--ZINB,identity,6,1,-13.969609464475377
C3,ZIP--ZINB,identity,6,2,302.28878984096326
C3,ZIP--ZINB,identity,6,3,2144.4254544626397
C3,ZIP--ZINB,identity,6,4,28.330928746695708
C3,ZIP--ZINB,identity,6,5,54.77447157053874
C3,ZIP--ZINB,identity,6,6,-4779.924283221959
C3,ZIP--ZINB,identity,6,7,-5892.426785455445
C3,ZIP--ZINB,identity,6,8,-9159.29706212114
C3,ZIP--ZINB,identity,6,9,249.37402596565497
C3,ZIP--ZINB,identity,6,10,421.7524059142268
C3,ZIP--ZINB,identity,6,11,-0.8117172639567671
C3,ZIP--ZINB,identity,7,0,766.0989367508585
C3,ZIP--ZINB,identity,7,1,302.28878984096326
C3,ZIP--ZINB,identity,7,2,2144.4254544626397
C3,ZIP--ZINB,identity,7,3,11540.505287474054
C3,ZIP--ZINB,identity,7,4,54.77447157053874
C3,ZIP--ZINB,identity,7,5,107.6681869961808
C3,ZIP--ZINB,identity,7,6,-5892.426785455445
C3,ZIP--ZINB,identity,7,7,-9159.29706212114
C3,ZIP--ZINB,identity,7,8,-19978.59187368037
C3,ZIP--ZINB,identity,7,9,421.7524059142268
C3,ZIP--ZINB,identity,7,10,947.9670323489286
C3,ZIP--ZINB,identity,7,11,-2.654075700248834
C3,ZIP--ZINB,identity,8,0,1509.6009455952292
C3,ZIP--ZINB,identity,8,1,2144.4254544626397
C3,ZIP--ZINB,identity,8,2,11540.505287474054
C3,ZIP--ZINB,identity,8,3,57477.82456375055
C3,ZIP--ZINB,identity,8,4,107.6681869961808
C3,ZIP--ZINB,identity,8,5,213.47550629864296
C3,ZIP--ZINB,identity,8,6,-9159.29706212114
C3,ZIP--ZINB,identity,8,7,-19978.59187368037
C3,ZIP--ZINB,identity,8,8,-59900.39435705881
C3,ZIP--ZINB,identity,8,9,947.9670323489286
C3,ZIP--ZINB,identity,8,10,2728.76325070466
C3,ZIP--ZINB,identity,8,11,-9.68635445069334
C3,ZIP--ZINB,identity,9,0,-114.26432590617429
C3,ZIP--ZINB,identity,9,1,264.25509867617075
C3,ZIP--ZINB,identity,9,2,1010.6707337631609
C3,ZIP--ZINB,identity,9,3,4111.967513982456
C3,ZIP--ZINB,identity,9,4,-6.103496809110653
C3,ZIP--ZINB,identity,9,5,-12.173599046043364
C3,ZIP--ZINB,identity,9,6,249.37402596565497
C3,ZIP--ZINB,identity,9,7,421.7524059142268
C3,ZIP--ZINB,identity,9,8,947.9670323489286
C3,ZIP--ZINB,identity,9,9,-93.98295503784516
C3,ZIP--ZINB,identity,9,10,-350.95587793513766
C3,ZIP--ZINB,identity,9,11,-0.3905026594553983
C3,ZIP--ZINB,identity,10,0,-387.29074040909137
C3,ZIP--ZINB,identity,10,1,1010.6707337631609
C3,ZIP--ZINB,identity,10,2,4111.967513982456
C3,ZIP--ZINB,identity,10,3,17554.835843227676
C3,ZIP--ZINB,identity,10,4,-12.173599046043364
C3,ZIP--ZINB,identity,10,5,-24.368161472685973
C3,ZIP--ZINB,identity,10,6,421.7524059142268
C3,ZIP--ZINB,identity,10,7,947.9670323489286
C3,ZIP--ZINB,identity,10,8,2728.76325070466
C3,ZIP--ZINB,identity,10,9,-350.95587793513766
C3,ZIP--ZINB,identity,10,10,-1454.6062128913068
C3,ZIP--ZINB,identity,10,11,-1.406282801455263
C3,ZIP--ZINB,identity,11,0,-0.4901929198925674
C3,ZIP--ZINB,identity,11,1,-0.04487084390403306
C3,ZIP--ZINB,identity,11,2,-1.8452433019817842
C3,ZIP--ZINB,identity,11,3,-13.771735287967733
C3,ZIP--ZINB,identity,11,4,-0.04375588589087839
C3,ZIP--ZINB,identity,11,5,-0.08796800332081318
C3,ZIP--ZINB,identity,11,6,-0.8117172639567671
C3,ZIP--ZINB,identity,11,7,-2.654075700248834
C3,ZIP--ZINB,identity,11,8,-9.68635445069334
C3,ZIP--ZINB,identity,11,9,-0.3905026594553983
C3,ZIP--ZINB,identity,11,10,-1.406282801455263
C3,ZIP--ZINB,identity,11,11,-0.024284961819859133
C3,ZIP--ZINB,log,0,0,-251.26979027589357
C3,ZIP--ZINB,log,0,1,57.95741879962606
C3,ZIP--ZINB,log,0,2,124.2148239939434
C3,ZIP--ZINB,log,0,3,306.257595153041
C3,ZIP--ZINB,log,0,4,-45.68905587438003
C3,ZIP--ZINB,log,0,5,-89.90439448227401
C3,ZIP--ZINB,log,0,6,196.8318292440214
C3,ZIP--ZINB,log,0,7,581.4396378220424
C3,ZIP--ZINB,log,0,8,1984.8168971558762
C3,ZIP--ZINB,log,0,9,-6.515550827165461
C3,ZIP--ZINB,log,0,10,-32.49530282198155
C3,ZIP--ZINB,log,0,11,-2.3740866594575216
C3,ZIP--ZINB,log,1,0,57.95741879962606
C3,ZIP--ZINB,log,1,1,-83.63331322279276
C3,ZIP--ZINB,log,1,2,-140.46679373391112
C3,ZIP--ZINB,log,1,3,-272.3572645183465
C3,ZIP--ZINB,log,1,4,51.45544576244608
C3,ZIP--ZINB,log,1,5,84.40852459796932
C3,ZIP--ZINB,log,1,6,-112.90302082169045
C3,ZIP--ZINB,log,1,7,-180.2807627659995
C3,ZIP--ZINB,log,1,8,-312.1322342303917
C3,ZIP--ZINB,log,1,9,0.005602460503173389
C3,ZIP--ZINB,log,1,10,0.025327294933853165
C3,ZIP--ZINB,log,1,11,0.24710373802949434
C3,ZIP--ZINB,log,2,0,124.2148239939434
C3,ZIP--ZINB,log,2,1,-140.46679373391112
C3,ZIP--ZINB,log,2,2,-272.3572645183465
C3,ZIP--ZINB,log,2,3,-592.1269870231424
C3,ZIP--ZINB,log,2,4,84.40852459796932
C3,ZIP--ZINB,log,2,5,160.81774680157613
C3,ZIP--ZINB,log,2,6,-180.2807627659995
C3,ZIP--ZINB,log,2,7,-312.1322342303917
C3,ZIP--ZINB,log,2,8,-552.1469709793264
C3,ZIP--ZINB,log,2,9,0.025327294933853165
C3,ZIP--ZINB,log,2,10,0.11649212988325976
C3,ZIP--ZINB,log,2,11,0.8657573234054955
C3,ZIP--ZINB,log,3,0,306.257595153041
C3,ZIP--ZINB,log,3,1,-272.3572645183465
C3,ZIP--ZINB,log,3,2,-592.1269870231424
C3,ZIP--ZINB,log,3,3,-1404.8285855867525
C3,ZIP--ZINB,log,3,4,160.81774680157613
C3,ZIP--ZINB,log,3,5,345.71682242366506
C3,ZIP--ZINB,log,3,6,-312.1322342303917
C3,ZIP--ZINB,log,3,7,-552.1469709793264
C3,ZIP--ZINB,log,3,8,-899.4277291268671
C3,ZIP--ZINB,log,3,9,0.11649212988325976
C3,ZIP--ZINB,log,3,10,0.54363566041937
C3,ZIP--ZINB,log,3,11,2.706662658088186
C3,ZIP--ZINB,log,4,0,-45.68905587438003
C3,ZIP--ZINB,log,4,1,51.45544576244608
C3,ZIP--ZINB,log,4,2,84.40852459796932
C3,ZIP--ZINB,log,4,3,160.81774680157613
C3,ZIP--ZINB,log,4,4,-42.44764810729472
C3,ZIP--ZINB,log,4,5,-68.77861812202163
C3,ZIP--ZINB,log,4,6,76.30771926365425
C3,ZIP--ZINB,log,4,7,115.1348595172356
C3,ZIP--ZINB,log,4,8,189.49004945272017
C3,ZIP--ZINB,log,4,9,-0.0020395969263927592
C3,ZIP--ZINB,log,4,10,-0.008969168543388632
C3,ZIP--ZINB,log,4,11,-0.4435966222973412
C3,ZIP--ZINB,log,5,0,-89.90439448227401
C3,ZIP--ZINB,log,5,1,84.40852459796932
C3,ZIP--ZINB,log,5,2,160.81774680157613
C3,ZIP--ZINB,log,5,3,345.71682242366506
C3,ZIP--ZINB,log,5,4,-68.77861812202163
C3,ZIP--ZINB,log,5,5,-128.1085748050961
C3,ZIP--ZINB,log,5,6,115.1348595172356
C3,ZIP--ZINB,log,5,7,189.49004945272017
C3,ZIP--ZINB,log,5,8,322.18147122091756
C3,ZIP--ZINB,log,5,9,-0.008969168543389314
C3,ZIP--ZINB,log,5,10,-0.04029149960484074
C3,ZIP--ZINB,log,5,11,-1.0219823435651307
C3,ZIP--ZINB,log,6,0,196.8318292440214
C3,ZIP--ZINB,log,6,1,-112.90302082169045
C3,ZIP--ZINB,log,6,2,-180.2807627659995
C3,ZIP--ZINB,log,6,3,-312.1322342303917
C3,ZIP--ZINB,log,6,4,76.30771926365425
C3,ZIP--ZINB,log,6,5,115.1348595172356
C3,ZIP--ZINB,log,6,6,-983.7174936878288
C3,ZIP--ZINB,log,6,7,-3636.104675139204
C3,ZIP--ZINB,log,6,8,-14967.013993972234
C3,ZIP--ZINB,log,6,9,1.8642253314075463
C3,ZIP--ZINB,log,6,10,9.282406452773216
C3,ZIP--ZINB,log,6,11,-4.8145125768002845
C3,ZIP--ZINB,log,7,0,581.4396378220424
C3,ZIP--ZINB,log,7,1,-180.2807627659995
C3,ZIP--ZINB,log,7,2,-312.1322342303917
C3,ZIP--ZINB,log,7,3,-552.1469709793264
C3,ZIP--ZINB,log,7,4,115.1348595172356
C3,ZIP--ZINB,log,7,5,189.49004945272017
C3,ZIP--ZINB,log,7,6,-3636.104675139204
C3,ZIP--ZINB,log,7,7,-14967.013993972234
C3,ZIP--ZINB,log,7,8,-65382.38493444704
C3,ZIP--ZINB,log,7,9,9.282406452773216
C3,ZIP--ZINB,log,7,10,46.25906076631245
C3,ZIP--ZINB,log,7,11,-19.715640782735985
C3,ZIP--ZINB,log,8,0,1984.8168971558762
C3,ZIP--ZINB,log,8,1,-312.1322342303917
C3,ZIP--ZINB,log,8,2,-552.1469709793264
C3,ZIP--ZINB,log,8,3,-899.4277291268671
C3,ZIP--ZINB,log,8,4,189.49004945272017
C3,ZIP--ZINB,log,8,5,322.18147122091756
C3,ZIP--ZINB,log,8,6,-14967.013993972234
C3,ZIP--ZINB,log,8,7,-65382.38493444704
C3,ZIP--ZINB,log,8,8,-296291.9188465733
C3,ZIP--ZINB,log,8,9,46.25906076631245
C3,ZIP--ZINB,log,8,10,230.68908547667152
C3,ZIP--ZINB,log,8,11,-83.97095422536329
C3,ZIP--ZINB,log,9,0,-6.515550827165461
C3,ZIP--ZINB,log,9,1,0.005602460503173389
C3,ZIP--ZINB,log,9,2,0.025327294933853165
C3,ZIP--ZINB,log,9,3,0.11649212988325976
C3,ZIP--ZINB,log,9,4,-0.0020395969263927592
C3,ZIP--ZINB,log,9,5,-0.008969168543389314
C3,ZIP--ZINB,log,9,6,1.8642253314075463
C3,ZIP--ZINB,log,9,7,9.282406452773216
C3,ZIP--ZINB,log,9,8,46.25906076631245
C3,ZIP--ZINB,log,9,9,-0.5217891549138817
C3,ZIP--ZINB,log,9,10,-2.608820946419655
C3,ZIP--ZINB,log,9,11,-0.053629568607947625
C3,ZIP--ZINB,log,10,0,-32.49530282198155
C3,ZIP--ZINB,log,10,1,0.025327294933853165
C3,ZIP--ZINB,log,10,2,0.11649212988325976
C3,ZIP--ZINB,log,10,3,0.54363566041937
C3,ZIP--ZINB,log,10,4,-0.008969168543388632
C3,ZIP--ZINB,log,10,5,-0.04029149960484074
C3,ZIP--ZINB,log,10,6,9.282406452773216
C3,ZIP--ZINB,log,10,7,46.25906076631245
C3,ZIP--ZINB,log,10,8,230.68908547667152
C3,ZIP--ZINB,log,10,9,-2.608820946419655
C3,ZIP--ZINB,log,10,10,-13.043618542794897
C3,ZIP--ZINB,log,10,11,-0.26731629547432406
C3,ZIP--ZINB,log,11,0,-2.3740866594575216
C3,ZIP--ZINB,log,11,1,0.24710373802949434
C3,ZIP--ZINB,log,11,2,0.8657573234054955
C3,ZIP--ZINB,log,11,3,2.706662658088186
C3,ZIP--ZINB,log,11,4,-0.4435966222973412
C3,ZIP--ZINB,log,11,5,-1.0219823435651307
C3,ZIP--ZINB,log,11,6,-4.8145125768002845
C3,ZIP--ZINB,log,11,7,-19.715640782735985
C3,ZIP--ZINB,log,11,8,-83.97095422536329
C3,ZIP--ZINB,log,11,9,-0.053629568607947625
C3,ZIP--ZINB,log,11,10,-0.26731629547432406
C3,ZIP--ZINB,log,11,11,-0.3555957463287158
H2AX1H60,Poisson,identity,0,0,-237.74772997950652
H2AX1H60,Poisson,identity,0,1,-364.08930714269394
H2AX1H60,Poisson,identity,1,0,-364.08930714269394
H2AX1H60,Poisson,identity,1,1,-770.2822660874915
H2AX1H60,Poisson,log,0,0,-1590.99998590099
H2AX1H60,Poisson,log,0,1,-3158.2500060778284
H2AX1H60,Poisson,log,1,0,-3158.2500060778284
H2AX1H60,Poisson,log,1,1,-7720.35003522176
H2AX1H60,NB,identity,0,0,-52.37652626562044
H2AX1H60,NB,identity,0,1,-73.96359879898718
H2AX1H60,NB,identity,0,2,0.09972530804630589
H2AX1H60,NB,identity,1,0,-73.96359879898718
H2AX1H60,NB,identity,1,1,-151.50183922272404
H2AX1H60,NB,identity,1,2,-0.4218032208542404
H2AX1H60,NB,identity,2,0,0.09972530804630589
H2AX1H60,NB,identity,2,1,-0.4218032208542404
H2AX1H60,NB,identity,2,2,-112.81131105604379
H2AX1H60,NB,log,0,0,-331.4424940935861
H2AX1H60,NB,log,0,1,-596.5394705477606
H2AX1H60,NB,log,0,2,0.10342371667626138
H2AX1H60,NB,log,1,0,-596.5394705477606
H2AX1H60,NB,log,1,1,-1398.0063150403275
H2AX1H60,NB,log,1,2,-1.3632468501860577
H2AX1H60,NB,log,2,0,0.10342371667626138
H2AX1H60,NB,log,2,1,-1.3632468501860577
H2AX1H60,NB,log,2,2,-112.02980301242363
H2AX1H60,ZIP,identity,0,0,-77.79739089215215
H2AX1H60,ZIP,identity,0,1,-142.02203852760863
H2AX1H60,ZIP,identity,0,2,4.566705171651753
