Dataset,Model,Link,Row,Col,Value,CovarianceStatus
C2,Z+P+NB,identity,9,6,1.4389805902527097e-09,indefinite_pinv_rank_8_of_10
C2,Z+P+NB,identity,9,7,-7.7468013656591e-09,indefinite_pinv_rank_8_of_10
C2,Z+P+NB,identity,9,8,2.279571546013212e-09,indefinite_pinv_rank_8_of_10
C2,Z+P+NB,identity,9,9,3.581188688823076e-16,indefinite_pinv_rank_8_of_10
C2,Z+P+NB,log,0,0,0.5179688029069871,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,0,1,0.13059080942954687,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,0,2,-0.07223158086179074,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,0,3,0.009217423133078613,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,0,4,-0.6977089989726859,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,0,5,0.797508344715588,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,0,6,-0.18892984527698914,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,0,7,-0.08030497485064209,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,0,8,0.044642638278983085,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,0,9,1.2977278667029384e-06,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,1,0,0.13059080942954687,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,1,1,0.46693353189054454,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,1,2,-0.23395856706504004,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,1,3,0.02828662035442912,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,1,4,-0.7703052094644545,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,1,5,0.4446520289174454,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,1,6,-0.029201216378747997,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,1,7,0.13707507746732933,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,1,8,-0.02344564458315167,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,1,9,9.55941851620833e-07,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,2,0,-0.07223158086179074,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,2,1,-0.23395856706504004,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,2,2,0.1215267522842027,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,2,3,-0.015086945321093313,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,2,4,0.39844586056177045,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,2,5,-0.23914066137950865,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,2,6,0.018594610574597548,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,2,7,-0.06195173018203866,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,2,8,0.010044632992067865,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,2,9,-5.028719502149174e-07,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,3,0,0.009217423133078613,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,3,1,0.02828662035442912,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,3,2,-0.015086945321093313,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,3,3,0.0019113150744126805,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,3,4,-0.04906011244175777,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,3,5,0.030078144045748725,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,3,6,-0.00252052815063637,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,3,7,0.00691655274525552,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,3,8,-0.0010707536336390013,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,3,9,6.250909628537151e-08,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,4,0,-0.6977089989726859,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,4,1,-0.7703052094644545,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,4,2,0.39844586056177045,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,4,3,-0.04906011244175777,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,4,4,3.9080856169883447,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,4,5,-3.8578852147723603,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,4,6,0.9084626873465869,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,4,7,0.015065136184969541,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,4,8,-0.03530560850691173,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,4,9,-5.880322818702333e-06,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,5,0,0.797508344715588,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,5,1,0.4446520289174454,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,5,2,-0.23914066137950865,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,5,3,0.030078144045748725,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,5,4,-3.8578852147723603,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,5,5,4.331465633062628,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,5,6,-1.1386974081505774,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,5,7,-0.15401446792657636,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,5,8,0.06805666336188758,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,5,9,6.2155559483137394e-06,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,6,0,-0.18892984527698914,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,6,1,-0.029201216378747997,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,6,2,0.018594610574597548,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,6,3,-0.00252052815063637,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,6,4,0.9084626873465869,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,6,5,-1.1386974081505774,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,6,6,0.326428986142436,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,6,7,0.06598627780819474,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,6,8,-0.021738204390208717,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,6,9,-1.5468316565900593e-06,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,7,0,-0.08030497485064209,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,7,1,0.13707507746732933,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,7,2,-0.06195173018203866,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,7,3,0.00691655274525552,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,7,4,0.015065136184969541,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,7,5,-0.15401446792657636,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,7,6,0.06598627780819474,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,7,7,0.0994002419614157,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,7,8,-0.026631963929707788,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,7,9,-1.440395695218401e-07,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,8,0,0.044642638278983085,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,8,1,-0.02344564458315167,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,8,2,0.010044632992067865,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,8,3,-0.0010707536336390013,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,8,4,-0.03530560850691173,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,8,5,0.06805666336188758,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,8,6,-0.021738204390208717,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,8,7,-0.026631963929707788,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,8,8,0.008636708417200132,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,8,9,9.072727666070822e-08,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,9,0,1.2977278667029384e-06,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,9,1,9.55941851620833e-07,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,9,2,-5.028719502149174e-07,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,9,3,6.250909628537151e-08,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,9,4,-5.880322818702333e-06,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,9,5,6.2155559483137394e-06,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,9,6,-1.5468316565900593e-06,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,9,7,-1.440395695218401e-07,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,9,8,9.072727666070822e-08,singular_pinv_rank_9_of_10
C2,Z+P+NB,log,9,9,9.244924785976784e-12,singular_pinv_rank_9_of_10
C2,ZIP--ZINB,identity,0,0,0.4125367040777113,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,0,1,-0.05477141503675508,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,0,2,0.05957820139955917,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,0,3,-0.010452863490025817,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,0,4,-0.014302270634085372,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,0,5,0.01165316381695781,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,0,6,0.2103668138079785,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,0,7,-0.07199714415912734,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,0,8,0.008527263869948063,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,0,9,0.2069880132999149,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,0,10,-0.5234121312315874,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,0,11,2.0439832209756565e-06,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,1,0,-0.05477141503675508,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,1,1,0.024119590304906166,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,1,2,-0.028065257180240513,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,1,3,0.005328369689120439,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,1,4,0.0007780981904686034,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,1,5,-0.0013748938938372478,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,1,6,-0.016441001193408578,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,1,7,0.003350916575202277,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,1,8,-0.00019335786028105067,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,1,9,0.18179889446803593,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,1,10,-0.12201112078690107,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,1,11,4.212419274730559e-07,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,2,0,0.05957820139955917,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,2,1,-0.028065257180240513,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,2,2,0.035047620895092564,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,2,3,-0.006799444293864398,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,2,4,0.009807487344949588,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,2,5,-0.000940790312252885,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,2,6,-0.005563974534463751,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,2,7,0.011393083845196487,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,2,8,-0.001956540178254993,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,2,9,-0.2034268428849391,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,2,10,0.14741262537245062,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,2,11,-5.81278079527703e-07,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,3,0,-0.010452863490025817,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,3,1,0.005328369689120439,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,3,2,-0.006799444293864398,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,3,3,0.0013687600684922083,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,3,4,-0.0022346941818897075,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,3,5,0.00034414449706521267,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,3,6,0.0007890592304881386,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,3,7,-0.0019130488793591535,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,3,8,0.00036132760921899306,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,3,9,0.03743593243149493,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,3,10,-0.028377764700100436,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,3,11,1.0819765704984162e-07,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,4,0,-0.014302270634085372,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,4,1,0.0007780981904686034,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,4,2,0.009807487344949588,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,4,3,-0.0022346941818897075,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,4,4,0.06702295198259571,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,4,5,-0.015743209070141,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,4,6,-0.14972937147544296,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,4,7,0.09396772805585149,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,4,8,-0.013273367012102544,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,4,9,0.05959788708536041,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,4,10,-0.033275018026127035,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,4,11,-4.349337165851043e-07,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,5,0,0.01165316381695781,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,5,1,-0.0013748938938372478,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,5,2,-0.000940790312252885,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,5,3,0.00034414449706521267,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,5,4,-0.015743209070141,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,5,5,0.004309044196755364,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,5,6,0.02955913444544095,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,5,7,-0.01696192856362423,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,5,8,0.00242907788937923,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,5,9,-0.01399628595074636,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,5,10,-0.0008224222481936653,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,5,11,9.492392607746166e-08,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,6,0,0.2103668138079785,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,6,1,-0.016441001193408578,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,6,2,-0.005563974534463751,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,6,3,0.0007890592304881386,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,6,4,-0.14972937147544296,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,6,5,0.02955913444544095,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,6,6,2.1938041424250776,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,6,7,-1.287635943461975,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,6,8,0.17286956538739376,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,6,9,0.4440197892382117,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,6,10,-0.002382562800321032,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,6,11,9.198054867099163e-06,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,7,0,-0.07199714415912734,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,7,1,0.003350916575202277,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,7,2,0.011393083845196487,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,7,3,-0.0019130488793591535,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,7,4,0.09396772805585149,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,7,5,-0.01696192856362423,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,7,6,-1.287635943461975,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,7,7,0.7878671161841397,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,7,8,-0.1078713898957557,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,7,9,-0.29120570937856227,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,7,10,0.006001039773643869,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,7,11,-5.478681904115006e-06,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,8,0,0.008527263869948063,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,8,1,-0.00019335786028105067,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,8,2,-0.001956540178254993,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,8,3,0.00036132760921899306,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,8,4,-0.013273367012102544,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,8,5,0.00242907788937923,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,8,6,0.17286956538739376,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,8,7,-0.1078713898957557,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,8,8,0.014962092136000367,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,8,9,0.043205921446063715,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,8,10,-0.005539083999152381,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,8,11,7.520203722722633e-07,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,9,0,0.2069880132999149,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,9,1,0.18179889446803593,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,9,2,-0.2034268428849391,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,9,3,0.03743593243149493,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,9,4,0.05959788708536041,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,9,5,-0.01399628595074636,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,9,6,0.4440197892382117,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,9,7,-0.29120570937856227,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,9,8,0.043205921446063715,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,9,9,44.957586716231134,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,9,10,-25.041832701548074,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,9,11,0.00011745989881805316,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,10,0,-0.5234121312315874,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,10,1,-0.12201112078690107,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,10,2,0.14741262537245062,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,10,3,-0.028377764700100436,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,10,4,-0.033275018026127035,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,10,5,-0.0008224222481936653,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,10,6,-0.002382562800321032,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,10,7,0.006001039773643869,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,10,8,-0.005539083999152381,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,10,9,-25.041832701548074,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,10,10,15.591600250453569,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,10,11,-6.704837060675286e-05,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,11,0,2.0439832209756565e-06,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,11,1,4.212419274730559e-07,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,11,2,-5.81278079527703e-07,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,11,3,1.0819765704984162e-07,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,11,4,-4.349337165851043e-07,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,11,5,9.492392607746166e-08,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,11,6,9.198054867099163e-06,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,11,7,-5.478681904115006e-06,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,11,8,7.520203722722633e-07,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,11,9,0.00011745989881805316,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,11,10,-6.704837060675286e-05,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,identity,11,11,3.4039002361734693e-10,singular_pinv_rank_11_of_12
C2,ZIP--ZINB,log,0,0,0.02404178123231656,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,0,1,0.1590694127212834,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,0,2,-0.0791450263165447,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,0,3,0.00946132742608195,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,0,4,0.010410528543430421,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,0,5,0.055813394859630494,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,0,6,-0.04988735224160329,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,0,7,0.07837110229780483,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,0,8,-0.023137213585642885,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,0,9,0.012942422376074628,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,0,10,0.013813955964634398,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,0,11,-2.070737966287086e-05,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,1,0,0.1590694127212834,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,1,1,5.737912288477545,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,1,2,-2.7716228877197158,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,1,3,0.32549827774091533,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,1,4,0.06625080664850501,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,1,5,0.35171302346239924,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,1,6,-0.21073430823492284,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,1,7,0.9169636188607474,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,1,8,-0.34248645752672424,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,1,9,1.65906052733962,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,1,10,-0.2965054602107076,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,1,11,-0.0007044087919641747,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,2,0,-0.0791450263165447,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,2,1,-2.7716228877197158,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,2,2,1.344472834089049,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,2,3,-0.15843002620687868,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,2,4,-0.03313882787327162,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,2,5,-0.17589442777564726,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,2,6,0.1048669620335157,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,2,7,-0.44279885643372663,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,2,8,0.1644674178785392,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,2,9,-0.7939634815204024,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,2,10,0.1407445536036329,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,2,11,0.00034040099857543234,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,3,0,0.00946132742608195,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,3,1,0.32549827774091533,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,3,2,-0.15843002620687868,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,3,3,0.01872309318412805,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,3,4,0.003983807176391258,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,3,5,0.02113818025991361,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,3,6,-0.012448892514979135,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,3,7,0.05181153405928745,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,3,8,-0.019179899537801092,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,3,9,0.09265155767010473,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,3,10,-0.016362338608451352,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,3,11,-3.9987235405097605e-05,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,4,0,0.010410528543430421,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,4,1,0.06625080664850501,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,4,2,-0.03313882787327162,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,4,3,0.003983807176391258,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,4,4,0.006723297704766869,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,4,5,0.035433648359430914,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,4,6,-0.018540485170979042,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,4,7,0.030388828819312087,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,4,8,-0.009083511923309005,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,4,9,0.006438545132016494,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,4,10,0.005326053142592265,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,4,11,-8.701957026793124e-06,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,5,0,0.055813394859630494,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,5,1,0.35171302346239924,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,5,2,-0.17589442777564726,singular_pinv_rank_10_of_12
C2,ZIP--ZINB,log,5,3,0.02113818025991361,singular_pinv_rank_10_of_12
