Dataset,Model,Link,Index,Value,SE,CovarianceStatus
H2AX4H100,Z+P+NB,identity,5,-1.6350050329225376,0.28791632534071665,indefinite_pinv_rank_4_of_8
H2AX4H100,Z+P+NB,identity,6,-0.24578608957227022,0.15152846832962258,indefinite_pinv_rank_4_of_8
H2AX4H100,Z+P+NB,identity,7,9.82088859555294,2.9160554208689927e-13,indefinite_pinv_rank_4_of_8
H2AX4H100,Z+P+NB,log,0,18.034224503116867,5.919713653104866e-11,singular_pinv_rank_4_of_8
H2AX4H100,Z+P+NB,log,1,1.0269999390598221,0.050276793694207414,singular_pinv_rank_4_of_8
H2AX4H100,Z+P+NB,log,2,0.23332734722984408,0.022306826297834013,singular_pinv_rank_4_of_8
H2AX4H100,Z+P+NB,log,3,1.0015656675963351,2.0935204250684303e-09,singular_pinv_rank_4_of_8
H2AX4H100,Z+P+NB,log,4,0.2246678592269439,1.390667361778189e-09,singular_pinv_rank_4_of_8
H2AX4H100,Z+P+NB,log,5,-1.6279353077055312,0.2870266270796854,singular_pinv_rank_4_of_8
H2AX4H100,Z+P+NB,log,6,-0.2505666796877112,0.15143752538143668,singular_pinv_rank_4_of_8
H2AX4H100,Z+P+NB,log,7,-11.031295267156688,1.221598800628689e-13,singular_pinv_rank_4_of_8
H2AX4H100,ZIP--ZINB,identity,0,2.051650877088231,0.3849640286872775,inverse
H2AX4H100,ZIP--ZINB,identity,1,2.449508303829153,0.193131428559839,inverse
H2AX4H100,ZIP--ZINB,identity,2,1.0700705743619097,0.11300781410463247,inverse
H2AX4H100,ZIP--ZINB,identity,3,-4.222400954177228,2.249718365119348,inverse
H2AX4H100,ZIP--ZINB,identity,4,0.585274003733892,0.7584422853174626,inverse
H2AX4H100,ZIP--ZINB,identity,5,5.091840021754682,123.64252292066959,inverse
H2AX4H100,ZIP--ZINB,identity,6,0.09669491604550506,41.216687032648345,inverse
H2AX4H100,ZIP--ZINB,identity,7,25.0,81.23209776596745,inverse
H2AX4H100,ZIP--ZINB,identity,8,-10.849671613682263,37.19691158104256,inverse
H2AX4H100,ZIP--ZINB,identity,9,-13.670957326034006,203.99229799936356,inverse
H2AX4H100,ZIP--ZINB,log,0,2.049984942855529,0.39089503907217993,indefinite_pinv_rank_9_of_10
H2AX4H100,ZIP--ZINB,log,1,1.026482940053417,0.05109916670280595,indefinite_pinv_rank_9_of_10
H2AX4H100,ZIP--ZINB,log,2,0.23543038719081164,0.02419708875925916,indefinite_pinv_rank_9_of_10
H2AX4H100,ZIP--ZINB,log,3,-4.223132747543074,2.3048728443530244,indefinite_pinv_rank_9_of_10
H2AX4H100,ZIP--ZINB,log,4,0.5848292531182085,0.7772568111485402,indefinite_pinv_rank_9_of_10
H2AX4H100,ZIP--ZINB,log,5,0.7258927095275828,31.729004922257403,indefinite_pinv_rank_9_of_10
H2AX4H100,ZIP--ZINB,log,6,0.31931418540908724,10.576494636716355,indefinite_pinv_rank_9_of_10
H2AX4H100,ZIP--ZINB,log,7,25.0,44.36147679425059,indefinite_pinv_rank_9_of_10
H2AX4H100,ZIP--ZINB,log,8,-10.818950131570679,26.714367165663667,indefinite_pinv_rank_9_of_10
H2AX4H100,ZIP--ZINB,log,9,-11.80873161196822,80.30080364852415,indefinite_pinv_rank_9_of_10
