Scenario,Dataset,Coefficient,CoefficientLatex,true,mean_estimate,empirical_sd,rmse,n_success
D1,Dataset 1,beta_z[0],$\beta_{10}$,2.0,1.649847110027633,0.0,0.35015288997236693,1
D1,Dataset 1,beta_z[1],$\beta_{11}$,1.0,1.2605793601964057,0.0,0.2605793601964057,1
D1,Dataset 1,gamma_z[0],$\gamma_{10}$,-2.0,-1.317672213658261,0.0,0.682327786341739,1
D1,Dataset 1,gamma_z[1],$\gamma_{11}$,1.0,0.4724991670549639,0.0,0.5275008329450361,1
D1,Dataset 1,beta_nb[0],$\beta_{20}$,4.0,1.5721832964226317,0.0,2.4278167035773683,1
D1,Dataset 1,beta_nb[1],$\beta_{21}$,3.5,6.610141654415623,0.0,3.1101416544156226,1
D1,Dataset 1,gamma_nb[0],$\gamma_{20}$,1.0,-24.999999999771283,0.0,25.999999999771283,1
D1,Dataset 1,gamma_nb[1],$\gamma_{21}$,-3.0,8.809141098564666,0.0,11.809141098564666,1
