Scenario,Dataset,Rep,Coefficient,CoefficientLatex,true,estimate
D1,Dataset 1,99,gamma_z[1],$\gamma_{11}$,1.0,0.987320726820444
D1,Dataset 1,99,beta_nb[0],$\beta_{20}$,4.0,3.845335073777632
D1,Dataset 1,99,beta_nb[1],$\beta_{21}$,3.5,3.2895945995529763
D1,Dataset 1,99,gamma_nb[0],$\gamma_{20}$,1.0,1.0010624136415474
D1,Dataset 1,99,gamma_nb[1],$\gamma_{21}$,-3.0,-3.413701859125482
D1,Dataset 1,98,beta_z[0],$\beta_{10}$,2.0,2.012355201182516
D1,Dataset 1,98,beta_z[1],$\beta_{11}$,1.0,0.987881116566264
D1,Dataset 1,98,gamma_z[0],$\gamma_{10}$,-2.0,-1.8786510498843552
D1,Dataset 1,98,gamma_z[1],$\gamma_{11}$,1.0,0.9227776400994966
D1,Dataset 1,98,beta_nb[0],$\beta_{20}$,4.0,3.687059417906208
D1,Dataset 1,98,beta_nb[1],$\beta_{21}$,3.5,3.845503745919253
D1,Dataset 1,98,gamma_nb[0],$\gamma_{20}$,1.0,0.8611975206747349
D1,Dataset 1,98,gamma_nb[1],$\gamma_{21}$,-3.0,-3.3192710356725774
D2,Dataset 2,3,beta_z[0],$\beta_{10}$,5.0,5.037715871071413
D2,Dataset 2,3,beta_z[1],$\beta_{11}$,-0.5,-0.3669630066561085
D2,Dataset 2,3,gamma_z[0],$\gamma_{10}$,0.1,0.1011438020643091
D2,Dataset 2,3,gamma_z[1],$\gamma_{11}$,3.1,2.905753922644588
D2,Dataset 2,3,beta_nb[0],$\beta_{20}$,10.0,9.626451724703678
D2,Dataset 2,3,beta_nb[1],$\beta_{21}$,2.5,2.8053630277010644
D2,Dataset 2,3,gamma_nb[0],$\gamma_{20}$,-1.7,-1.410444989664644
D2,Dataset 2,3,gamma_nb[1],$\gamma_{21}$,2.0,1.8490787798702168
D2,Dataset 2,8,beta_z[0],$\beta_{10}$,5.0,5.131202117658714
D2,Dataset 2,8,beta_z[1],$\beta_{11}$,-0.5,-0.9366897404466036
D2,Dataset 2,8,gamma_z[0],$\gamma_{10}$,0.1,0.1346984233173574
D2,Dataset 2,8,gamma_z[1],$\gamma_{11}$,3.1,2.846379678362465
D2,Dataset 2,8,beta_nb[0],$\beta_{20}$,10.0,10.961375464960309
D2,Dataset 2,8,beta_nb[1],$\beta_{21}$,2.5,2.003228601488247
D2,Dataset 2,8,gamma_nb[0],$\gamma_{20}$,-1.7,-1.6938830608731017
D2,Dataset 2,8,gamma_nb[1],$\gamma_{21}$,2.0,2.0073726484199965
D2,Dataset 2,5,beta_z[0],$\beta_{10}$,5.0,5.2941601359703006
D2,Dataset 2,5,beta_z[1],$\beta_{11}$,-0.5,-0.6133922758895626
D2,Dataset 2,5,gamma_z[0],$\gamma_{10}$,0.1,-0.1408253238765453
D2,Dataset 2,5,gamma_z[1],$\gamma_{11}$,3.1,2.2690572548103245
D2,Dataset 2,5,beta_nb[0],$\beta_{20}$,10.0,8.883552804939919
D2,Dataset 2,5,beta_nb[1],$\beta_{21}$,2.5,3.676985421237339
D2,Dataset 2,5,gamma_nb[0],$\gamma_{20}$,-1.7,-0.906181584693794
D2,Dataset 2,5,gamma_nb[1],$\gamma_{21}$,2.0,1.8404538660906928
D2,Dataset 2,7,beta_z[0],$\beta_{10}$,5.0,5.202198917731607
D2,Dataset 2,7,beta_z[1],$\beta_{11}$,-0.5,-0.8427413540774745
D2,Dataset 2,7,gamma_z[0],$\gamma_{10}$,0.1,-0.0151313224503535
D2,Dataset 2,7,gamma_z[1],$\gamma_{11}$,3.1,2.639895735380773
D2,Dataset 2,7,beta_nb[0],$\beta_{20}$,10.0,9.98524800159873
D2,Dataset 2,7,beta_nb[1],$\beta_{21}$,2.5,2.9066368294886926
D2,Dataset 2,7,gamma_nb[0],$\gamma_{20}$,-1.7,-1.1974627344674378
D2,Dataset 2,7,gamma_nb[1],$\gamma_{21}$,2.0,1.8504826702752712
D2,Dataset 2,10,beta_z[0],$\beta_{10}$,5.0,4.9308704794083615
D2,Dataset 2,10,beta_z[1],$\beta_{11}$,-0.5,-0.4486655681551897
D2,Dataset 2,10,gamma_z[0],$\gamma_{10}$,0.1,0.0846152892294665
D2,Dataset 2,10,gamma_z[1],$\gamma_{11}$,3.1,3.367274725933776
D2,Dataset 2,10,beta_nb[0],$\beta_{20}$,10.0,10.430652167514694
D2,Dataset 2,10,beta_nb[1],$\beta_{21}$,2.5,2.2255705261242187
D2,Dataset 2,10,gamma_nb[0],$\gamma_{20}$,-1.7,-2.354270728648228
D2,Dataset 2,10,gamma_nb[1],$\gamma_{21}$,2.0,2.280267506426845
D2,Dataset 2,9,beta_z[0],$\beta_{10}$,5.0,4.927544378827597
D2,Dataset 2,9,beta_z[1],$\beta_{11}$,-0.5,-0.4696948399596478
D2,Dataset 2,9,gamma_z[0],$\gamma_{10}$,0.1,0.0627653930530451
D2,Dataset 2,9,gamma_z[1],$\gamma_{11}$,3.1,3.006112531476116
D2,Dataset 2,9,beta_nb[0],$\beta_{20}$,10.0,9.538852589592777
D2,Dataset 2,9,beta_nb[1],$\beta_{21}$,2.5,2.769885637366494
D2,Dataset 2,9,gamma_nb[0],$\gamma_{20}$,-1.7,-1.387086149236889
D2,Dataset 2,9,gamma_nb[1],$\gamma_{21}$,2.0,1.9396041907196704
D2,Dataset 2,6,beta_z[0],$\beta_{10}$,5.0,5.388969091332091
D2,Dataset 2,6,beta_z[1],$\beta_{11}$,-0.5,-0.359860965797524
D2,Dataset 2,6,gamma_z[0],$\gamma_{10}$,0.1,0.0109625398064554
D2,Dataset 2,6,gamma_z[1],$\gamma_{11}$,3.1,3.446548664817375
D2,Dataset 2,6,beta_nb[0],$\beta_{20}$,10.0,9.602617548172516
D2,Dataset 2,6,beta_nb[1],$\beta_{21}$,2.5,2.63097119533706
D2,Dataset 2,6,gamma_nb[0],$\gamma_{20}$,-1.7,-1.885781562453433
D2,Dataset 2,6,gamma_nb[1],$\gamma_{21}$,2.0,2.027780952387389
D2,Dataset 2,4,beta_z[0],$\beta_{10}$,5.0,4.829654768813392
D2,Dataset 2,4,beta_z[1],$\beta_{11}$,-0.5,-0.6870469682538303
D2,Dataset 2,4,gamma_z[0],$\gamma_{10}$,0.1,0.1716926767224054
D2,Dataset 2,4,gamma_z[1],$\gamma_{11}$,3.1,3.310837011589061
D2,Dataset 2,4,beta_nb[0],$\beta_{20}$,10.0,10.984341202806364
D2,Dataset 2,4,beta_nb[1],$\beta_{21}$,2.5,1.732427761744393
D2,Dataset 2,4,gamma_nb[0],$\gamma_{20}$,-1.7,-2.118533429590446
D2,Dataset 2,4,gamma_nb[1],$\gamma_{21}$,2.0,2.090069524378217
D2,Dataset 2,11,beta_z[0],$\beta_{10}$,5.0,4.834047362467106
D2,Dataset 2,11,beta_z[1],$\beta_{11}$,-0.5,-0.0496621182709018
D2,Dataset 2,11,gamma_z[0],$\gamma_{10}$,0.1,0.1405038456453895
D2,Dataset 2,11,gamma_z[1],$\gamma_{11}$,3.1,3.0309997749079423
D2,Dataset 2,11,beta_nb[0],$\beta_{20}$,10.0,9.477200238674804
D2,Dataset 2,11,beta_nb[1],$\beta_{21}$,2.5,2.5954886411969538
D2,Dataset 2,11,gamma_nb[0],$\gamma_{20}$,-1.7,-1.612844484457554
D2,Dataset 2,11,gamma_nb[1],$\gamma_{21}$,2.0,1.9561806716358887
D2,Dataset 2,13,beta_z[0],$\beta_{10}$,5.0,5.0377507707923455
D2,Dataset 2,13,beta_z[1],$\beta_{11}$,-0.5,-0.2260949921546998
D2,Dataset 2,13,gamma_z[0],$\gamma_{10}$,0.1,0.0457065592611902
D2,Dataset 2,13,gamma_z[1],$\gamma_{11}$,3.1,3.279561137864884
D2,Dataset 2,13,beta_nb[0],$\beta_{20}$,10.0,9.301125444365278
D2,Dataset 2,13,beta_nb[1],$\beta_{21}$,2.5,2.760360116287858
D2,Dataset 2,13,gamma_nb[0],$\gamma_{20}$,-1.7,-1.879597996821174
D2,Dataset 2,13,gamma_nb[1],$\gamma_{21}$,2.0,2.1334293149554893
D2,Dataset 2,12,beta_z[0],$\beta_{10}$,5.0,5.167943089545831
D2,Dataset 2,12,beta_z[1],$\beta_{11}$,-0.5,-0.8821367372799236
D2,Dataset 2,12,gamma_z[0],$\gamma_{10}$,0.1,-0.2586758740084913
D2,Dataset 2,12,gamma_z[1],$\gamma_{11}$,3.1,3.2399257049564345
D2,Dataset 2,12,beta_nb[0],$\beta_{20}$,10.0,10.586627620304329
D2,Dataset 2,12,beta_nb[1],$\beta_{21}$,2.5,2.1383116013437045
D2,Dataset 2,12,gamma_nb[0],$\gamma_{20}$,-1.7,-1.3969778863658775
D2,Dataset 2,12,gamma_nb[1],$\gamma_{21}$,2.0,1.8232801770919167
D2,Dataset 2,16,beta_z[0],$\beta_{10}$,5.0,5.1511670729674295
D2,Dataset 2,16,beta_z[1],$\beta_{11}$,-0.5,-1.1375158484635697
D2,Dataset 2,16,gamma_z[0],$\gamma_{10}$,0.1,0.264758083998881
D2,Dataset 2,16,gamma_z[1],$\gamma_{11}$,3.1,2.736908191807588
D2,Dataset 2,16,beta_nb[0],$\beta_{20}$,10.0,10.061934003479363
D2,Dataset 2,16,beta_nb[1],$\beta_{21}$,2.5,2.7680628575582955
D2,Dataset 2,16,gamma_nb[0],$\gamma_{20}$,-1.7,-1.7444206876879256
D2,Dataset 2,16,gamma_nb[1],$\gamma_{21}$,2.0,2.013756432343821
D2,Dataset 2,14,beta_z[0],$\beta_{10}$,5.0,4.826887679306516
D2,Dataset 2,14,beta_z[1],$\beta_{11}$,-0.5,-0.4205020887865795
D2,Dataset 2,14,gamma_z[0],$\gamma_{10}$,0.1,0.0790155596715689
D2,Dataset 2,14,gamma_z[1],$\gamma_{11}$,3.1,3.5230683286011275
D2,Dataset 2,14,beta_nb[0],$\beta_{20}$,10.0,9.981490377211356
D2,Dataset 2,14,beta_nb[1],$\beta_{21}$,2.5,2.3655785326107988
D2,Dataset 2,14,gamma_nb[0],$\gamma_{20}$,-1.7,-2.0501236626697747
D2,Dataset 2,14,gamma_nb[1],$\gamma_{21}$,2.0,2.166950092829347
D2,Dataset 2,17,beta_z[0],$\beta_{10}$,5.0,5.1428315138838485
D2,Dataset 2,17,beta_z[1],$\beta_{11}$,-0.5,-1.4852047774163468
D2,Dataset 2,17,gamma_z[0],$\gamma_{10}$,0.1,0.0916208545190047
D2,Dataset 2,17,gamma_z[1],$\gamma_{11}$,3.1,3.1957672285652947
D2,Dataset 2,17,beta_nb[0],$\beta_{20}$,10.0,10.291559681388046
D2,Dataset 2,17,beta_nb[1],$\beta_{21}$,2.5,2.0107976713805664
D2,Dataset 2,17,gamma_nb[0],$\gamma_{20}$,-1.7,-1.6404970524259546
D2,Dataset 2,17,gamma_nb[1],$\gamma_{21}$,2.0,1.941848322470624
D2,Dataset 2,15,beta_z[0],$\beta_{10}$,5.0,4.922949185409635
D2,Dataset 2,15,beta_z[1],$\beta_{11}$,-0.5,-0.4541197280443859
D2,Dataset 2,15,gamma_z[0],$\gamma_{10}$,0.1,-0.0177781492855273
D2,Dataset 2,15,gamma_z[1],$\gamma_{11}$,3.1,2.8853200185292684
D2,Dataset 2,15,beta_nb[0],$\beta_{20}$,10.0,10.327084309645237
D2,Dataset 2,15,beta_nb[1],$\beta_{21}$,2.5,2.538395810415252
D2,Dataset 2,15,gamma_nb[0],$\gamma_{20}$,-1.7,-1.4673775132456792
D2,Dataset 2,15,gamma_nb[1],$\gamma_{21}$,2.0,1.89734283961116
D2,Dataset 2,18,beta_z[0],$\beta_{10}$,5.0,4.982772329270168
D2,Dataset 2,18,beta_z[1],$\beta_{11}$,-0.5,-1.1460901702881805
D2,Dataset 2,18,gamma_z[0],$\gamma_{10}$,0.1,0.1364919053313023
D2,Dataset 2,18,gamma_z[1],$\gamma_{11}$,3.1,2.592701617256626
D2,Dataset 2,18,beta_nb[0],$\beta_{20}$,10.0,10.648226193589396
D2,Dataset 2,18,beta_nb[1],$\beta_{21}$,2.5,2.111291609243392
D2,Dataset 2,18,gamma_nb[0],$\gamma_{20}$,-1.7,-1.7284127984014983
D2,Dataset 2,18,gamma_nb[1],$\gamma_{21}$,2.0,2.0147843133697148
D2,Dataset 2,19,beta_z[0],$\beta_{10}$,5.0,4.898959088311685
D2,Dataset 2,19,beta_z[1],$\beta_{11}$,-0.5,-1.0384277930365988
D2,Dataset 2,19,gamma_z[0],$\gamma_{10}$,0.1,-0.1509323498904186
D2,Dataset 2,19,gamma_z[1],$\gamma_{11}$,3.1,3.0180098194374376
D2,Dataset 2,19,beta_nb[0],$\beta_{20}$,10.0,10.140414461218882
D2,Dataset 2,19,beta_nb[1],$\beta_{21}$,2.5,2.002004602982131
D2,Dataset 2,19,gamma_nb[0],$\gamma_{20}$,-1.7,-1.2148629682771648
D2,Dataset 2,19,gamma_nb[1],$\gamma_{21}$,2.0,1.826677216263764
D2,Dataset 2,22,beta_z[0],$\beta_{10}$,5.0,5.436870164359554
D2,Dataset 2,22,beta_z[1],$\beta_{11}$,-0.5,-1.6059397590691422
D2,Dataset 2,22,gamma_z[0],$\gamma_{10}$,0.1,0.1974160236828754
D2,Dataset 2,22,gamma_z[1],$\gamma_{11}$,3.1,3.1505987027206173
D2,Dataset 2,22,beta_nb[0],$\beta_{20}$,10.0,9.94194225133316
D2,Dataset 2,22,beta_nb[1],$\beta_{21}$,2.5,2.4049447410478235
D2,Dataset 2,22,gamma_nb[0],$\gamma_{20}$,-1.7,-1.8519005439851408
D2,Dataset 2,22,gamma_nb[1],$\gamma_{21}$,2.0,2.049200359430769
D2,Dataset 2,21,beta_z[0],$\beta_{10}$,5.0,4.7977995490409375
D2,Dataset 2,21,beta_z[1],$\beta_{11}$,-0.5,-0.8203872077546377
D2,Dataset 2,21,gamma_z[0],$\gamma_{10}$,0.1,-0.1386778160529937
D2,Dataset 2,21,gamma_z[1],$\gamma_{11}$,3.1,3.2707087593324937
D2,Dataset 2,21,beta_nb[0],$\beta_{20}$,10.0,10.617352733243075
D2,Dataset 2,21,beta_nb[1],$\beta_{21}$,2.5,2.087827745465728
D2,Dataset 2,21,gamma_nb[0],$\gamma_{20}$,-1.7,-1.601369822012243
D2,Dataset 2,21,gamma_nb[1],$\gamma_{21}$,2.0,1.999358767907801
D2,Dataset 2,24,beta_z[0],$\beta_{10}$,5.0,4.810324222801794
D2,Dataset 2,24,beta_z[1],$\beta_{11}$,-0.5,-0.8574645998482378
D2,Dataset 2,24,gamma_z[0],$\gamma_{10}$,0.1,-0.0809074559560927
D2,Dataset 2,24,gamma_z[1],$\gamma_{11}$,3.1,2.821332482803769
D2,Dataset 2,24,beta_nb[0],$\beta_{20}$,10.0,10.107529621485709
D2,Dataset 2,24,beta_nb[1],$\beta_{21}$,2.5,2.6071771352547444
D2,Dataset 2,24,gamma_nb[0],$\gamma_{20}$,-1.7,-1.1216914615400064
D2,Dataset 2,24,gamma_nb[1],$\gamma_{21}$,2.0,1.7682787277468162
D2,Dataset 2,20,beta_z[0],$\beta_{10}$,5.0,4.862917818278559
D2,Dataset 2,20,beta_z[1],$\beta_{11}$,-0.5,-1.0233086595583925
D2,Dataset 2,20,gamma_z[0],$\gamma_{10}$,0.1,0.1564794681946988
D2,Dataset 2,20,gamma_z[1],$\gamma_{11}$,3.1,2.547202665501129
D2,Dataset 2,20,beta_nb[0],$\beta_{20}$,10.0,10.303783734457465
D2,Dataset 2,20,beta_nb[1],$\beta_{21}$,2.5,2.7668854557230573
D2,Dataset 2,20,gamma_nb[0],$\gamma_{20}$,-1.7,-1.5172722002631165
D2,Dataset 2,20,gamma_nb[1],$\gamma_{21}$,2.0,1.9924961017005227
D2,Dataset 2,23,beta_z[0],$\beta_{10}$,5.0,5.129637781612026
D2,Dataset 2,23,beta_z[1],$\beta_{11}$,-0.5,-1.0358966476982614
D2,Dataset 2,23,gamma_z[0],$\gamma_{10}$,0.1,0.1507443058019777
D2,Dataset 2,23,gamma_z[1],$\gamma_{11}$,3.1,2.728288955595322
D2,Dataset 2,23,beta_nb[0],$\beta_{20}$,10.0,10.6584520974258
D2,Dataset 2,23,beta_nb[1],$\beta_{21}$,2.5,2.253773452877037
D2,Dataset 2,23,gamma_nb[0],$\gamma_{20}$,-1.7,-1.6709510212264225
D2,Dataset 2,23,gamma_nb[1],$\gamma_{21}$,2.0,1.9786791775653527
D2,Dataset 2,25,beta_z[0],$\beta_{10}$,5.0,4.025141532554102
D2,Dataset 2,25,beta_z[1],$\beta_{11}$,-0.5,2.408710726464907
D2,Dataset 2,25,gamma_z[0],$\gamma_{10}$,0.1,0.3049865001382078
D2,Dataset 2,25,gamma_z[1],$\gamma_{11}$,3.1,2.523230769514551
D2,Dataset 2,25,beta_nb[0],$\beta_{20}$,10.0,9.728264433294676
D2,Dataset 2,25,beta_nb[1],$\beta_{21}$,2.5,2.5640411370083864
D2,Dataset 2,25,gamma_nb[0],$\gamma_{20}$,-1.7,-1.4482401557908102
D2,Dataset 2,25,gamma_nb[1],$\gamma_{21}$,2.0,1.9572135136337472
D2,Dataset 2,26,beta_z[0],$\beta_{10}$,5.0,4.894128357352857
D2,Dataset 2,26,beta_z[1],$\beta_{11}$,-0.5,-0.2307027617437663
D2,Dataset 2,26,gamma_z[0],$\gamma_{10}$,0.1,-0.1267684764736099
D2,Dataset 2,26,gamma_z[1],$\gamma_{11}$,3.1,3.096024162475961
D2,Dataset 2,26,beta_nb[0],$\beta_{20}$,10.0,10.710006966485878
D2,Dataset 2,26,beta_nb[1],$\beta_{21}$,2.5,2.276944592877771
D2,Dataset 2,26,gamma_nb[0],$\gamma_{20}$,-1.7,-1.611977323156803
D2,Dataset 2,26,gamma_nb[1],$\gamma_{21}$,2.0,1.948796307732149
D2,Dataset 2,28,beta_z[0],$\beta_{10}$,5.0,4.8026553902931175
D2,Dataset 2,28,beta_z[1],$\beta_{11}$,-0.5,-0.077365312731731
D2,Dataset 2,28,gamma_z[0],$\gamma_{10}$,0.1,0.1366336844634539
D2,Dataset 2,28,gamma_z[1],$\gamma_{11}$,3.1,2.982425397074573
D2,Dataset 2,28,beta_nb[0],$\beta_{20}$,10.0,9.766396324954965
D2,Dataset 2,28,beta_nb[1],$\beta_{21}$,2.5,2.566553818775013
D2,Dataset 2,28,gamma_nb[0],$\gamma_{20}$,-1.7,-1.397879195471874
D2,Dataset 2,28,gamma_nb[1],$\gamma_{21}$,2.0,1.883211526533818
D2,Dataset 2,27,beta_z[0],$\beta_{10}$,5.0,4.948816456059248
D2,Dataset 2,27,beta_z[1],$\beta_{11}$,-0.5,-0.2891641045161506
D2,Dataset 2,27,gamma_z[0],$\gamma_{10}$,0.1,0.0935561846298581
D2,Dataset 2,27,gamma_z[1],$\gamma_{11}$,3.1,3.1426151164777725
D2,Dataset 2,27,beta_nb[0],$\beta_{20}$,10.0,9.904644966574033
D2,Dataset 2,27,beta_nb[1],$\beta_{21}$,2.5,2.4940506555326123
D2,Dataset 2,27,gamma_nb[0],$\gamma_{20}$,-1.7,-1.508085382270995
D2,Dataset 2,27,gamma_nb[1],$\gamma_{21}$,2.0,1.905584333567654
D2,Dataset 2,31,beta_z[0],$\beta_{10}$,5.0,5.208927318228757
D2,Dataset 2,31,beta_z[1],$\beta_{11}$,-0.5,-0.6670957745017424
D2,Dataset 2,31,gamma_z[0],$\gamma_{10}$,0.1,0.1524991369596825
D2,Dataset 2,31,gamma_z[1],$\gamma_{11}$,3.1,2.627187228661674
D2,Dataset 2,31,beta_nb[0],$\beta_{20}$,10.0,9.65399979671169
D2,Dataset 2,31,beta_nb[1],$\beta_{21}$,2.5,3.078156265363748
D2,Dataset 2,31,gamma_nb[0],$\gamma_{20}$,-1.7,-1.3077547796134716
D2,Dataset 2,31,gamma_nb[1],$\gamma_{21}$,2.0,1.9113166319746016
D2,Dataset 2,30,beta_z[0],$\beta_{10}$,5.0,5.062653680888418
D2,Dataset 2,30,beta_z[1],$\beta_{11}$,-0.5,0.0825894411600665
D2,Dataset 2,30,gamma_z[0],$\gamma_{10}$,0.1,0.3663811003020571
D2,Dataset 2,30,gamma_z[1],$\gamma_{11}$,3.1,2.8196485170108776
D2,Dataset 2,30,beta_nb[0],$\beta_{20}$,10.0,10.12055439548224
D2,Dataset 2,30,beta_nb[1],$\beta_{21}$,2.5,1.6849443498962915
D2,Dataset 2,30,gamma_nb[0],$\gamma_{20}$,-1.7,-1.689033481798956
D2,Dataset 2,30,gamma_nb[1],$\gamma_{21}$,2.0,2.000855114210731
D2,Dataset 2,29,beta_z[0],$\beta_{10}$,5.0,5.185362066632725
D2,Dataset 2,29,beta_z[1],$\beta_{11}$,-0.5,-0.0671619748997428
D2,Dataset 2,29,gamma_z[0],$\gamma_{10}$,0.1,0.0911653886499957
D2,Dataset 2,29,gamma_z[1],$\gamma_{11}$,3.1,2.905579152804488
D2,Dataset 2,29,beta_nb[0],$\beta_{20}$,10.0,9.255485267441983
D2,Dataset 2,29,beta_nb[1],$\beta_{21}$,2.5,3.17872374381714
D2,Dataset 2,29,gamma_nb[0],$\gamma_{20}$,-1.7,-1.4187802960485865
D2,Dataset 2,29,gamma_nb[1],$\gamma_{21}$,2.0,1.8995874339022072
D2,Dataset 2,32,beta_z[0],$\beta_{10}$,5.0,4.861702937258452
D2,Dataset 2,32,beta_z[1],$\beta_{11}$,-0.5,-0.2187585511372874
D2,Dataset 2,32,gamma_z[0],$\gamma_{10}$,0.1,-0.2675922760456123
D2,Dataset 2,32,gamma_z[1],$\gamma_{11}$,3.1,3.1419109566679584
D2,Dataset 2,32,beta_nb[0],$\beta_{20}$,10.0,8.860406057247362
D2,Dataset 2,32,beta_nb[1],$\beta_{21}$,2.5,3.459927345491778
D2,Dataset 2,32,gamma_nb[0],$\gamma_{20}$,-1.7,-1.0739208341277162
D2,Dataset 2,32,gamma_nb[1],$\gamma_{21}$,2.0,1.8072701267504967
D2,Dataset 2,33,beta_z[0],$\beta_{10}$,5.0,4.740973205180929
D2,Dataset 2,33,beta_z[1],$\beta_{11}$,-0.5,-0.156348368420038
D2,Dataset 2,33,gamma_z[0],$\gamma_{10}$,0.1,0.0778058577454749
D2,Dataset 2,33,gamma_z[1],$\gamma_{11}$,3.1,2.6189024655629685
D2,Dataset 2,33,beta_nb[0],$\beta_{20}$,10.0,9.525846801977194
D2,Dataset 2,33,beta_nb[1],$\beta_{21}$,2.5,3.962423740095219
D2,Dataset 2,33,gamma_nb[0],$\gamma_{20}$,-1.7,-1.3288080224503818
D2,Dataset 2,33,gamma_nb[1],$\gamma_{21}$,2.0,1.9098919261587768
D2,Dataset 2,36,beta_z[0],$\beta_{10}$,5.0,4.95876736254547
D2,Dataset 2,36,beta_z[1],$\beta_{11}$,-0.5,-1.2284674439173755
D2,Dataset 2,36,gamma_z[0],$\gamma_{10}$,0.1,0.125383811765503
D2,Dataset 2,36,gamma_z[1],$\gamma_{11}$,3.1,2.7883553937565217
D2,Dataset 2,36,beta_nb[0],$\beta_{20}$,10.0,10.465898918211092
D2,Dataset 2,36,beta_nb[1],$\beta_{21}$,2.5,2.106677661485815
D2,Dataset 2,36,gamma_nb[0],$\gamma_{20}$,-1.7,-1.291290285244769
D2,Dataset 2,36,gamma_nb[1],$\gamma_{21}$,2.0,1.8996843624488409
D2,Dataset 2,34,beta_z[0],$\beta_{10}$,5.0,4.852381322044904
D2,Dataset 2,34,beta_z[1],$\beta_{11}$,-0.5,-0.1967083122924811
D2,Dataset 2,34,gamma_z[0],$\gamma_{10}$,0.1,0.1243644800526796
D2,Dataset 2,34,gamma_z[1],$\gamma_{11}$,3.1,3.2322400459843155
D2,Dataset 2,34,beta_nb[0],$\beta_{20}$,10.0,10.834915974032024
D2,Dataset 2,34,beta_nb[1],$\beta_{21}$,2.5,1.642306455332006
D2,Dataset 2,34,gamma_nb[0],$\gamma_{20}$,-1.7,-1.8751704271027143
D2,Dataset 2,34,gamma_nb[1],$\gamma_{21}$,2.0,2.0366969839461726
D2,Dataset 2,35,beta_z[0],$\beta_{10}$,5.0,4.674079911222818
D2,Dataset 2,35,beta_z[1],$\beta_{11}$,-0.5,-0.80034163304376
D2,Dataset 2,35,gamma_z[0],$\gamma_{10}$,0.1,0.0521071470720501
D2,Dataset 2,35,gamma_z[1],$\gamma_{11}$,3.1,3.198666097514969
D2,Dataset 2,35,beta_nb[0],$\beta_{20}$,10.0,9.758415952475085
D2,Dataset 2,35,beta_nb[1],$\beta_{21}$,2.5,2.6985279882130664
D2,Dataset 2,35,gamma_nb[0],$\gamma_{20}$,-1.7,-2.021584075497053
D2,Dataset 2,35,gamma_nb[1],$\gamma_{21}$,2.0,2.143366853529342
D2,Dataset 2,40,beta_z[0],$\beta_{10}$,5.0,5.185494959112535
D2,Dataset 2,40,beta_z[1],$\beta_{11}$,-0.5,-0.7261630848101347
D2,Dataset 2,40,gamma_z[0],$\gamma_{10}$,0.1,0.4522824168116769
D2,Dataset 2,40,gamma_z[1],$\gamma_{11}$,3.1,2.602905666327104
D2,Dataset 2,40,beta_nb[0],$\beta_{20}$,10.0,9.978803998399902
D2,Dataset 2,40,beta_nb[1],$\beta_{21}$,2.5,2.7509637132066174
D2,Dataset 2,40,gamma_nb[0],$\gamma_{20}$,-1.7,-1.8741196729571787
D2,Dataset 2,40,gamma_nb[1],$\gamma_{21}$,2.0,2.114518554067824
D2,Dataset 2,39,beta_z[0],$\beta_{10}$,5.0,4.889857442709567
D2,Dataset 2,39,beta_z[1],$\beta_{11}$,-0.5,-0.6595811051726898
D2,Dataset 2,39,gamma_z[0],$\gamma_{10}$,0.1,0.0071348442836383
D2,Dataset 2,39,gamma_z[1],$\gamma_{11}$,3.1,2.57091137796292
D2,Dataset 2,39,beta_nb[0],$\beta_{20}$,10.0,9.673472032463682
D2,Dataset 2,39,beta_nb[1],$\beta_{21}$,2.5,3.322267434889012
D2,Dataset 2,39,gamma_nb[0],$\gamma_{20}$,-1.7,-1.3815009735271648
D2,Dataset 2,39,gamma_nb[1],$\gamma_{21}$,2.0,1.941133204187524
D2,Dataset 2,37,beta_z[0],$\beta_{10}$,5.0,4.836989223537793
D2,Dataset 2,37,beta_z[1],$\beta_{11}$,-0.5,-0.8742840460176428
D2,Dataset 2,37,gamma_z[0],$\gamma_{10}$,0.1,0.1542348445486014
D2,Dataset 2,37,gamma_z[1],$\gamma_{11}$,3.1,2.680490979058382
D2,Dataset 2,37,beta_nb[0],$\beta_{20}$,10.0,10.319651107690923
D2,Dataset 2,37,beta_nb[1],$\beta_{21}$,2.5,1.7940404160661307
D2,Dataset 2,37,gamma_nb[0],$\gamma_{20}$,-1.7,-1.485816722155909
D2,Dataset 2,37,gamma_nb[1],$\gamma_{21}$,2.0,1.933773290807851
D2,Dataset 2,38,beta_z[0],$\beta_{10}$,5.0,4.482821918268225
D2,Dataset 2,38,beta_z[1],$\beta_{11}$,-0.5,1.189712069673779
D2,Dataset 2,38,gamma_z[0],$\gamma_{10}$,0.1,0.0578395127256908
D2,Dataset 2,38,gamma_z[1],$\gamma_{11}$,3.1,3.3215300109217822
D2,Dataset 2,38,beta_nb[0],$\beta_{20}$,10.0,10.08858772997108
D2,Dataset 2,38,beta_nb[1],$\beta_{21}$,2.5,1.9743177567428043
D2,Dataset 2,38,gamma_nb[0],$\gamma_{20}$,-1.7,-1.5600436627372891
D2,Dataset 2,38,gamma_nb[1],$\gamma_{21}$,2.0,1.9563553893873709
D2,Dataset 2,44,beta_z[0],$\beta_{10}$,5.0,5.39496719407386
D2,Dataset 2,44,beta_z[1],$\beta_{11}$,-0.5,-1.2053526076111931
D2,Dataset 2,44,gamma_z[0],$\gamma_{10}$,0.1,0.0753203897374756
