n,Rep,elapsed_sec
25000,29,174.05243825912476
25000,28,206.34163618087769
25000,30,199.07303476333618
25000,31,193.1632080078125
25000,32,179.33182549476624
25000,33,177.30969405174255
25000,34,180.32070875167847
25000,36,187.6720311641693
25000,35,194.71872448921204
25000,37,223.32921648025513
25000,39,193.66522789001465
25000,40,190.8982150554657
25000,38,268.264995098114
25000,41,189.27168154716492
25000,43,178.44544124603271
25000,44,182.53899240493774
25000,42,233.60039567947388
25000,45,176.3585045337677
25000,47,178.64630246162415
25000,49,179.33401679992676
25000,48,191.82952737808228
25000,46,215.20673751831055
25000,50,170.05577158927917
25000,51,179.4598569869995
25000,52,180.24832820892334
25000,53,197.85986590385437
25000,54,215.73138093948364
25000,55,195.6209466457367
25000,57,194.33352303504944
25000,58,196.15884351730347
25000,56,236.93400835990906
25000,59,208.20781588554382
25000,60,207.15428566932678
25000,61,203.921959400177
25000,62,172.04452443122864
25000,65,169.9594578742981
25000,63,192.9473385810852
25000,64,204.7815010547638
25000,67,192.63580465316772
25000,66,220.83575129508972
25000,68,220.9355537891388
25000,69,197.39581680297852
25000,70,184.187926530838
