Scenario,Dataset,Rep,Model,Index,Value
D1,Dataset 1,36,ZIP--ZINB,9,0.4068952382984035
D1,Dataset 1,37,ZIP--ZINB,0,0.7864942111005883
D1,Dataset 1,37,ZIP--ZINB,1,1.9933628426257
D1,Dataset 1,37,ZIP--ZINB,2,1.048672883127231
D1,Dataset 1,37,ZIP--ZINB,3,-2.14991513474382
D1,Dataset 1,37,ZIP--ZINB,4,1.074835053992878
D1,Dataset 1,37,ZIP--ZINB,5,4.064071007923187
D1,Dataset 1,37,ZIP--ZINB,6,3.1388310157145662
D1,Dataset 1,37,ZIP--ZINB,7,0.8760854086767207
D1,Dataset 1,37,ZIP--ZINB,8,-2.8660972661650463
D1,Dataset 1,37,ZIP--ZINB,9,0.4519466440235113
D1,Dataset 1,38,ZIP--ZINB,0,0.7568968305416734
D1,Dataset 1,38,ZIP--ZINB,1,2.064567350415628
D1,Dataset 1,38,ZIP--ZINB,2,0.9941005334204728
D1,Dataset 1,38,ZIP--ZINB,3,-2.0020490421863903
D1,Dataset 1,38,ZIP--ZINB,4,1.011030858266711
D1,Dataset 1,38,ZIP--ZINB,5,3.449110366092857
D1,Dataset 1,38,ZIP--ZINB,6,3.3704150934430324
D1,Dataset 1,38,ZIP--ZINB,7,0.9382036776709434
D1,Dataset 1,38,ZIP--ZINB,8,-3.247874554393208
D1,Dataset 1,38,ZIP--ZINB,9,0.5615001703191967
D1,Dataset 1,39,ZIP--ZINB,0,0.803337119281244
D1,Dataset 1,39,ZIP--ZINB,1,2.018922994723246
D1,Dataset 1,39,ZIP--ZINB,2,0.9787386445666224
D1,Dataset 1,39,ZIP--ZINB,3,-2.180637122462596
D1,Dataset 1,39,ZIP--ZINB,4,1.0816879153314418
D1,Dataset 1,39,ZIP--ZINB,5,4.979297944935611
D1,Dataset 1,39,ZIP--ZINB,6,3.1490342085495424
D1,Dataset 1,39,ZIP--ZINB,7,1.0669055256949047
D1,Dataset 1,39,ZIP--ZINB,8,-2.633322148822012
D1,Dataset 1,39,ZIP--ZINB,9,0.354482909928416
D1,Dataset 1,42,ZIP--ZINB,0,1.0225237157524618
D1,Dataset 1,42,ZIP--ZINB,1,2.0169001651311778
D1,Dataset 1,42,ZIP--ZINB,2,0.9896895245119643
D1,Dataset 1,42,ZIP--ZINB,3,-1.7765015085754745
D1,Dataset 1,42,ZIP--ZINB,4,0.8952284531458051
D1,Dataset 1,42,ZIP--ZINB,5,4.726854788180605
D1,Dataset 1,42,ZIP--ZINB,6,3.5908631360871808
D1,Dataset 1,42,ZIP--ZINB,7,0.7875561688946153
D1,Dataset 1,42,ZIP--ZINB,8,-2.889928523179914
D1,Dataset 1,42,ZIP--ZINB,9,0.1992926225789773
D1,Dataset 1,41,ZIP--ZINB,0,0.8856541002137492
D1,Dataset 1,41,ZIP--ZINB,1,2.0124144182185884
D1,Dataset 1,41,ZIP--ZINB,2,0.9942911606816344
D1,Dataset 1,41,ZIP--ZINB,3,-1.891390195574148
D1,Dataset 1,41,ZIP--ZINB,4,0.9459007940776192
D1,Dataset 1,41,ZIP--ZINB,5,3.563741146378478
D1,Dataset 1,41,ZIP--ZINB,6,3.780900807708372
D1,Dataset 1,41,ZIP--ZINB,7,1.0023729602293054
D1,Dataset 1,41,ZIP--ZINB,8,-3.6874930341048286
D1,Dataset 1,41,ZIP--ZINB,9,0.3951920059048343
D1,Dataset 1,40,ZIP--ZINB,0,0.7513459319234588
