Scenario,DatasetLabel,Rep,Dataset,Model,Link,Log-Likelihood,AIC,BIC,nobs,n_params,success,nit,grad_norm_inf,cov_status,min_info_eig,info_rank,message
D1,Dataset 1,36,D1,ZIP,identity,-71356.83250016691,142721.66500033383,142753.278950544,20000,4,True,12,0.000261128975581,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,36,D1,ZINB,identity,-45787.57910411394,91585.15820822788,91624.67564599056,20000,5,True,30,0.0004159384581976,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,36,D1,P+NB,identity,-45191.993174615054,90395.98634923012,90443.40727454532,20000,6,True,20,0.0002290401140678,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,36,D1,Z+P+NB,identity,-44601.32927796728,89218.65855593455,89281.88645635484,20000,8,True,31,0.000339302439148,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,36,D1,ZIP--ZINB,identity,-44559.88585448207,89139.77170896414,89218.8065844895,20000,10,True,16,0.0002282842678104,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,37,D1,Poisson,identity,-96739.69308886497,193483.3861777299,193499.1931528349,20000,2,True,8,9.05830472005542e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,37,D1,NB,identity,-46705.5142929714,93417.0285859428,93440.7390486004,20000,3,True,8,2.4108952167631315e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,37,D1,ZIP,identity,-70006.55259809559,140021.10519619117,140052.71914640133,20000,4,True,11,0.0001213105639918,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,37,D1,ZINB,identity,-45941.28990261287,91892.57980522576,91932.09724298844,20000,5,True,15,6.98791341472299e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,37,D1,P+NB,identity,-45382.53855127208,90777.07710254416,90824.49802785936,20000,6,True,31,0.0001064553711742,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,37,D1,Z+P+NB,identity,-44819.99576928016,89655.99153856032,89719.21943898061,20000,8,True,21,0.0005018465018302,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,37,D1,ZIP--ZINB,identity,-44744.0990980875,89508.198196175,89587.23307170036,20000,10,True,38,0.0006248023556404,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,38,D1,Poisson,identity,-98616.93305150824,197237.86610301648,197253.6730781216,20000,2,True,7,1.908902949132596e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,38,D1,NB,identity,-46263.3929829842,92532.7859659684,92556.496428626,20000,3,True,9,4.735582638915048e-06,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,38,D1,ZIP,identity,-70816.71064345071,141641.42128690143,141673.0352371116,20000,4,True,11,1.630036404587365e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,38,D1,ZINB,identity,-45490.16831275952,90990.33662551903,91029.85406328172,20000,5,True,19,0.0001504819640198,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,38,D1,P+NB,identity,-44936.19363679071,89884.38727358142,89931.80819889664,20000,6,True,17,5.581453896752464e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,38,D1,Z+P+NB,identity,-44372.98703852724,88761.97407705447,88825.20197747476,20000,8,True,23,8.605579760672007e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,38,D1,ZIP--ZINB,identity,-44339.22490069297,88698.44980138594,88777.4846769113,20000,10,True,16,0.0013780780762194,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,39,D1,Poisson,identity,-100614.6435108959,201233.2870217918,201249.09399689687,20000,2,True,8,1.1152035074679656e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,39,D1,NB,identity,-47057.08990047755,94120.1798009551,94143.8902636127,20000,3,True,8,3.983415097508214e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,39,D1,ZIP,identity,-72613.50023628873,145235.00047257746,145266.61442278762,20000,4,True,12,0.0004701800202591,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,39,D1,ZINB,identity,-46312.219389484046,92634.43877896808,92673.95621673076,20000,5,True,15,1.353301359008352e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,39,D1,P+NB,identity,-45764.15770990234,91540.31541980468,91587.7363451199,20000,6,True,19,0.000342238345496,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,39,D1,Z+P+NB,identity,-45190.95628689479,90397.91257378958,90461.14047420988,20000,8,True,29,0.0001026002782715,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,39,D1,ZIP--ZINB,identity,-45124.45452837264,90268.90905674528,90347.94393227065,20000,10,True,39,0.0004047234790162,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,42,D1,Poisson,identity,-96124.95134063606,192253.90268127213,192269.7096563772,20000,2,True,5,1.8000582300281565e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,42,D1,NB,identity,-46644.246007943046,93294.49201588608,93318.2024785437,20000,3,True,8,8.520266799288967e-06,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,42,D1,ZIP,identity,-68873.20478635767,137754.40957271535,137786.0235229255,20000,4,True,11,0.0002452008806697,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,42,D1,ZINB,identity,-45834.70134787826,91679.40269575652,91718.9201335192,20000,5,True,16,1.7108296837792247e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,42,D1,P+NB,identity,-45255.56085521065,90523.1217104213,90570.54263573652,20000,6,True,24,0.0003116869241708,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,42,D1,Z+P+NB,identity,-44649.27382188309,89314.54764376619,89377.77554418647,20000,8,True,21,2.986249236425209e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,42,D1,ZIP--ZINB,identity,-44598.59791769349,89217.19583538698,89296.23071091235,20000,10,True,15,0.001125699569963,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,41,D1,Poisson,identity,-98160.36579688004,196324.73159376005,196340.5385688652,20000,2,True,6,7.855617867558173e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,41,D1,NB,identity,-46708.770980994734,93423.54196198948,93447.25242464709,20000,3,True,10,0.0001825393423757,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,41,D1,ZIP,identity,-70720.43479024802,141448.86958049604,141480.4835307062,20000,4,True,13,0.0001699235066676,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,41,D1,ZINB,identity,-45938.88793825911,91887.77587651822,91927.2933142809,20000,5,True,14,0.0005853491586236,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,41,D1,P+NB,identity,-45343.68707606195,90699.3741521239,90746.79507743912,20000,6,True,42,0.0004676102304004,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,41,D1,Z+P+NB,identity,-44759.707456757766,89535.41491351553,89598.64281393582,20000,8,True,19,3.390180605178372e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,41,D1,ZIP--ZINB,identity,-44697.833636841104,89415.66727368221,89494.70214920757,20000,10,True,43,0.0005038995107717,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,40,D1,Poisson,identity,-102844.2197694444,205692.4395388888,205708.2465139939,20000,2,True,7,0.0004397924144001,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,40,D1,NB,identity,-46590.06284006912,93186.12568013824,93209.83614279584,20000,3,True,15,4.848374755450635e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,40,D1,ZIP,identity,-73085.15339553126,146178.30679106253,146209.92074127268,20000,4,True,13,0.0001914101050305,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,40,D1,ZINB,identity,-45811.17270087879,91632.3454017576,91671.86283952028,20000,5,True,18,0.0003644665467541,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,40,D1,P+NB,identity,-45275.65413780928,90563.30827561856,90610.72920093378,20000,6,True,33,0.0005484590282435,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,40,D1,Z+P+NB,identity,-44678.61098960043,89373.22197920085,89436.44987962114,20000,8,True,21,0.0002475327813877,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,40,D1,ZIP--ZINB,identity,-44594.1408524672,89208.2817049344,89287.31658045977,20000,10,True,31,0.000259371349148,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,43,D1,Poisson,identity,-97062.24250878088,194128.48501756173,194144.2919926668,20000,2,True,6,0.0001137517124509,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,43,D1,NB,identity,-46722.59887751549,93451.19775503095,93474.90821768856,20000,3,True,11,3.2939811141941e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,43,D1,ZIP,identity,-69694.5802656902,139397.1605313804,139428.77448159055,20000,4,True,12,0.0001339843811252,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,43,D1,ZINB,identity,-45940.23661866878,91890.47323733756,91929.99067510024,20000,5,True,18,4.960176414840756e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,43,D1,P+NB,identity,-45372.39808026268,90756.79616052537,90804.21708584056,20000,6,True,14,0.0003444662606406,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,43,D1,Z+P+NB,identity,-44803.08920499256,89622.17840998512,89685.40631040541,20000,8,True,23,0.0010497634756382,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,43,D1,ZIP--ZINB,identity,-44716.42891927913,89452.85783855827,89531.89271408363,20000,10,True,14,0.0003974086242684,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,45,D1,Poisson,identity,-100386.64799242628,200777.2959848525,200793.1029599576,20000,2,True,7,1.1899514688135104e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,45,D1,NB,identity,-46640.98108989114,93287.96217978228,93311.67264243988,20000,3,True,8,2.026914595631979e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,45,D1,ZIP,identity,-72209.06811395526,144426.13622791052,144457.75017812068,20000,4,True,13,0.0001359508278838,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,45,D1,ZINB,identity,-45888.92038721494,91787.84077442987,91827.35821219256,20000,5,True,19,0.0006939112100869,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,45,D1,P+NB,identity,-45228.79623466305,90469.5924693261,90517.01339464133,20000,6,True,14,0.0004395292584646,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,45,D1,Z+P+NB,identity,-44667.64644942139,89351.29289884277,89414.52079926306,20000,8,True,22,0.0001112462444723,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,45,D1,ZIP--ZINB,identity,-44603.43770924879,89226.87541849757,89305.91029402293,20000,10,True,36,0.0012811137330383,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,44,D1,Poisson,identity,-97933.30029401742,195870.60058803484,195886.40756313992,20000,2,True,6,8.668697514846446e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,44,D1,NB,identity,-46625.24867627127,93256.49735254252,93280.20781520012,20000,3,True,19,9.13830680051575e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,44,D1,ZIP,identity,-70634.06304287794,141276.12608575588,141307.74003596604,20000,4,True,11,6.105624295313361e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,44,D1,ZINB,identity,-45827.72801673696,91665.45603347392,91704.9734712366,20000,5,True,18,0.0002669323112611,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,44,D1,P+NB,identity,-45300.53437909808,90613.06875819615,90660.4896835114,20000,6,True,13,0.0001137243683473,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,44,D1,Z+P+NB,identity,-44682.751212870826,89381.50242574165,89444.73032616194,20000,8,True,24,0.0006145361184076,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,44,D1,ZIP--ZINB,identity,-44608.84076850292,89237.68153700585,89316.71641253121,20000,10,True,37,0.0004886556485121,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,47,D1,Poisson,identity,-97864.42458826132,195732.84917652264,195748.6561516277,20000,2,True,6,1.2980543764973262e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,47,D1,NB,identity,-46712.05224219057,93430.10448438114,93453.81494703874,20000,3,True,9,4.054235215278368e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,47,D1,ZIP,identity,-70994.567225347,141997.134450694,142028.74840090415,20000,4,True,12,5.343488628362092e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,47,D1,ZINB,identity,-46019.43452571862,92048.86905143724,92088.38648919993,20000,5,True,15,4.621530631210291e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,47,D1,P+NB,identity,-45298.416648431565,90608.83329686311,90656.25422217837,20000,6,True,50,0.0004316010269036,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,47,D1,Z+P+NB,identity,-44783.057999030585,89582.11599806117,89645.34389848146,20000,8,True,20,0.000841543595019,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,47,D1,ZIP--ZINB,identity,-44707.46620708515,89434.9324141703,89513.96728969566,20000,10,True,15,0.0001180997212245,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,46,D1,Poisson,identity,-95476.52423896086,190957.0484779217,190972.8554530268,20000,2,True,6,0.0002342804853052,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,46,D1,NB,identity,-46596.76168301157,93199.52336602316,93223.23382868076,20000,3,True,10,1.190838489590132e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,46,D1,ZIP,identity,-68851.94913926511,137711.89827853022,137743.51222874038,20000,4,True,11,0.0001384750096278,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,46,D1,ZINB,identity,-45794.26745534744,91598.53491069489,91638.05234845755,20000,5,True,21,6.75759922580399e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,46,D1,P+NB,identity,-45244.8957318568,90501.7914637136,90549.21238902882,20000,6,True,16,0.0004382369613438,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,46,D1,Z+P+NB,identity,-44666.61107401522,89349.22214803044,89412.45004845073,20000,8,True,21,0.0002113555391209,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,46,D1,ZIP--ZINB,identity,-44599.35274181429,89218.70548362858,89297.74035915395,20000,10,True,35,0.0007211137113037,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,48,D1,Poisson,identity,-98501.16462342684,197006.32924685365,197022.1362219588,20000,2,True,8,4.275224799946131e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,48,D1,NB,identity,-46305.4620437439,92616.9240874878,92640.6345501454,20000,3,True,11,3.443279714332448e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,48,D1,ZIP,identity,-70891.84179473529,141791.68358947057,141823.29753968073,20000,4,True,12,0.000294614876015,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,48,D1,ZINB,identity,-45600.29975810059,91210.59951620118,91250.11695396386,20000,5,True,15,0.0004607009374415,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,48,D1,P+NB,identity,-44932.86362266399,89877.72724532797,89925.1481706432,20000,6,True,17,0.0004411769372389,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,48,D1,Z+P+NB,identity,-44432.14673329945,88880.2934665989,88943.52136701919,20000,8,True,18,0.000520496484437,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,48,D1,ZIP--ZINB,identity,-44361.83095967156,88743.66191934311,88822.69679486848,20000,10,True,14,9.62036188565385e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,50,D1,Poisson,identity,-95204.21234846716,190412.42469693432,190428.2316720394,20000,2,True,7,1.4502154899953544e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,50,D1,NB,identity,-46628.83026150886,93263.66052301772,93287.37098567533,20000,3,True,8,2.547249388438035e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,50,D1,ZIP,identity,-68701.36014610434,137410.7202922087,137442.33424241884,20000,4,True,13,0.00034501084793,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,50,D1,ZINB,identity,-45832.889983745794,91675.7799674916,91715.29740525428,20000,5,True,16,6.458929362573862e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,50,D1,P+NB,identity,-45295.16510785559,90602.33021571118,90649.7511410264,20000,6,True,15,0.0002495695315539,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,50,D1,Z+P+NB,identity,-44716.73106607648,89449.46213215296,89512.69003257324,20000,8,True,32,0.0010131477459356,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,50,D1,ZIP--ZINB,identity,-44647.103797352,89314.207594704,89393.24247022936,20000,10,True,15,2.959272136385249e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,49,D1,Poisson,identity,-96826.62917631,193657.25835262,193673.06532772505,20000,2,True,6,0.0001202402930751,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,49,D1,NB,identity,-46373.3687743184,92752.7375486368,92776.4480112944,20000,3,True,8,2.9705457027517923e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,49,D1,ZIP,identity,-69812.79470423853,139633.58940847707,139665.20335868723,20000,4,True,12,8.40812939206792e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,49,D1,ZINB,identity,-45675.367331703535,91360.73466340709,91400.25210116975,20000,5,True,19,0.0001376320932845,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,49,D1,P+NB,identity,-45104.1581719242,90220.3163438484,90267.7372691636,20000,6,True,13,4.8347326803366286e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,49,D1,Z+P+NB,identity,-44573.44035932711,89162.88071865423,89226.10861907451,20000,8,True,19,0.0003817066407617,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,49,D1,ZIP--ZINB,identity,-44512.21586273424,89044.43172546849,89123.46660099385,20000,10,True,43,0.0004109947567504,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,51,D1,Poisson,identity,-99806.20487594289,199616.40975188577,199632.21672699085,20000,2,True,6,9.07797654966791e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,51,D1,NB,identity,-46689.723704089854,93385.44740817972,93409.15787083733,20000,3,True,10,4.752780020567116e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,51,D1,ZIP,identity,-71551.3177516392,143110.6355032784,143142.24945348856,20000,4,True,12,0.0001033577499885,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,51,D1,ZINB,identity,-45959.483496521,91928.966993042,91968.48443080467,20000,5,True,21,0.0014275475118362,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,51,D1,P+NB,identity,-45416.44495745523,90844.88991491044,90892.31084022568,20000,6,True,15,0.0001165212662002,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,51,D1,Z+P+NB,identity,-44867.36004363089,89750.72008726178,89813.94798768207,20000,8,True,22,0.0002117026309802,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,51,D1,ZIP--ZINB,identity,-44816.73695511486,89653.47391022972,89732.50878575508,20000,10,True,16,0.0004809914964226,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,52,D1,Poisson,identity,-96562.3278167506,193128.6556335012,193144.46260860623,20000,2,True,8,0.000284651247796,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,52,D1,NB,identity,-46515.57437636968,93037.14875273936,93060.85921539697,20000,3,True,19,8.078501204572541e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,52,D1,ZIP,identity,-69922.41882316291,139852.83764632582,139884.45159653598,20000,4,True,12,0.0001309846707476,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,52,D1,ZINB,identity,-45711.59325158197,91433.18650316396,91472.70394092664,20000,5,True,18,9.399019206368651e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,52,D1,P+NB,identity,-45185.76131390766,90383.52262781531,90430.94355313054,20000,6,True,15,0.0003301311357183,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,52,D1,Z+P+NB,identity,-44587.11111224585,89190.2222244917,89253.450124912,20000,8,True,20,0.000483599733825,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,52,D1,ZIP--ZINB,identity,-44526.86771196881,89073.73542393761,89152.77029946298,20000,10,True,52,0.0004551869434629,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,53,D1,Poisson,identity,-96705.77185605324,193415.54371210648,193431.35068721155,20000,2,True,5,0.000282845810224,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,53,D1,NB,identity,-46363.77798657508,92733.55597315016,92757.26643580776,20000,3,True,8,0.0001034697673212,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,53,D1,ZIP,identity,-69794.47950084606,139596.95900169213,139628.5729519023,20000,4,True,11,0.0001079114354212,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,53,D1,ZINB,identity,-45595.3210974543,91200.6421949086,91240.15963267128,20000,5,True,22,6.630168295147787e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,53,D1,P+NB,identity,-44942.38617596154,89896.77235192308,89944.1932772383,20000,6,True,13,0.0001697775894644,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,53,D1,Z+P+NB,identity,-44395.58218157956,88807.16436315911,88870.3922635794,20000,8,True,19,0.0001059181907015,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,53,D1,ZIP--ZINB,identity,-44322.07934876221,88664.15869752441,88743.19357304978,20000,10,True,16,0.000483837245542,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,55,D1,Poisson,identity,-100013.34482723247,200030.6896544649,200046.49662957003,20000,2,True,7,0.0001502527304875,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,55,D1,NB,identity,-46564.79119056872,93135.58238113744,93159.29284379505,20000,3,True,8,4.763969935034362e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,55,D1,ZIP,identity,-71552.0388824981,143112.0777649962,143143.69171520637,20000,4,True,11,9.074803194997204e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,55,D1,ZINB,identity,-45859.36780712151,91728.73561424302,91768.2530520057,20000,5,True,16,6.597420693782441e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,55,D1,P+NB,identity,-45232.703537584384,90477.40707516875,90524.828000484,20000,6,True,14,0.0001270387172844,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,55,D1,Z+P+NB,identity,-44716.385693033575,89448.77138606715,89511.99928648744,20000,8,True,18,0.0002024559084352,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,55,D1,ZIP--ZINB,identity,-44635.06578983487,89290.13157966975,89369.16645519511,20000,10,True,30,0.0002373790134235,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,54,D1,Poisson,identity,-99252.75090796743,198509.5018159349,198525.30879104,20000,2,True,7,0.000173401913226,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,54,D1,NB,identity,-46568.50409317076,93143.00818634153,93166.71864899911,20000,3,True,10,1.1565652506817514e-06,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,54,D1,ZIP,identity,-71421.71454919083,142851.42909838166,142883.04304859182,20000,4,True,12,0.0005525569873292,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,54,D1,ZINB,identity,-45806.14256109785,91622.2851221957,91661.80255995838,20000,5,True,17,0.000190255368202,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,54,D1,P+NB,identity,-45267.98072397645,90547.9614479529,90595.38237326812,20000,6,True,15,0.0001234835244101,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,54,D1,Z+P+NB,identity,-44719.77849074116,89455.55698148232,89518.78488190261,20000,8,True,21,0.0003139934979963,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,54,D1,ZIP--ZINB,identity,-44667.72705959136,89355.45411918272,89434.48899470808,20000,10,True,17,0.0003898465616929,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,56,D1,Poisson,identity,-98670.5112085001,197345.0224170002,197360.82939210528,20000,2,True,6,5.714249041521846e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,56,D1,NB,identity,-46648.38965617843,93302.77931235686,93326.48977501446,20000,3,True,8,8.594364639691321e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,56,D1,ZIP,identity,-71262.96207119989,142533.92414239977,142565.53809260993,20000,4,True,13,1.1053718166675884e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,56,D1,ZINB,identity,-45985.09522016834,91980.19044033668,92019.70787809936,20000,5,True,16,0.0004678702441571,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,56,D1,P+NB,identity,-45367.65278260462,90747.30556520924,90794.72649052448,20000,6,True,13,7.394770700058784e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,56,D1,Z+P+NB,identity,-44864.98391430204,89745.96782860409,89809.19572902437,20000,8,True,22,0.0003149413075647,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,56,D1,ZIP--ZINB,identity,-44802.667433499264,89625.33486699853,89704.3697425239,20000,10,True,15,0.000197321794199,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,58,D1,Poisson,identity,-98427.1604924226,196858.3209848452,196874.1279599503,20000,2,True,7,5.843153463969131e-06,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,58,D1,NB,identity,-46292.57586943247,92591.15173886494,92614.86220152254,20000,3,True,12,3.636367223611159e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,58,D1,ZIP,identity,-71037.29697302822,142082.59394605644,142114.2078962666,20000,4,True,12,0.0002733899142814,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,58,D1,ZINB,identity,-45574.96691581879,91159.93383163758,91199.45126940026,20000,5,True,15,3.397579092219438e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,58,D1,P+NB,identity,-44935.37351982354,89882.74703964707,89930.1679649623,20000,6,True,18,0.000145091494637,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,58,D1,Z+P+NB,identity,-44401.5543737644,88819.1087475288,88882.33664794908,20000,8,True,24,0.000515403677368,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,58,D1,ZIP--ZINB,identity,-44337.81904367305,88695.6380873461,88774.67296287147,20000,10,True,15,0.000550220874024,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,61,D1,Poisson,identity,-95821.2434515318,191646.4869030636,191662.29387816865,20000,2,True,6,0.0001719879164121,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,61,D1,NB,identity,-46215.11173077881,92436.22346155762,92459.93392421522,20000,3,True,8,6.954720569227191e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,61,D1,ZIP,identity,-68947.9590720945,137903.918144189,137935.53209439915,20000,4,True,13,2.392599410749873e-05,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,61,D1,ZINB,identity,-45461.48041700389,90932.96083400775,90972.47827177044,20000,5,True,27,0.0001293784344326,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,61,D1,P+NB,identity,-44842.92698971707,89697.85397943413,89745.27490474936,20000,6,True,15,0.000124157720247,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,61,D1,Z+P+NB,identity,-44290.703996436045,88597.40799287209,88660.63589329238,20000,8,True,20,0.000268795114621,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,61,D1,ZIP--ZINB,identity,-44239.07164178803,88498.14328357606,88577.17815910143,20000,10,True,16,0.0001408187670676,not_computed,,0,Optimization terminated successfully
D1,Dataset 1,57,D1,Poisson,identity,-99587.09365595489,199178.18731190977,199193.99428701485,20000,2,True,8,0.0001758296816909,not_computed,,0,Optimization terminated successfully
