Scenario,DatasetLabel,Rep,Dataset,Model,Link,Log-Likelihood,AIC,BIC,nobs,n_params,success,nit,grad_norm_inf,cov_status,min_info_eig,info_rank,message
D2,Dataset 2,85,D2,NB,identity,-21460.362821923296,42926.72564384659,42950.4361065042,20000,3,True,15,536.0032220903939,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,85,D2,ZIP,identity,-29688.995895344007,59385.991790688015,59417.60574089816,20000,4,True,15,4.984979478084295e-05,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,85,D2,ZINB,identity,-19203.653503198897,38417.307006397794,38456.82444416048,20000,5,True,21,1.578026243709285e-05,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,85,D2,P+NB,identity,-21237.0274213954,42486.05484279079,42533.47576810601,20000,6,True,47,1742.6998726919674,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,85,D2,Z+P+NB,identity,-19159.211892303087,38334.42378460617,38397.65168502646,20000,8,True,25,7.753080300024797,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,85,D2,ZIP--ZINB,identity,-19133.681993312865,38287.36398662573,38366.39886215109,20000,10,True,16,0.000665729260144,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,86,D2,Poisson,identity,-82785.05432271394,165574.10864542788,165589.91562053296,20000,2,True,18,3289.726481278856,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,86,D2,NB,identity,-21286.95091952893,42579.90183905786,42603.61230171548,20000,3,True,15,0.0007844644158269,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,86,D2,ZIP,identity,-31024.73200396666,62057.46400793332,62089.07795814346,20000,4,True,13,0.0002253615980335,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,86,D2,ZINB,identity,-19127.551382038662,38265.102764077325,38304.62020184001,20000,5,True,19,0.0001431705512492,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,86,D2,P+NB,identity,-21095.424672111567,42202.849344223134,42250.27026953835,20000,6,True,41,2348.0352642650764,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,86,D2,Z+P+NB,identity,-19084.21510249887,38184.43020499774,38247.65810541803,20000,8,True,33,4.401594300559425,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,86,D2,ZIP--ZINB,identity,-19063.46633062016,38146.93266124032,38225.96753676568,20000,10,True,29,0.0002561384858426,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,88,D2,Poisson,identity,-79285.03982650833,158574.07965301667,158589.88662812175,20000,2,True,11,8576.873334705222,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,88,D2,NB,identity,-21481.98221664037,42969.96443328074,42993.67489593836,20000,3,True,16,0.0005956109612244,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,88,D2,ZIP,identity,-29827.02764159615,59662.0552831923,59693.66923340244,20000,4,True,15,7.936404582287171e-05,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,88,D2,ZINB,identity,-19213.81579225917,38437.63158451836,38477.14902228104,20000,5,True,23,6.147916734279557e-05,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,88,D2,P+NB,identity,-21287.63298476168,42587.26596952335,42634.68689483857,20000,6,True,66,2388.239563464767,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,88,D2,Z+P+NB,identity,-19175.47013684554,38366.94027369108,38430.16817411136,20000,8,True,18,7.325812074299165e-05,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,88,D2,ZIP--ZINB,identity,-19170.601276449182,38361.202552898365,38440.23742842372,20000,10,True,21,0.0003719965226575,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,87,D2,Poisson,identity,-77153.55224393544,154311.10448787088,154326.91146297596,20000,2,True,14,11980.302882383448,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,87,D2,NB,identity,-21209.453274994004,42424.90654998801,42448.61701264562,20000,3,True,24,1990.83329350988,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,87,D2,ZIP,identity,-29149.816270964613,58307.632541929226,58339.24649213937,20000,4,True,17,3.380654122042692e-05,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,87,D2,ZINB,identity,-19025.97422709376,38061.94845418752,38101.4658919502,20000,5,True,22,1.897459591776452e-05,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,87,D2,P+NB,identity,-21004.526903420647,42021.05380684129,42068.47473215651,20000,6,True,47,2467.7750947503887,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,87,D2,Z+P+NB,identity,-18987.35889296278,37990.71778592556,38053.94568634585,20000,8,True,48,0.0001532081990571,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,87,D2,ZIP--ZINB,identity,-18954.92701039143,37929.85402078286,38008.88889630822,20000,10,True,29,8.624059717118882e-05,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,90,D2,Poisson,identity,-78560.73471298115,157125.4694259623,157141.2764010674,20000,2,True,12,2822.406220395468,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,90,D2,NB,identity,-21231.522675556706,42469.04535111341,42492.755813771015,20000,3,True,25,0.002128428133976,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,90,D2,ZIP,identity,-29485.34752234482,58978.69504468964,59010.30899489978,20000,4,True,12,4.043492820904326e-06,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,90,D2,ZINB,identity,-19013.79002038908,38037.58004077816,38077.09747854084,20000,5,True,11,6.962980180497125e-05,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,90,D2,P+NB,identity,-20974.028300042843,41960.056600085685,42007.4775254009,20000,6,True,35,2443.717856757317,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,90,D2,Z+P+NB,identity,-18970.153825918707,37956.307651837415,38019.5355522577,20000,8,True,42,0.0001246896826431,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,90,D2,ZIP--ZINB,identity,-18962.29411879017,37944.58823758036,38023.623113105714,20000,10,True,25,9.480411799184936e-05,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,89,D2,Poisson,identity,-80954.37663270588,161912.75326541177,161928.56024051685,20000,2,True,13,6352.982664230501,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,89,D2,NB,identity,-21300.39333127063,42606.78666254126,42630.49712519887,20000,3,True,14,7.593311315767445e-05,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,89,D2,ZIP,identity,-30358.196053045584,60724.39210609117,60756.00605630131,20000,4,True,19,8.664907832908741e-05,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,89,D2,ZINB,identity,-19043.51096690585,38097.0219338117,38136.53937157439,20000,5,True,25,0.0001843487290371,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,89,D2,P+NB,identity,-21066.30436572706,42144.60873145412,42192.02965676934,20000,6,True,53,0.0001454963294094,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,89,D2,Z+P+NB,identity,-19008.72151900304,38033.44303800607,38096.67093842635,20000,8,True,31,0.0002497333679837,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,89,D2,ZIP--ZINB,identity,-18983.876329442603,37987.752658885205,38066.78753441056,20000,10,True,48,0.0007602174724178,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,91,D2,Poisson,identity,-79714.68440380703,159433.36880761405,159449.17578271913,20000,2,True,13,11283.31200181527,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,91,D2,NB,identity,-20959.21035248693,41924.42070497387,41948.13116763148,20000,3,True,21,1696.3496572035754,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,91,D2,ZIP,identity,-30075.562542668595,60159.12508533719,60190.73903554733,20000,4,True,12,4.781974428536007e-05,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,91,D2,ZINB,identity,-18867.642176051795,37745.28435210359,37784.80178986627,20000,5,True,23,3.822215058391088e-05,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,91,D2,P+NB,identity,-20800.69152361013,41613.38304722027,41660.80397253548,20000,6,True,60,2192.186995263102,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,91,D2,Z+P+NB,identity,-18817.89320538786,37651.78641077572,37715.014311196006,20000,8,True,17,7.244469274603205e-05,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,91,D2,ZIP--ZINB,identity,-18793.335235075807,37606.670470151614,37685.70534567697,20000,10,True,32,0.0002889566605703,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,92,D2,Poisson,identity,-77202.75917566943,154409.51835133886,154425.32532644394,20000,2,True,11,4972.761562147235,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,92,D2,NB,identity,-21306.994016536504,42619.98803307301,42643.69849573062,20000,3,True,15,0.0009503758339193,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,92,D2,ZIP,identity,-28915.58886292657,57839.17772585314,57870.79167606328,20000,4,True,15,7.11292290196397e-05,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,92,D2,ZINB,identity,-19062.6296240078,38135.25924801559,38174.77668577827,20000,5,True,24,9.671827544596724e-05,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,92,D2,P+NB,identity,-21058.2670962864,42128.5341925728,42175.955117888014,20000,6,True,58,1751.950829251948,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,92,D2,Z+P+NB,identity,-19017.45396875251,38050.90793750502,38114.13583792531,20000,8,True,18,5.538985549058406e-05,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,92,D2,ZIP--ZINB,identity,-18996.845552779112,38013.691105558224,38092.72598108358,20000,10,True,16,0.0001592615894008,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,93,D2,Poisson,identity,-80206.06745264931,160416.13490529862,160431.9418804037,20000,2,True,12,0.0103869519811712,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,93,D2,NB,identity,-21205.22557317213,42416.45114634426,42440.16160900187,20000,3,True,15,0.0002332988426587,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,93,D2,ZIP,identity,-30274.8564433986,60557.7128867972,60589.32683700734,20000,4,True,14,2.923526543952004e-05,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,93,D2,ZINB,identity,-19032.06823344779,38074.13646689558,38113.65390465826,20000,5,True,20,0.0001793059810736,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,93,D2,P+NB,identity,-20987.318063978302,41986.63612795661,42034.05705327183,20000,6,True,46,2558.058718873144,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,93,D2,Z+P+NB,identity,-18992.1083982858,38000.21679657159,38063.44469699187,20000,8,True,68,0.000118480264053,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,93,D2,ZIP--ZINB,identity,-18980.615783763395,37981.23156752679,38060.26644305215,20000,10,True,37,0.0001680169508678,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,94,D2,Poisson,identity,-79150.69965719886,158305.3993143977,158321.2062895028,20000,2,True,13,0.0037547967862416,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,94,D2,NB,identity,-21142.36365871026,42290.72731742052,42314.43778007813,20000,3,True,15,0.0024606990374033,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,94,D2,ZIP,identity,-29737.9213313442,59483.8426626884,59515.45661289855,20000,4,True,12,8.802253736339694e-06,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,94,D2,ZINB,identity,-18839.39989052713,37688.79978105426,37728.31721881694,20000,5,True,28,6.309350840277839e-05,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,94,D2,P+NB,identity,-20904.61773423239,41821.23546846478,41868.65639378,20000,6,True,50,2592.1130150547137,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,94,D2,Z+P+NB,identity,-18804.534301518885,37625.06860303777,37688.296503458056,20000,8,True,27,0.0003717488287345,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,94,D2,ZIP--ZINB,identity,-18783.707474818795,37587.41494963759,37666.44982516295,20000,10,True,44,0.0002880045028188,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,96,D2,Poisson,identity,-81111.03198235953,162226.06396471907,162241.87093982415,20000,2,True,11,0.0004828507923472,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,96,D2,NB,identity,-21509.019705597864,43024.03941119573,43047.74987385334,20000,3,True,15,2.201590702428924e-05,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,96,D2,ZIP,identity,-30350.42157757564,60708.84315515128,60740.45710536142,20000,4,True,15,8.435983812107861e-05,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,96,D2,ZINB,identity,-19269.78946002537,38549.57892005074,38589.09635781343,20000,5,True,24,0.0002773972066389,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,96,D2,P+NB,identity,-21289.427424585083,42590.854849170166,42638.27577448538,20000,6,True,48,0.0062668371419739,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,96,D2,Z+P+NB,identity,-19233.28335831973,38482.56671663947,38545.79461705976,20000,8,True,29,0.0005973322710537,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,96,D2,ZIP--ZINB,identity,-19204.585829841963,38429.171659683925,38508.20653520928,20000,10,True,28,0.0001919155339854,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,98,D2,Poisson,identity,-82850.47156394491,165704.94312788983,165720.7501029949,20000,2,True,13,8635.854084041554,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,98,D2,NB,identity,-21087.52218074164,42181.04436148328,42204.75482414089,20000,3,True,22,329.671504631436,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,98,D2,ZIP,identity,-30299.29649692045,60606.59299384091,60638.20694405105,20000,4,True,15,8.49765536495295e-06,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,98,D2,ZINB,identity,-18970.532563109737,37951.06512621947,37990.58256398216,20000,5,True,19,0.0001378208017523,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,98,D2,P+NB,identity,-20883.72712772138,41779.45425544276,41826.875180757976,20000,6,True,53,1458.7188907957575,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,98,D2,Z+P+NB,identity,-18920.0668907347,37856.1337814694,37919.36168188968,20000,8,True,34,0.0002042255674652,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,98,D2,ZIP--ZINB,identity,-18881.2248817075,37782.449763415,37861.48463894036,20000,10,True,33,0.0002404932721695,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,97,D2,Poisson,identity,-83248.24146835899,166500.48293671798,166516.28991182306,20000,2,True,13,7630.799907572179,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,97,D2,NB,identity,-21204.01469719134,42414.02939438268,42437.73985704029,20000,3,True,12,263.24278286103663,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,97,D2,ZIP,identity,-30549.00039630688,61106.00079261375,61137.61474282389,20000,4,True,15,4.610700724744232e-05,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,97,D2,ZINB,identity,-19037.245974990463,38084.49194998093,38124.009387743616,20000,5,True,20,5.891043477446178e-05,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,97,D2,P+NB,identity,-21002.55262686846,42017.10525373692,42064.52617905213,20000,6,True,44,2072.993605672433,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,97,D2,Z+P+NB,identity,-18976.39084681796,37968.78169363592,38032.0095940562,20000,8,True,26,0.0007761044064308,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,97,D2,ZIP--ZINB,identity,-18966.33128268682,37952.66256537364,38031.697440899,20000,10,True,19,0.0001623361353568,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,95,D2,Poisson,identity,-82734.04322456513,165472.08644913026,165487.89342423534,20000,2,True,13,7690.264352395214,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,95,D2,NB,identity,-21137.16591831684,42280.33183663368,42304.042299291286,20000,3,True,17,204.5779794341191,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,95,D2,ZIP,identity,-30074.81993408897,60157.63986817794,60189.25381838808,20000,4,True,12,4.504484534474001e-05,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,95,D2,ZINB,identity,-19021.354951275523,38052.70990255105,38092.22734031373,20000,5,True,22,0.0002067434991377,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,95,D2,P+NB,identity,-20945.54688376257,41903.09376752515,41950.51469284036,20000,6,True,40,1839.3026922515824,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,95,D2,Z+P+NB,identity,-18986.369192344653,37988.738384689306,38051.96628510959,20000,8,True,30,3.298095325120947e-05,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,95,D2,ZIP--ZINB,identity,-18973.25957426219,37966.51914852438,38045.554024049736,20000,10,True,59,0.0002511944865862,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,99,D2,Poisson,identity,-79846.67501478619,159697.35002957238,159713.15700467746,20000,2,True,13,10138.975970854575,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,99,D2,NB,identity,-21379.91060705624,42765.82121411248,42789.53167677009,20000,3,True,21,760.1671213664049,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,99,D2,ZIP,identity,-30348.46801491242,60704.93602982484,60736.549980034986,20000,4,True,12,0.0001056936846524,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,99,D2,ZINB,identity,-19216.66793672663,38443.33587345326,38482.85331121594,20000,5,True,19,9.52673122434078e-05,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,99,D2,P+NB,identity,-21155.52521998816,42323.05043997632,42370.47136529153,20000,6,True,77,2793.038603427248,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,99,D2,Z+P+NB,identity,-19171.12202411698,38358.24404823396,38421.471948654245,20000,8,True,18,0.0001360419176933,not_computed,,0,Optimization terminated successfully
D2,Dataset 2,99,D2,ZIP--ZINB,identity,-19142.223468188586,38304.44693637717,38383.48181190252,20000,10,True,51,0.000130835209415,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,0,D3,Poisson,identity,-75436.22265626708,150876.44531253417,150892.25228763925,20000,2,True,9,988.2046766848016,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,0,D3,NB,identity,-33889.296531292115,67784.59306258423,67808.30352524183,20000,3,True,27,0.0055174933054261,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,0,D3,ZIP,identity,-43254.312440491565,86516.62488098313,86548.23883119327,20000,4,True,12,0.0002892857009626,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,0,D3,ZINB,identity,-30189.493205345425,60388.98641069085,60428.50384845353,20000,5,True,22,0.0003627033450638,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,0,D3,P+NB,identity,-33042.38590282184,66096.77180564369,66144.19273095891,20000,6,True,29,1701.1834194956446,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,0,D3,Z+P+NB,identity,-29582.18549157265,59180.37098314531,59243.5988835656,20000,8,True,24,77.27366100293945,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,0,D3,ZIP--ZINB,identity,-29572.16094506411,59164.32189012822,59243.35676565358,20000,10,True,31,79.39764843652634,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,1,D3,Poisson,identity,-71423.47006191601,142850.94012383203,142866.7470989371,20000,2,True,15,10562.064311851478,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,1,D3,NB,identity,-33033.568302202126,66073.13660440425,66096.84706706186,20000,3,True,17,0.0004972659741666,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,1,D3,ZIP,identity,-41383.52807621352,82775.05615242703,82806.67010263717,20000,4,True,16,0.0002550754568794,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,1,D3,ZINB,identity,-29362.1513105789,58734.3026211578,58773.820058920486,20000,5,True,17,0.000172188561676,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,1,D3,P+NB,identity,-32335.84689326332,64683.693786526645,64731.11471184186,20000,6,True,39,1574.821734431423,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,1,D3,Z+P+NB,identity,-28861.63527021813,57739.27054043626,57802.49844085655,20000,8,True,26,70.1809017733311,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,1,D3,ZIP--ZINB,identity,-28850.697844729217,57721.39568945843,57800.43056498379,20000,10,True,40,76.95789730287444,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,2,D3,Poisson,identity,-72261.14610973049,144526.29221946097,144542.09919456605,20000,2,True,17,12930.363128514113,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,2,D3,NB,identity,-32836.766147222675,65679.53229444535,65703.24275710295,20000,3,True,22,2127.4918991165828,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,2,D3,ZIP,identity,-42059.26870394856,84126.53740789712,84158.15135810726,20000,4,True,11,9.139956239961888e-05,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,2,D3,ZINB,identity,-29327.16273077608,58664.32546155216,58703.84289931484,20000,5,True,16,0.0001179106310958,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,2,D3,P+NB,identity,-32121.56758158171,64255.13516316342,64302.55608847863,20000,6,True,34,1621.2393401159186,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,2,D3,Z+P+NB,identity,-28773.76812655455,57563.5362531091,57626.76415352939,20000,8,True,33,93.00580422673416,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,2,D3,ZIP--ZINB,identity,-28748.508932228466,57517.01786445693,57596.05273998229,20000,10,True,37,132.43326358409055,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,6,D3,Poisson,identity,-72162.78619760617,144329.57239521234,144345.37937031742,20000,2,True,15,7137.119996413769,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,6,D3,NB,identity,-32847.30086360883,65700.60172721765,65724.31218987526,20000,3,True,18,0.0036761962191585,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,6,D3,ZIP,identity,-41688.992405153374,83385.98481030675,83417.59876051689,20000,4,True,14,0.0004093780887351,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,6,D3,ZINB,identity,-29183.33917031546,58376.67834063092,58416.1957783936,20000,5,True,17,0.0001082198198741,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,6,D3,P+NB,identity,-32125.272377562986,64262.54475512597,64309.96568044119,20000,6,True,32,1599.591826266081,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,6,D3,Z+P+NB,identity,-28656.32400976622,57328.64801953244,57391.87591995273,20000,8,True,23,31.65301434113348,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,6,D3,ZIP--ZINB,identity,-28639.120925430947,57298.24185086189,57377.27672638725,20000,10,True,42,57.49657024338023,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,4,D3,Poisson,identity,-73282.02742512859,146568.05485025718,146583.86182536226,20000,2,True,11,14061.644241377737,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,4,D3,NB,identity,-33085.41430766082,66176.82861532165,66200.53907797925,20000,3,True,14,2976.9533601880403,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,4,D3,ZIP,identity,-42530.80239081889,85069.60478163778,85101.21873184793,20000,4,True,12,0.000132283569717,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,4,D3,ZINB,identity,-29582.617067847208,59175.234135694416,59214.7515734571,20000,5,True,19,8.474405158576115e-05,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,4,D3,P+NB,identity,-32481.98301204652,64975.96602409304,65023.386949408254,20000,6,True,45,1494.6197779337535,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,4,D3,Z+P+NB,identity,-29111.98547352611,58239.97094705222,58303.19884747251,20000,8,True,15,59.852385291617175,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,4,D3,ZIP--ZINB,identity,-29091.844908947736,58203.68981789547,58282.72469342083,20000,10,True,47,61.34626246563464,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,3,D3,Poisson,identity,-72171.17939093264,144346.35878186527,144362.16575697035,20000,2,True,10,14121.095104298414,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,3,D3,NB,identity,-33220.43990663691,66446.87981327382,66470.59027593142,20000,3,True,18,3643.6487479210896,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,3,D3,ZIP,identity,-41770.98212109853,83549.96424219706,83581.5781924072,20000,4,True,14,0.0001923658807386,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,3,D3,ZINB,identity,-29410.7215067711,58831.4430135422,58870.96045130488,20000,5,True,14,0.0001633637322943,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,3,D3,P+NB,identity,-32494.689714134056,65001.37942826811,65048.80035358333,20000,6,True,32,1811.3781771447595,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,3,D3,Z+P+NB,identity,-28869.35946435056,57754.71892870112,57817.94682912141,20000,8,True,26,68.53080539537977,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,3,D3,ZIP--ZINB,identity,-28843.657220890986,57707.31444178197,57786.34931730733,20000,10,True,44,65.3162607201282,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,5,D3,Poisson,identity,-71672.4135924319,143348.8271848638,143364.63415996887,20000,2,True,16,12594.97794132403,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,5,D3,NB,identity,-32659.03181857748,65324.06363715495,65347.77409981256,20000,3,True,17,2216.0764954392903,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,5,D3,ZIP,identity,-40950.10543522123,81908.21087044246,81939.8248206526,20000,4,True,12,1.0762949004150537e-05,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,5,D3,ZINB,identity,-28950.486335254747,57910.97267050949,57950.49010827218,20000,5,True,14,4.633722276649321e-05,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,5,D3,P+NB,identity,-31911.765568638,63835.531137276,63882.95206259121,20000,6,True,44,1636.8126880855912,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,5,D3,Z+P+NB,identity,-28405.68553826669,56827.3710765334,56890.59897695368,20000,8,True,24,74.89588747894096,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,5,D3,ZIP--ZINB,identity,-28373.036476118563,56766.072952237126,56845.10782776248,20000,10,True,21,71.68828727533445,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,7,D3,Poisson,identity,-75738.61270500458,151481.22541000915,151497.03238511423,20000,2,True,13,11919.672604489995,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,7,D3,NB,identity,-33378.037367149984,66762.07473429997,66785.78519695757,20000,3,True,15,795.3579248169816,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,7,D3,ZIP,identity,-43522.41408868814,87052.82817737629,87084.44212758643,20000,4,True,9,6.783817979838513e-05,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,7,D3,ZINB,identity,-29548.3149352959,59106.6298705918,59146.14730835448,20000,5,True,27,0.0001733574466548,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,7,D3,P+NB,identity,-32588.62302521032,65189.24605042064,65236.666975735854,20000,6,True,44,1591.2589221825524,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,7,D3,Z+P+NB,identity,-28953.617259230123,57923.234518460245,57986.46241888053,20000,8,True,24,35.74200355182963,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,7,D3,ZIP--ZINB,identity,-28938.47043175032,57896.94086350064,57975.975739026,20000,10,True,41,24.846150876261262,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,8,D3,Poisson,identity,-73195.18812998454,146394.37625996908,146410.18323507416,20000,2,True,13,0.0287177087171488,not_computed,,0,Optimization terminated successfully
D3,Dataset 3,8,D3,NB,identity,-33543.129791061816,67092.25958212363,67115.97004478124,20000,3,True,30,0.0009149756772816,not_computed,,0,Optimization terminated successfully
