SourceFolder,Dataset,Link,Fold,Model,fit_elapsed_sec,success,nit,llf,aic,bic,grad_norm_inf,cov_status
H2AX1H60_identity_NB,H2AX1H60,identity,,ZINB,0.1127316951751709,True,11,-1180.3105819554685,2370.621163910937,2392.5974719015144,6.234992879861068e-05,not_computed
H2AX1H60_identity_NB,H2AX1H60,identity,,P+NB,0.3268976211547851,True,29,-1170.622009954243,2353.2440199084854,2379.615589497178,11.503037387154563,not_computed
H2AX1H60_identity_NB,H2AX1H60,identity,,Z+P+NB,0.5269436836242676,True,53,-1165.9817975385542,2347.9635950771085,2383.125687862032,0.000510442186545,not_computed
H2AX1H60_identity_NB,H2AX1H60,identity,,ZIP--ZINB,0.6991260051727295,True,51,-1151.5406251159252,2323.0812502318504,2367.033866213005,0.002247819399397,not_computed
H2AX1H60_identity_P_plus_NB,H2AX1H60,identity,,Poisson,0.0439496040344238,True,5,-1590.3284183337996,3184.6568366675992,3193.44735986383,2.837368112729166e-05,not_computed
H2AX1H60_identity_P_plus_NB,H2AX1H60,identity,,NB,0.0401844978332519,True,10,-1267.4561720564352,2540.9123441128704,2554.098128907217,5.080553497349705e-07,not_computed
H2AX1H60_identity_P_plus_NB,H2AX1H60,identity,,ZIP,0.0440583229064941,True,10,-1188.3167116189118,2384.6334232378235,2402.2144696302853,0.0002011025537118,not_computed
H2AX1H60_identity_P_plus_NB,H2AX1H60,identity,,ZINB,0.0807974338531494,True,11,-1180.3105819554685,2370.621163910937,2392.5974719015144,6.234992879861068e-05,not_computed
H2AX1H60_identity_P_plus_NB,H2AX1H60,identity,,P+NB,0.2344560623168945,True,29,-1170.622009954243,2353.2440199084854,2379.615589497178,11.503037387154563,not_computed
H2AX1H60_identity_P_plus_NB,H2AX1H60,identity,,Z+P+NB,0.3691155910491943,True,53,-1165.9817975385542,2347.9635950771085,2383.125687862032,0.000510442186545,not_computed
H2AX1H60_identity_P_plus_NB,H2AX1H60,identity,,ZIP--ZINB,0.4950501918792724,True,51,-1151.5406251159252,2323.0812502318504,2367.033866213005,0.002247819399397,not_computed
H2AX1H60_identity_Poisson,H2AX1H60,identity,,Poisson,0.0514068603515625,True,5,-1590.3284183337996,3184.6568366675992,3193.44735986383,2.837368112729166e-05,not_computed
H2AX1H60_identity_Poisson,H2AX1H60,identity,,NB,0.0554561614990234,True,10,-1267.4561720564352,2540.9123441128704,2554.098128907217,5.080553497349705e-07,not_computed
H2AX1H60_identity_Poisson,H2AX1H60,identity,,ZIP,0.0612423419952392,True,10,-1188.3167116189118,2384.6334232378235,2402.2144696302853,0.0002011025537118,not_computed
H2AX1H60_identity_Poisson,H2AX1H60,identity,,ZINB,0.1127316951751709,True,11,-1180.3105819554685,2370.621163910937,2392.5974719015144,6.234992879861068e-05,not_computed
H2AX1H60_identity_Poisson,H2AX1H60,identity,,P+NB,0.3268983364105224,True,29,-1170.622009954243,2353.2440199084854,2379.615589497178,11.503037387154563,not_computed
H2AX1H60_identity_Poisson,H2AX1H60,identity,,Z+P+NB,0.5269427299499512,True,53,-1165.9817975385542,2347.9635950771085,2383.125687862032,0.000510442186545,not_computed
H2AX1H60_identity_Poisson,H2AX1H60,identity,,ZIP--ZINB,0.7001631259918213,True,51,-1151.5406251159252,2323.0812502318504,2367.033866213005,0.002247819399397,not_computed
H2AX1H60_identity_ZINB,H2AX1H60,identity,,Poisson,0.0438456535339355,True,5,-1590.3284183337996,3184.6568366675992,3193.44735986383,2.837368112729166e-05,not_computed
H2AX1H60_identity_ZINB,H2AX1H60,identity,,NB,0.0400934219360351,True,10,-1267.4561720564352,2540.9123441128704,2554.098128907217,5.080553497349705e-07,not_computed
H2AX1H60_identity_ZINB,H2AX1H60,identity,,ZIP,0.0440881252288818,True,10,-1188.3167116189118,2384.6334232378235,2402.2144696302853,0.0002011025537118,not_computed
H2AX1H60_identity_ZINB,H2AX1H60,identity,,ZINB,0.0801291465759277,True,11,-1180.3105819554685,2370.621163910937,2392.5974719015144,6.234992879861068e-05,not_computed
H2AX1H60_identity_ZINB,H2AX1H60,identity,,P+NB,0.2333922386169433,True,29,-1170.622009954243,2353.2440199084854,2379.615589497178,11.503037387154563,not_computed
H2AX1H60_identity_ZINB,H2AX1H60,identity,,Z+P+NB,0.3662140369415283,True,53,-1165.9817975385542,2347.9635950771085,2383.125687862032,0.000510442186545,not_computed
H2AX1H60_identity_ZINB,H2AX1H60,identity,,ZIP--ZINB,0.4894852638244629,True,51,-1151.5406251159252,2323.0812502318504,2367.033866213005,0.002247819399397,not_computed
H2AX1H60_identity_ZIP,H2AX1H60,identity,,Poisson,0.0439608097076416,True,5,-1590.3284183337996,3184.6568366675992,3193.44735986383,2.837368112729166e-05,not_computed
H2AX1H60_identity_ZIP,H2AX1H60,identity,,NB,0.0399730205535888,True,10,-1267.4561720564352,2540.9123441128704,2554.098128907217,5.080553497349705e-07,not_computed
H2AX1H60_identity_ZIP,H2AX1H60,identity,,ZIP,0.0440635681152343,True,10,-1188.3167116189118,2384.6334232378235,2402.2144696302853,0.0002011025537118,not_computed
H2AX1H60_identity_ZIP,H2AX1H60,identity,,ZINB,0.0805277824401855,True,11,-1180.3105819554685,2370.621163910937,2392.5974719015144,6.234992879861068e-05,not_computed
H2AX1H60_identity_ZIP,H2AX1H60,identity,,P+NB,0.2333524227142334,True,29,-1170.622009954243,2353.2440199084854,2379.615589497178,11.503037387154563,not_computed
H2AX1H60_identity_ZIP,H2AX1H60,identity,,Z+P+NB,0.3656139373779297,True,53,-1165.9817975385542,2347.9635950771085,2383.125687862032,0.000510442186545,not_computed
H2AX1H60_identity_ZIP,H2AX1H60,identity,,ZIP--ZINB,0.4901788234710693,True,51,-1151.5406251159252,2323.0812502318504,2367.033866213005,0.002247819399397,not_computed
H2AX1H60_identity_Z_plus_P_plus_NB,H2AX1H60,identity,,Poisson,0.0437602996826171,True,5,-1590.3284183337996,3184.6568366675992,3193.44735986383,2.837368112729166e-05,not_computed
H2AX1H60_identity_Z_plus_P_plus_NB,H2AX1H60,identity,,NB,0.0401141643524169,True,10,-1267.4561720564352,2540.9123441128704,2554.098128907217,5.080553497349705e-07,not_computed
H2AX1H60_identity_Z_plus_P_plus_NB,H2AX1H60,identity,,ZIP,0.0440204143524169,True,10,-1188.3167116189118,2384.6334232378235,2402.2144696302853,0.0002011025537118,not_computed
H2AX1H60_identity_Z_plus_P_plus_NB,H2AX1H60,identity,,ZINB,0.080174446105957,True,11,-1180.3105819554685,2370.621163910937,2392.5974719015144,6.234992879861068e-05,not_computed
H2AX1H60_identity_Z_plus_P_plus_NB,H2AX1H60,identity,,P+NB,0.2333683967590332,True,29,-1170.622009954243,2353.2440199084854,2379.615589497178,11.503037387154563,not_computed
H2AX1H60_identity_Z_plus_P_plus_NB,H2AX1H60,identity,,Z+P+NB,0.3648829460144043,True,53,-1165.9817975385542,2347.9635950771085,2383.125687862032,0.000510442186545,not_computed
H2AX1H60_identity_Z_plus_P_plus_NB,H2AX1H60,identity,,ZIP--ZINB,0.4878876209259033,True,51,-1151.5406251159252,2323.0812502318504,2367.033866213005,0.002247819399397,not_computed
H2AX1H60_log_NB,H2AX1H60,log,,Poisson,0.0412325859069824,True,8,-1584.6951980400904,3173.390396080181,3182.180919276412,0.0004991166116781,not_computed
H2AX1H60_log_NB,H2AX1H60,log,,NB,0.0422394275665283,True,10,-1266.4157692032236,2538.831538406447,2552.0173232007937,1.581341439105266e-05,not_computed
H2AX1H60_log_NB,H2AX1H60,log,,ZIP,0.0463216304779052,True,12,-1187.9872353467051,2383.9744706934102,2401.555517085872,0.0001019601892036,not_computed
H2AX1H60_log_NB,H2AX1H60,log,,ZINB,0.0937080383300781,True,22,-1180.0527611021648,2370.1055222043296,2392.081830194907,0.0001522841586049,not_computed
H2AX1H60_log_NB,H2AX1H60,log,,P+NB,0.1708090305328369,True,35,-1164.1319809356314,2340.263961871263,2366.6355314599555,8.215804904843083e-05,not_computed
H2AX1H60_log_NB,H2AX1H60,log,,Z+P+NB,0.3966734409332275,True,40,-1162.586630265866,2341.173260531732,2376.3353533166555,0.0037257082037474,not_computed
H2AX1H60_log_NB,H2AX1H60,log,,ZIP--ZINB,0.6444411277770996,True,55,-1151.8513319862209,2323.7026639724418,2367.655279953596,0.0049197016785305,not_computed
H2AX1H60_log_P_plus_NB,H2AX1H60,log,,Poisson,0.0411784648895263,True,8,-1584.6951980400904,3173.390396080181,3182.180919276412,0.0004991166116781,not_computed
H2AX1H60_log_P_plus_NB,H2AX1H60,log,,NB,0.0421688556671142,True,10,-1266.4157692032236,2538.831538406447,2552.0173232007937,1.581341439105266e-05,not_computed
H2AX1H60_log_P_plus_NB,H2AX1H60,log,,ZIP,0.0461349487304687,True,12,-1187.9872353467051,2383.9744706934102,2401.555517085872,0.0001019601892036,not_computed
H2AX1H60_log_P_plus_NB,H2AX1H60,log,,ZINB,0.0952670574188232,True,22,-1180.0527611021648,2370.1055222043296,2392.081830194907,0.0001522841586049,not_computed
H2AX1H60_log_P_plus_NB,H2AX1H60,log,,P+NB,0.171572208404541,True,35,-1164.1319809356314,2340.263961871263,2366.6355314599555,8.215804904843083e-05,not_computed
H2AX1H60_log_P_plus_NB,H2AX1H60,log,,Z+P+NB,0.4000802040100097,True,40,-1162.586630265866,2341.173260531732,2376.3353533166555,0.0037257082037474,not_computed
H2AX1H60_log_P_plus_NB,H2AX1H60,log,,ZIP--ZINB,0.6530923843383789,True,55,-1151.8513319862209,2323.7026639724418,2367.655279953596,0.0049197016785305,not_computed
H2AX1H60_log_Poisson,H2AX1H60,log,,Poisson,0.0411360263824462,True,8,-1584.6951980400904,3173.390396080181,3182.180919276412,0.0004991166116781,not_computed
H2AX1H60_log_Poisson,H2AX1H60,log,,NB,0.0422377586364746,True,10,-1266.4157692032236,2538.831538406447,2552.0173232007937,1.581341439105266e-05,not_computed
H2AX1H60_log_Poisson,H2AX1H60,log,,ZIP,0.0462992191314697,True,12,-1187.9872353467051,2383.9744706934102,2401.555517085872,0.0001019601892036,not_computed
H2AX1H60_log_Poisson,H2AX1H60,log,,ZINB,0.0942597389221191,True,22,-1180.0527611021648,2370.1055222043296,2392.081830194907,0.0001522841586049,not_computed
H2AX1H60_log_Poisson,H2AX1H60,log,,P+NB,0.1719968318939209,True,35,-1164.1319809356314,2340.263961871263,2366.6355314599555,8.215804904843083e-05,not_computed
H2AX1H60_log_Poisson,H2AX1H60,log,,Z+P+NB,0.3988029956817627,True,40,-1162.586630265866,2341.173260531732,2376.3353533166555,0.0037257082037474,not_computed
H2AX1H60_log_Poisson,H2AX1H60,log,,ZIP--ZINB,0.6514072418212891,True,55,-1151.8513319862209,2323.7026639724418,2367.655279953596,0.0049197016785305,not_computed
H2AX1H60_log_ZINB,H2AX1H60,log,,Poisson,0.0460848808288574,True,8,-1584.6951980400904,3173.390396080181,3182.180919276412,0.0004991166116781,not_computed
H2AX1H60_log_ZINB,H2AX1H60,log,,NB,0.054431676864624,True,10,-1266.4157692032236,2538.831538406447,2552.0173232007937,1.581341439105266e-05,not_computed
H2AX1H60_log_ZINB,H2AX1H60,log,,ZIP,0.0601105690002441,True,12,-1187.9872353467051,2383.9744706934102,2401.555517085872,0.0001019601892036,not_computed
H2AX1H60_log_ZINB,H2AX1H60,log,,ZINB,0.1246354579925537,True,22,-1180.0527611021648,2370.1055222043296,2392.081830194907,0.0001522841586049,not_computed
H2AX1H60_log_ZINB,H2AX1H60,log,,P+NB,0.2260844707489013,True,35,-1164.1319809356314,2340.263961871263,2366.6355314599555,8.215804904843083e-05,not_computed
H2AX1H60_log_ZINB,H2AX1H60,log,,Z+P+NB,0.5323317050933838,True,40,-1162.586630265866,2341.173260531732,2376.3353533166555,0.0037257082037474,not_computed
H2AX1H60_log_ZINB,H2AX1H60,log,,ZIP--ZINB,0.8619747161865234,True,55,-1151.8513319862209,2323.7026639724418,2367.655279953596,0.0049197016785305,not_computed
H2AX1H60_log_ZIP,H2AX1H60,log,,Poisson,0.0415961742401123,True,8,-1584.6951980400904,3173.390396080181,3182.180919276412,0.0004991166116781,not_computed
H2AX1H60_log_ZIP,H2AX1H60,log,,NB,0.0430984497070312,True,10,-1266.4157692032236,2538.831538406447,2552.0173232007937,1.581341439105266e-05,not_computed
H2AX1H60_log_ZIP,H2AX1H60,log,,ZIP,0.0467193126678466,True,12,-1187.9872353467051,2383.9744706934102,2401.555517085872,0.0001019601892036,not_computed
H2AX1H60_log_ZIP,H2AX1H60,log,,ZINB,0.0959680080413818,True,22,-1180.0527611021648,2370.1055222043296,2392.081830194907,0.0001522841586049,not_computed
H2AX1H60_log_ZIP,H2AX1H60,log,,P+NB,0.1745059490203857,True,35,-1164.1319809356314,2340.263961871263,2366.6355314599555,8.215804904843083e-05,not_computed
H2AX1H60_log_ZIP,H2AX1H60,log,,Z+P+NB,0.4047882556915283,True,40,-1162.586630265866,2341.173260531732,2376.3353533166555,0.0037257082037474,not_computed
H2AX1H60_log_ZIP,H2AX1H60,log,,ZIP--ZINB,0.6584579944610596,True,55,-1151.8513319862209,2323.7026639724418,2367.655279953596,0.0049197016785305,not_computed
H2AX1H60_log_Z_plus_P_plus_NB,H2AX1H60,log,,Poisson,0.0465428829193115,True,8,-1584.6951980400904,3173.390396080181,3182.180919276412,0.0004991166116781,not_computed
H2AX1H60_log_Z_plus_P_plus_NB,H2AX1H60,log,,NB,0.055260419845581,True,10,-1266.4157692032236,2538.831538406447,2552.0173232007937,1.581341439105266e-05,not_computed
H2AX1H60_log_Z_plus_P_plus_NB,H2AX1H60,log,,ZIP,0.0608658790588378,True,12,-1187.9872353467051,2383.9744706934102,2401.555517085872,0.0001019601892036,not_computed
H2AX1H60_log_Z_plus_P_plus_NB,H2AX1H60,log,,ZINB,0.1269030570983886,True,22,-1180.0527611021648,2370.1055222043296,2392.081830194907,0.0001522841586049,not_computed
H2AX1H60_log_Z_plus_P_plus_NB,H2AX1H60,log,,P+NB,0.2276630401611328,True,35,-1164.1319809356314,2340.263961871263,2366.6355314599555,8.215804904843083e-05,not_computed
H2AX1H60_log_Z_plus_P_plus_NB,H2AX1H60,log,,Z+P+NB,0.5407280921936035,True,40,-1162.586630265866,2341.173260531732,2376.3353533166555,0.0037257082037474,not_computed
H2AX1H60_log_Z_plus_P_plus_NB,H2AX1H60,log,,ZIP--ZINB,0.8682839870452881,True,55,-1151.8513319862209,2323.7026639724418,2367.655279953596,0.0049197016785305,not_computed
H2AX4H100_identity_NB,H2AX4H100,identity,,Poisson,0.039790391921997,True,5,-1305.5349257185617,2615.069851437124,2623.850332771254,9.479684058177895e-06,not_computed
H2AX4H100_identity_NB,H2AX4H100,identity,,NB,0.0355806350708007,True,9,-1302.6526742466276,2611.305348493255,2624.476070494451,4.5818854647716734e-05,not_computed
H2AX4H100_identity_NB,H2AX4H100,identity,,ZIP,0.0382428169250488,True,10,-1223.2511441012691,2454.5022882025387,2472.0632508708,1.4904842724705604e-05,not_computed
H2AX4H100_identity_NB,H2AX4H100,identity,,ZINB,0.1345088481903076,True,29,-1223.2505261256229,2456.5010522512457,2478.4522555865724,0.0091664819620791,not_computed
H2AX4H100_identity_NB,H2AX4H100,identity,,P+NB,0.1778059005737304,True,38,-1224.5975402953186,2461.195080590637,2487.5365245930293,48.58686164607765,not_computed
H2AX4H100_identity_NB,H2AX4H100,identity,,Z+P+NB,0.2549364566802978,True,29,-1223.2506125877585,2462.501225175517,2497.62315051204,0.0061346226592043,not_computed
H2AX4H100_identity_NB,H2AX4H100,identity,,ZIP--ZINB,0.312159776687622,True,42,-1220.4863573634198,2460.9727147268395,2504.875121397493,0.0434707875230294,not_computed
H2AX4H100_identity_P_plus_NB,H2AX4H100,identity,,Poisson,0.0395369529724121,True,5,-1305.5349257185617,2615.069851437124,2623.850332771254,9.479684058177895e-06,not_computed
H2AX4H100_identity_P_plus_NB,H2AX4H100,identity,,NB,0.0350258350372314,True,9,-1302.6526742466276,2611.305348493255,2624.476070494451,4.5818854647716734e-05,not_computed
H2AX4H100_identity_P_plus_NB,H2AX4H100,identity,,ZIP,0.0378344058990478,True,10,-1223.2511441012691,2454.5022882025387,2472.0632508708,1.4904842724705604e-05,not_computed
H2AX4H100_identity_P_plus_NB,H2AX4H100,identity,,ZINB,0.1335220336914062,True,29,-1223.2505261256229,2456.5010522512457,2478.4522555865724,0.0091664819620791,not_computed
H2AX4H100_identity_P_plus_NB,H2AX4H100,identity,,P+NB,0.1758515834808349,True,38,-1224.5975402953186,2461.195080590637,2487.5365245930293,48.58686164607765,not_computed
H2AX4H100_identity_P_plus_NB,H2AX4H100,identity,,Z+P+NB,0.2516837120056152,True,29,-1223.2506125877585,2462.501225175517,2497.62315051204,0.0061346226592043,not_computed
H2AX4H100_identity_P_plus_NB,H2AX4H100,identity,,ZIP--ZINB,0.3104159832000732,True,42,-1220.4863573634198,2460.9727147268395,2504.875121397493,0.0434707875230294,not_computed
H2AX4H100_identity_Poisson,H2AX4H100,identity,,Poisson,0.0428764820098876,True,5,-1305.5349257185617,2615.069851437124,2623.850332771254,9.479684058177895e-06,not_computed
H2AX4H100_identity_Poisson,H2AX4H100,identity,,NB,0.0460052490234375,True,9,-1302.6526742466276,2611.305348493255,2624.476070494451,4.5818854647716734e-05,not_computed
H2AX4H100_identity_Poisson,H2AX4H100,identity,,ZIP,0.0509405136108398,True,10,-1223.2511441012691,2454.5022882025387,2472.0632508708,1.4904842724705604e-05,not_computed
H2AX4H100_identity_Poisson,H2AX4H100,identity,,ZINB,0.1745152473449707,True,29,-1223.2505261256229,2456.5010522512457,2478.4522555865724,0.0091664819620791,not_computed
H2AX4H100_identity_Poisson,H2AX4H100,identity,,P+NB,0.2342872619628906,True,38,-1224.5975402953186,2461.195080590637,2487.5365245930293,48.58686164607765,not_computed
H2AX4H100_identity_Poisson,H2AX4H100,identity,,Z+P+NB,0.3220908641815185,True,29,-1223.2506125877585,2462.501225175517,2497.62315051204,0.0061346226592043,not_computed
H2AX4H100_identity_Poisson,H2AX4H100,identity,,ZIP--ZINB,0.4037716388702392,True,42,-1220.4863573634198,2460.9727147268395,2504.875121397493,0.0434707875230294,not_computed
H2AX4H100_identity_ZINB,H2AX4H100,identity,,Poisson,0.0395488739013671,True,5,-1305.5349257185617,2615.069851437124,2623.850332771254,9.479684058177895e-06,not_computed
H2AX4H100_identity_ZINB,H2AX4H100,identity,,NB,0.0349979400634765,True,9,-1302.6526742466276,2611.305348493255,2624.476070494451,4.5818854647716734e-05,not_computed
H2AX4H100_identity_ZINB,H2AX4H100,identity,,ZIP,0.0374214649200439,True,10,-1223.2511441012691,2454.5022882025387,2472.0632508708,1.4904842724705604e-05,not_computed
H2AX4H100_identity_ZINB,H2AX4H100,identity,,ZINB,0.1311666965484619,True,29,-1223.2505261256229,2456.5010522512457,2478.4522555865724,0.0091664819620791,not_computed
H2AX4H100_identity_ZINB,H2AX4H100,identity,,P+NB,0.1737771034240722,True,38,-1224.5975402953186,2461.195080590637,2487.5365245930293,48.58686164607765,not_computed
H2AX4H100_identity_ZINB,H2AX4H100,identity,,Z+P+NB,0.2488684654235839,True,29,-1223.2506125877585,2462.501225175517,2497.62315051204,0.0061346226592043,not_computed
H2AX4H100_identity_ZINB,H2AX4H100,identity,,ZIP--ZINB,0.3049635887145996,True,42,-1220.4863573634198,2460.9727147268395,2504.875121397493,0.0434707875230294,not_computed
H2AX4H100_identity_ZIP,H2AX4H100,identity,,Poisson,0.0396037101745605,True,5,-1305.5349257185617,2615.069851437124,2623.850332771254,9.479684058177895e-06,not_computed
H2AX4H100_identity_ZIP,H2AX4H100,identity,,NB,0.0350942611694335,True,9,-1302.6526742466276,2611.305348493255,2624.476070494451,4.5818854647716734e-05,not_computed
H2AX4H100_identity_ZIP,H2AX4H100,identity,,ZIP,0.0375201702117919,True,10,-1223.2511441012691,2454.5022882025387,2472.0632508708,1.4904842724705604e-05,not_computed
H2AX4H100_identity_ZIP,H2AX4H100,identity,,ZINB,0.132150650024414,True,29,-1223.2505261256229,2456.5010522512457,2478.4522555865724,0.0091664819620791,not_computed
H2AX4H100_identity_ZIP,H2AX4H100,identity,,P+NB,0.17626953125,True,38,-1224.5975402953186,2461.195080590637,2487.5365245930293,48.58686164607765,not_computed
H2AX4H100_identity_ZIP,H2AX4H100,identity,,Z+P+NB,0.2518675327301025,True,29,-1223.2506125877585,2462.501225175517,2497.62315051204,0.0061346226592043,not_computed
H2AX4H100_identity_ZIP,H2AX4H100,identity,,ZIP--ZINB,0.3081183433532715,True,42,-1220.4863573634198,2460.9727147268395,2504.875121397493,0.0434707875230294,not_computed
H2AX4H100_identity_Z_plus_P_plus_NB,H2AX4H100,identity,,Poisson,0.0445668697357177,True,5,-1305.5349257185617,2615.069851437124,2623.850332771254,9.479684058177895e-06,not_computed
H2AX4H100_identity_Z_plus_P_plus_NB,H2AX4H100,identity,,NB,0.0346865653991699,True,9,-1302.6526742466276,2611.305348493255,2624.476070494451,4.5818854647716734e-05,not_computed
H2AX4H100_identity_Z_plus_P_plus_NB,H2AX4H100,identity,,ZIP,0.0397720336914062,True,10,-1223.2511441012691,2454.5022882025387,2472.0632508708,1.4904842724705604e-05,not_computed
H2AX4H100_identity_Z_plus_P_plus_NB,H2AX4H100,identity,,ZINB,0.1325840950012207,True,29,-1223.2505261256229,2456.5010522512457,2478.4522555865724,0.0091664819620791,not_computed
H2AX4H100_identity_Z_plus_P_plus_NB,H2AX4H100,identity,,P+NB,0.1761054992675781,True,38,-1224.5975402953186,2461.195080590637,2487.5365245930293,48.58686164607765,not_computed
H2AX4H100_identity_Z_plus_P_plus_NB,H2AX4H100,identity,,Z+P+NB,0.2401456832885742,True,29,-1223.2506125877585,2462.501225175517,2497.62315051204,0.0061346226592043,not_computed
H2AX4H100_identity_Z_plus_P_plus_NB,H2AX4H100,identity,,ZIP--ZINB,0.2989101409912109,True,42,-1220.4863573634198,2460.9727147268395,2504.875121397493,0.0434707875230294,not_computed
H2AX4H100_log_NB,H2AX4H100,log,,Poisson,0.045861005783081,True,9,-1305.4081337130851,2614.8162674261703,2623.596748760301,3.70508071707576e-05,not_computed
H2AX4H100_log_NB,H2AX4H100,log,,NB,0.0379383563995361,True,13,-1302.5439248473122,2611.0878496946243,2624.25857169582,7.762160236701732e-05,not_computed
H2AX4H100_log_NB,H2AX4H100,log,,ZIP,0.0424230098724365,True,13,-1224.5668501209627,2457.133700241925,2474.6946629101867,0.0009587249756535,not_computed
H2AX4H100_log_NB,H2AX4H100,log,,ZINB,0.1266236305236816,True,30,-1224.566849025342,2459.133698050684,2481.08490138601,0.0044634521968944,not_computed
H2AX4H100_log_NB,H2AX4H100,log,,P+NB,0.3780412673950195,True,88,-1225.7942659529906,2463.588531905981,2489.9299759083733,1.0979630022944775e-06,not_computed
H2AX4H100_log_NB,H2AX4H100,log,,Z+P+NB,0.2956740856170654,True,73,-1224.5668501288292,2465.1337002576583,2500.2556255941813,0.0004364906638087,not_computed
H2AX4H100_log_NB,H2AX4H100,log,,ZIP--ZINB,0.2319965362548828,True,45,-1222.4616653299322,2464.9233306598644,2508.8257373305178,0.1284558550593093,not_computed
H2AX4H100_log_P_plus_NB,H2AX4H100,log,,Poisson,0.0461401939392089,True,9,-1305.4081337130851,2614.8162674261703,2623.596748760301,3.70508071707576e-05,not_computed
H2AX4H100_log_P_plus_NB,H2AX4H100,log,,NB,0.0381178855895996,True,13,-1302.5439248473122,2611.0878496946243,2624.25857169582,7.762160236701732e-05,not_computed
H2AX4H100_log_P_plus_NB,H2AX4H100,log,,ZIP,0.042109727859497,True,13,-1224.5668501209627,2457.133700241925,2474.6946629101867,0.0009587249756535,not_computed
H2AX4H100_log_P_plus_NB,H2AX4H100,log,,ZINB,0.12703537940979,True,30,-1224.566849025342,2459.133698050684,2481.08490138601,0.0044634521968944,not_computed
H2AX4H100_log_P_plus_NB,H2AX4H100,log,,P+NB,0.3796992301940918,True,88,-1225.7942659529906,2463.588531905981,2489.9299759083733,1.0979630022944775e-06,not_computed
H2AX4H100_log_P_plus_NB,H2AX4H100,log,,Z+P+NB,0.2980215549468994,True,73,-1224.5668501288292,2465.1337002576583,2500.2556255941813,0.0004364906638087,not_computed
H2AX4H100_log_P_plus_NB,H2AX4H100,log,,ZIP--ZINB,0.2331626415252685,True,45,-1222.4616653299322,2464.9233306598644,2508.8257373305178,0.1284558550593093,not_computed
H2AX4H100_log_Poisson,H2AX4H100,log,,Poisson,0.0458369255065918,True,9,-1305.4081337130851,2614.8162674261703,2623.596748760301,3.70508071707576e-05,not_computed
H2AX4H100_log_Poisson,H2AX4H100,log,,NB,0.0377674102783203,True,13,-1302.5439248473122,2611.0878496946243,2624.25857169582,7.762160236701732e-05,not_computed
H2AX4H100_log_Poisson,H2AX4H100,log,,ZIP,0.0425746440887451,True,13,-1224.5668501209627,2457.133700241925,2474.6946629101867,0.0009587249756535,not_computed
H2AX4H100_log_Poisson,H2AX4H100,log,,ZINB,0.1273665428161621,True,30,-1224.566849025342,2459.133698050684,2481.08490138601,0.0044634521968944,not_computed
H2AX4H100_log_Poisson,H2AX4H100,log,,P+NB,0.3767166137695312,True,88,-1225.7942659529906,2463.588531905981,2489.9299759083733,1.0979630022944775e-06,not_computed
H2AX4H100_log_Poisson,H2AX4H100,log,,Z+P+NB,0.2960796356201172,True,73,-1224.5668501288292,2465.1337002576583,2500.2556255941813,0.0004364906638087,not_computed
H2AX4H100_log_Poisson,H2AX4H100,log,,ZIP--ZINB,0.2315948009490966,True,45,-1222.4616653299322,2464.9233306598644,2508.8257373305178,0.1284558550593093,not_computed
H2AX4H100_log_ZINB,H2AX4H100,log,,Poisson,0.0377423763275146,True,9,-1305.4081337130851,2614.8162674261703,2623.596748760301,3.70508071707576e-05,not_computed
H2AX4H100_log_ZINB,H2AX4H100,log,,NB,0.0352702140808105,True,13,-1302.5439248473122,2611.0878496946243,2624.25857169582,7.762160236701732e-05,not_computed
H2AX4H100_log_ZINB,H2AX4H100,log,,ZIP,0.0378162860870361,True,13,-1224.5668501209627,2457.133700241925,2474.6946629101867,0.0009587249756535,not_computed
H2AX4H100_log_ZINB,H2AX4H100,log,,ZINB,0.1180717945098877,True,30,-1224.566849025342,2459.133698050684,2481.08490138601,0.0044634521968944,not_computed
H2AX4H100_log_ZINB,H2AX4H100,log,,P+NB,0.3501796722412109,True,88,-1225.7942659529906,2463.588531905981,2489.9299759083733,1.0979630022944775e-06,not_computed
H2AX4H100_log_ZINB,H2AX4H100,log,,Z+P+NB,0.2747409343719482,True,73,-1224.5668501288292,2465.1337002576583,2500.2556255941813,0.0004364906638087,not_computed
H2AX4H100_log_ZINB,H2AX4H100,log,,ZIP--ZINB,0.2234694957733154,True,45,-1222.4616653299322,2464.9233306598644,2508.8257373305178,0.1284558550593093,not_computed
H2AX4H100_log_ZIP,H2AX4H100,log,,Poisson,0.0375764369964599,True,9,-1305.4081337130851,2614.8162674261703,2623.596748760301,3.70508071707576e-05,not_computed
H2AX4H100_log_ZIP,H2AX4H100,log,,NB,0.0353455543518066,True,13,-1302.5439248473122,2611.0878496946243,2624.25857169582,7.762160236701732e-05,not_computed
H2AX4H100_log_ZIP,H2AX4H100,log,,ZIP,0.0374300479888916,True,13,-1224.5668501209627,2457.133700241925,2474.6946629101867,0.0009587249756535,not_computed
H2AX4H100_log_ZIP,H2AX4H100,log,,ZINB,0.1159679889678955,True,30,-1224.566849025342,2459.133698050684,2481.08490138601,0.0044634521968944,not_computed
H2AX4H100_log_ZIP,H2AX4H100,log,,P+NB,0.3505606651306152,True,88,-1225.7942659529906,2463.588531905981,2489.9299759083733,1.0979630022944775e-06,not_computed
